gene,p,mean
EVA1C,0.335327459452187,-0.12751646900198974
ITSN1,0.33573336744455373,0.12053478554802852
RAB11FIP1,0.33586018208369683,-0.11576844804533654
C15orf48,0.3358870759640724,-0.2741159151162336
PDK2,0.3360021707152132,-0.16040694200147743
NPY4R,0.3360021707152132,0.13170521428199464
KIR3DL1,0.3360021707152132,0.1585344644890871
CD5,0.3360023466041965,0.17593953963662512
SLC26A1,0.3360023466041965,0.12539019696752843
RTRAF,0.3360023466041965,0.09126406096768572
TOX4,0.3360023466041965,0.10691664378311067
PDE1C,0.3360023466041965,0.11289633575466188
TAS2R1,0.3366317654743528,-0.21819721634422853
VPS37D,0.33726211851554033,0.18224480052868372
APLNR,0.3372622943693109,0.15907785150093803
SDF2,0.3372622943693109,-0.17737090334618916
DAP,0.3372622943693109,-0.09664274222511783
CFAP61,0.3372622943693109,-0.0850743057524827
MYL4,0.3372622943693109,0.051413373971717385
NOC3L,0.3372622943693109,0.12876163820717537
CCNDBP1,0.3372622943693109,0.13246363536728273
C2orf73,0.3372622943693109,0.1462356087997919
P2RY12,0.3372622943693109,0.23008838370004245
MAN2C1,0.33728744274996003,-0.10547014458707794
SGPL1,0.3373841264854971,-0.11609091546446312
NOP2,0.33742742305926854,-0.10570683697899506
ADCYAP1R1,0.3378932297616287,0.08419523864609964
TRIM58,0.3380938976990764,0.10328086982424514
SLC26A3,0.33852492331660133,-0.09061874135446983
LPAR2,0.3385250991329972,-0.9272732547570917
OLFML1,0.3385252749492599,0.19575114843895233
TBATA,0.3385252749492599,0.19563736446868407
CNOT2,0.3385252749492599,0.18489882666002364
ABCA5,0.3385252749492599,0.07900883292507471
JPH2,0.3385252749492599,0.07306515826128397
NEPRO,0.3385252749492599,0.10913043559557335
PCGF5,0.3385252749492599,0.043468715949027424
MYD88,0.3385252749492599,-0.05703669961721311
SH3BGRL2,0.3385252749492599,-0.1576044221932234
AUH,0.3385252749492599,-0.17547704920959054
MINDY3,0.3385252749492599,0.052564977857784315
ASAP3,0.3389258163716561,-0.10816175045243802
TSACC,0.3397911119207063,0.20325510105513261
USP39,0.3397912876971608,-0.1067247972170557
COQ8B,0.3397912876971608,-0.09006115714856622
SLC2A3,0.3397912876971608,0.14267647239500106
KCNN4,0.3397912876971608,0.17580957638397932
DAB1,0.3397912876971608,0.2507643133071355
TUFT1,0.3404252551654121,-0.1548925660521564
TIAM2,0.3404252551654121,-0.1670213870564483
TMEM150A,0.3408026638780265,0.10897859156070534
SLMAP,0.34103366471947416,-0.10166611000967107
PER2,0.3410601561921234,0.06867906134322387
MARCHF5,0.341060331926465,-0.25597526407041027
SEMA6A,0.341060331926465,-0.15853596317437824
TRIM56,0.341060331926465,-0.11640886852701286
DHRS13,0.341060331926465,-0.09442259437634883
CELF3,0.341060331926465,0.08835828692770009
RBM5,0.341060331926465,0.15234202193707752
FBXO42,0.341060331926465,0.20212237881579542
TOP1MT,0.341060331926465,0.22459469911219565
RIMKLA,0.34117387848315184,0.11513628390656748
VNN3P,0.34144691903831803,0.10468952571752267
CMC2,0.3416347886830903,0.09990903798618052
NATD1,0.34169581490881096,0.09616188087276986
LIPH,0.3423320555309024,-0.06196281181888719
C8orf58,0.34233223122095613,0.15480797943462288
CLCN4,0.3423324069108755,-0.23687852220465383
PIEZO1,0.3423324069108755,-0.12513834799639567
CCSER2,0.3423324069108755,0.03132996090831603
UBL3,0.3423324069108755,0.048190260354942574
TMEM156,0.3423324069108755,0.1107953068961877
TTYH1,0.3423324069108755,0.1127854506587985
CLK4,0.3423324069108755,0.1193785780441744
NCKAP1L,0.3423324069108755,0.13692652162915198
CFAP95,0.3423324069108755,0.1529720149222193
FERMT1,0.34296922936457297,-0.03260766711546223
INTS8,0.34296922936457297,-0.018782789726900617
PHF11,0.34296940503154805,0.22036640684838993
ELFN2,0.34296940503154805,0.13479566290156947
NEBL,0.3434397811415213,0.09959033225294636
GNPDA1,0.3436073362410821,-0.14308968975799344
CREBZF,0.3436073362410821,-0.11983292792293436
TWIST1,0.3436075118842651,0.17137499682752122
TP73,0.3436075118842651,0.17055946659435323
KRT10-AS1,0.3436075118842651,0.12443596559846153
NRBP2,0.3436075118842651,0.12035739657095693
RFPL1,0.3436075118842651,0.11350555923151211
PARD6A,0.3436075118842651,0.12287565455062419
CST1,0.3436075118842651,0.10750881348385993
CDADC1,0.3436075118842651,0.0960601408327042
NEURL3,0.3436075118842651,-0.10542726409372022
NCBP2AS2,0.3436075118842651,-0.10620108233271153
AMN,0.3436075118842651,-0.11250777768155992
CAPG,0.3436075118842651,0.1098315748332229
C9orf78,0.344045123408536,-0.10733544471887987
ASB4,0.34424602474755606,0.1811900411799616
WIPF2,0.3443679249800099,-0.10701551509535617
SLC10A4,0.34438756321206254,-0.11401590480990212
MIR7-3HG,0.34488547044646856,0.168512296781879
MYG1,0.34488564604059635,0.19755972013842327
DENND6B,0.34488564604059635,0.24084224275066551
BANF2,0.34488564604059635,0.07812340938381349
ALG9,0.34488564604059635,0.13092217591605498
C19orf12,0.34488564604059635,-0.10807633347705302
RRBP1,0.34488564604059635,-0.12416399056695072
FGB,0.34488564604059635,-0.15374023056064204
SLC1A3,0.34488564604059635,-0.10280451334949048
SETBP1,0.3457875975095096,0.10334424137730758
IDI1,0.3460663012207986,-0.10528474992033779
PIGF,0.34616628190518983,0.029167122231674808
ABHD16B,0.3461668085338425,0.1918849759931932
VPREB1,0.3461668085338425,0.12650127921883553
CPN2,0.3461668085338425,0.10774833134266938
TNK1,0.3461668085338425,0.08085569381125764
SRA1,0.3461668085338425,0.0762918115171773
RBM19,0.3461668085338425,-0.02519866224573175
PITPNM2,0.3461668085338425,-0.056685904028814404
CFAP418,0.3461668085338425,-0.12097721491180634
PALS1,0.3461668085338425,-0.14062404085362595
PTPMT1,0.3461668085338425,-0.14714160781456387
PBLD,0.3461668085338425,-0.1551834676310203
TMEM25,0.3461668085338425,-0.175186000889606
ZNF324,0.3461668085338425,-0.07119401403769843
STK32C,0.3469579515686325,-0.10816209286729958
HGD,0.34743658917221654,-0.11064828639979743
POLR2I,0.34745099847790695,0.037994010868990014
CYB561D1,0.34745099847790695,0.22317481450624582
PNPLA7,0.34745099847790695,0.1810176629649523
PRKCA,0.34745099847790695,0.1549279504024404
ZNF436,0.34745099847790695,0.09175885139706758
SKP1,0.34745099847790695,0.03257075573885057
C1orf216,0.34745099847790695,0.04125352669376589
C1orf122,0.34745099847790695,-0.04942778657896704
BORCS7,0.34745099847790695,0.02975739786705839
SCAMP3,0.34745099847790695,-0.08660565023481862
RFC5,0.34745099847790695,-0.09393307176124857
TTC12,0.34745099847790695,-0.09737657913586296
CHCHD1,0.34745099847790695,-0.14847398661477562
RLF,0.34774801393886123,0.11064833725369606
FAM90A1,0.3478855183514019,-0.10027485707595359
RNF112,0.3480940529948001,-0.12656493201908653
TRAPPC13,0.3480940529948001,-0.0064750163446758435
POGLUT2,0.34829516283353557,0.10418295198882488
RNPEPL1,0.3484889237543308,-0.105350133372699
PIP5K1A,0.34870104264450286,-0.10113267488879238
PTPRH,0.34873369114973984,-0.10964695696702034
CRIP2,0.34873786408040275,0.09866496437434179
RNF139,0.34873786408040275,0.10469842535673665
PROK2,0.3487380395135423,0.5152203083525029
FCHO1,0.34873821494654644,0.19386672707852493
FBXW7,0.34873821494654644,0.26954799179099725
C16orf82,0.34873821494654644,0.16150328176562118
DNAJC2,0.34873821494654644,0.1550415315798336
TMEM232,0.34873821494654644,0.1250044943987936
ZFP90,0.34873821494654644,0.0994951215586492
PTPN23,0.34873821494654644,0.17599280580602353
CD80,0.34873821494654644,0.09105969249646535
H2AC4,0.34873821494654644,-0.06614577076252548
TM9SF3,0.34873821494654644,-0.13566003347626943
OSBPL9,0.34873821494654644,-0.14969658223595003
AP5M1,0.34873821494654644,-0.15763790661794458
BRINP2,0.34873821494654644,-0.2192577396843601
CCDC82,0.34873821494654644,0.09621856184550041
SERPINA10,0.3488299153862622,-0.10298616344925132
OSTM1,0.3489037438190248,0.1199151132761212
PBOV1,0.34938278242302545,0.1635046603683638
NREP,0.34938278242302545,0.03323085467878756
HTR2A,0.34966714541948807,0.09576238253259842
AKAP17A,0.3497271353150302,0.10930448133522196
OAZ1,0.3499050985808764,-0.10369807486696525
SPATS2L,0.35002828159866484,0.07905142216931932
PDE3B,0.3500284569732932,0.20757594620157677
CCSAP,0.3500284569732932,0.21724418943888033
SPATA12,0.3500284569732932,0.17322397509989332
REL,0.3500284569732932,0.1500460899428525
LYSMD2,0.3500284569732932,0.14198072986491087
FAH,0.3500284569732932,-0.10130105355461995
IMPA1,0.3500284569732932,0.1056986168694512
SNCG,0.3500284569732932,0.09733108479638636
B3GNT6,0.3500284569732932,0.04262414843410272
TSTD2,0.3500284569732932,-0.11701009032626664
PPARD,0.3500284569732932,0.10925596085482393
OPTN,0.3500301084359986,-0.10765312495452725
NR3C1,0.3504607015238531,-0.107548385975049
TRPC2,0.3506741862238212,0.17458379012565872
INSIG1,0.35067453691335504,-0.06241398176632986
PDLIM5,0.35067453691335504,-0.05549575368884628
KPNA3,0.35094471497233093,-0.10244752270557225
TPGS1,0.35102402113224473,-0.1172817788479975
DYNC1I1,0.3511725036429857,0.11143607401086095
SYT17,0.3512900261261297,-0.10716907341757655
LRRC14,0.3513215482374672,0.0682521796683738
CHPT1,0.35132172355137903,-0.19882716592674693
CLTC,0.35132172355137903,-0.14885030589804488
SLC12A8,0.35132172355137903,-0.10022692936635022
MORF4L2,0.35132172355137903,-0.07505264786441483
MCM6,0.35132172355137903,-0.06940959359213575
LSM3,0.35132172355137903,0.08537138206880347
RRN3,0.35132172355137903,0.10040082586717869
NPR2,0.35132172355137903,0.20749755146689325
COL4A2,0.35132172355137903,0.2097841163393357
PTRH2,0.35196931543884635,-0.05049169373825928
OTUB2,0.3521551114650536,-0.11721573055234084
BCAR3,0.3526176631318235,-0.1609834574693772
TIMM10,0.35261783838280925,-0.17620152808385806
LINC02716,0.35261783838280925,0.09400141498340145
ARX,0.35261801363365874,0.2352209560551105
AKAP3,0.35261801363365874,0.15556016630403077
ZNF396,0.35261801363365874,0.1538676999915737
H1-7,0.35261801363365874,0.13242434960716012
ARRDC1,0.35261801363365874,0.11034851331503318
SLC52A1,0.35261801363365874,0.05301985040996837
SPTLC1,0.35261801363365874,0.004232940208205055
ATG9B,0.35261801363365874,0.13105160986328024
MARCKS,0.35261801363365874,-0.055102015939750226
B4GAT1,0.35261801363365874,-0.09930988798298666
RAP2A,0.35261801363365874,-0.03709554393057554
YTHDC2,0.35261801363365874,-0.10112051854829288
MICOS13,0.35261801363365874,-0.16360921069834394
PGRMC2,0.35261801363365874,-0.19755279027664419
BEGAIN,0.35261801363365874,-0.2431990300820034
MAP3K21,0.3527744643093921,-0.09978344945339332
CSNK1E,0.35286053769121917,0.11655172835521896
PKD2L2,0.35289917960712547,0.10773631375083209
PNPLA5,0.3532671169321424,0.13769330814334485
LAMA1,0.3536840852400662,-0.10057300445596853
SLC27A6,0.35371151236772846,-0.12085497254005503
MYLK,0.35391732613253646,0.1586000189275834
DARS1,0.35391732613253646,0.17727690892952758
STEAP4,0.35391732613253646,0.06991048822755909
CSNK1G3,0.35391732613253646,0.06524588084417937
UBC,0.35391732613253646,-0.08583388379250483
PSIP1,0.35391732613253646,-0.06514148848179918
VPS39,0.35391732613253646,-0.07107551811425056
MRPS34,0.35391732613253646,-0.09161286741830359
TPR,0.35391732613253646,-0.05923710779123244
GALK2,0.35394961106315825,0.11607865011773513
PNPLA2,0.3540242743373204,-0.10077175896598697
METTL9,0.35456776513341215,-0.15473709616218242
TXNDC12,0.35456794028539773,-0.1515303735562934
CEP20,0.35456794028539773,0.10539088636383558
AP5S1,0.3546567578907063,0.10669222780160051
TGFBR2,0.3550959465702197,0.10206916991936918
INPP4B,0.35519988154706184,0.10055345518557686
PLA2G5,0.35521948480221943,0.09035868193989895
ELP4,0.35521948480221943,0.13571733629589974
FAM181B,0.3552196599198908,0.22999000345749618
CYP11A1,0.3552196599198908,0.2273002793486732
C11orf21,0.3552196599198908,0.17512398890032185
ZNF707,0.3552196599198908,0.17085893669425337
ZNF195,0.3552196599198908,0.16672945895984553
OR2F1,0.3552196599198908,0.11863437429704447
NCS1,0.3552196599198908,0.11180711818085125
SLC32A1,0.3552196599198908,0.1110077512041783
EGR1,0.3552196599198908,0.08526203098670287
NYAP1,0.3552196599198908,0.07165562696723562
PSKH2,0.3552196599198908,0.062074316098706124
TMEM50B,0.3552196599198908,0.0473377614579301
ANGPTL8,0.3552196599198908,0.046121801031625366
SMARCAD1,0.3552196599198908,0.03373588041991482
PPM1H,0.3552196599198908,0.03227481301828919
STK35,0.3552196599198908,-0.059691576079455855
EIF3L,0.3552196599198908,-0.10164315945790581
TFB2M,0.3552196599198908,-0.13286345538263328
ATP23,0.3552196599198908,-0.13458539756732157
MFSD4B,0.3552196599198908,-0.13527887046604736
RAD51AP1,0.3552196599198908,-0.16248411821621564
PAPOLG,0.35562015255277324,-0.10503424341063071
BUD31,0.3558717843502054,-0.1410016141216648
PCSK9,0.3558717843502054,-0.12565801669782378
ENPP4,0.3565246637317713,0.13959534272582777
SYK,0.3565248387794553,-0.06884270090207154
HOXC8,0.3565250138270024,-0.17321806613997984
COX14,0.3565250138270024,-0.13297331996722936
POGLUT1,0.3565250138270024,-0.06473644043780467
IGF1R,0.3565250138270024,-0.04381465943001972
SIRPD,0.3565250138270024,0.08593711343719809
SPRR4,0.3565250138270024,0.1633294208900042
ZNF786,0.35655265736310926,-0.09323599388055527
ANKRD10,0.3578333866444813,0.15461424916419222
UTS2,0.3578333866444813,0.15190650659139693
H4C13,0.3578333866444813,0.1267585712670092
IQCN,0.3578333866444813,0.08785964390633963
CNDP1,0.3578333866444813,0.06577574864881508
SPATA31E1,0.3578333866444813,0.042974519882718665
DCAF4,0.3578333866444813,0.013898012092914525
SNHG17,0.3578333866444813,-0.06470157413040144
HERPUD2,0.3578333866444813,-0.08714606454144806
AQR,0.3578333866444813,-0.2066112795713769
AGXT2,0.3578333866444813,-0.38239373135210686
PDAP1,0.3580268310863137,-0.0847245826586384
TNFRSF18,0.35835548781691406,0.0960123991967818
TMEM220,0.358933678179875,-0.09347040227697025
GRP,0.35914477712219595,0.21289685309767284
CRYBB3,0.35914477712219595,0.1588213285266757
NPPB,0.35914477712219595,0.153564616367081
ZIC5,0.35914477712219595,0.15350540905823576
MDM4,0.35914477712219595,0.12612794645009429
SPATA19,0.35914477712219595,0.1384279419460433
BHMT2,0.35914477712219595,0.06213757324079969
DCAF16,0.35914477712219595,0.11146898795683174
LRP6,0.35914477712219595,0.052566663054350427
SLF2,0.35914477712219595,-0.07462524495459
SUMO1,0.35914477712219595,-0.12725061861713396
CAMSAP3,0.35914477712219595,-0.13651730244300372
GDPD3,0.3592461308726378,-0.09639316709639903
GSTM3,0.35926081889809613,0.10451800250450438
PKD1L2,0.35959923727135246,0.10400787996780653
PGC,0.36005787297853775,0.10540018920782752
PLCE1,0.36045848467644126,-0.1141635981024468
SMAD6,0.3604588343230969,-0.09302678045549916
CHRNA4,0.36045918396920196,0.2311689946548635
DOCK11,0.36045918396920196,0.10411330016728865
CUL4A,0.36045918396920196,-0.03504639956964468
TBX2,0.36045918396920196,-0.03665365973436033
NAPB,0.36045918396920196,-0.057606958390121005
CHD2,0.36045918396920196,-0.08429614439682566
HS1BP3,0.36045918396920196,-0.12008682191288556
PIN4,0.36045918396920196,-0.20842504580721943
RRP8,0.3607855512018745,-0.10974943895296453
GALC,0.36080175045077056,0.10238835537724486
GTF3C4,0.36111734333311063,-0.08994796602803543
JAZF1,0.3611455940587921,0.09723319464764862
MALAT1,0.36177512320213967,0.09578359982384438
SLIRP,0.36177625636676414,0.2060197976823283
BYSL,0.36177643111028746,-0.13722572455139165
CARD11,0.36177643111028746,0.1894553650456633
PENK,0.361776605853673,0.18600450831280846
MYADM,0.361776605853673,0.13366044318675505
OFCC1,0.361776605853673,0.10545266372827658
ZNF319,0.361776605853673,0.08832637509486488
ARHGAP5,0.361776605853673,-0.15226060242619394
IGIP,0.361776605853673,-0.08472211220464572
HUS1B,0.361776605853673,-0.10788428640135157
ETFA,0.361776605853673,-0.16000061587211697
CHADL,0.361776605853673,0.08738480016755173
ERF,0.36243627230487196,-0.11782588623179988
SMYD2,0.3630968667414235,-0.1017932250135683
OLFM2,0.3630968667414235,0.0906013131619712
SIN3B,0.3630970414028324,0.2085054972090592
LLGL1,0.3630970414028324,0.16560975830254793
LHX4,0.3630970414028324,0.16345298641468914
ZNF107,0.3630970414028324,0.12905617421116003
BSND,0.3630970414028324,0.1307656571049722
PSMD10,0.3630970414028324,0.04369032773380955
HTR5A,0.3630970414028324,-0.03933100753649081
PMM2,0.3630970414028324,-0.07180095102719658
MCAM,0.3630970414028324,0.1169210756904809
RAD21,0.3637580396222697,0.11239370289008487
FNDC11,0.36375821424193544,0.12787607989911223
OBP2B,0.36375821424193544,0.13141126851665164
KLRC4,0.3638027084873562,-0.09807148896048137
BSG,0.3644194914743558,-0.09488844760272036
IL23R,0.36442048920288406,0.09101126980689186
CDKN2D,0.36442048920288406,0.09619427223142116
MS4A12,0.36442048920288406,0.0960347915659581
CXCR2,0.36442048920288406,0.14157423056383164
ASXL1,0.36442048920288406,-0.024075135131384803
PADI3,0.36442048920288406,-0.11646678578278431
RRS1,0.36442048920288406,-0.07918420556118785
ZSCAN4,0.36442048920288406,-0.2021461139157034
RAB11A,0.36442048920288406,-0.05409791430751176
TTC27,0.36442048920288406,-0.13521843305276485
CDO1,0.36561601911953745,0.11089020464549885
SNHG11,0.3657043622889864,-0.09976182048853638
SYT13,0.3657467733086417,-0.11421948874179466
TIGD6,0.3657469477989468,0.10394914227007372
KCNQ2,0.3657469477989468,0.17002985230241818
ARHGAP33,0.3657469477989468,0.11806924654809602
KDM3A,0.3657469477989468,0.114868078850212
NHLRC3,0.3657469477989468,0.07519012888961041
ATP1B1,0.3657469477989468,0.06495789605611743
PDIA4,0.3657469477989468,-0.047188955454838866
ENTPD7,0.3657469477989468,-0.10727798563772574
PSMD5,0.3657469477989468,-0.12152691348014086
EML1,0.3657469477989468,0.07238168120934545
RALB,0.36582303781585035,-0.09639328132994854
DIP2C,0.36597005074530775,-0.12080730084565923
SLC37A3,0.36624661491747945,-0.11978431865924377
NUB1,0.36671515021737466,0.10672908658624979
ARHGEF10L,0.36675499566149017,-0.11446780294875558
DNAJC5G,0.36707624129381633,0.14567374609897465
FBXO44,0.3670764156949866,0.14351867494025788
RAB27B,0.3670764156949866,0.16751774211294757
ZNF346,0.3670764156949866,0.05747990805197671
CPSF6,0.3670764156949866,-0.12303221364002262
ITGAE,0.3670764156949866,-0.18622504606966572
ZBTB12,0.3670764156949866,0.05319876440351596
PCDHB10,0.3671380979848543,0.10535577661145815
FABP7,0.3671866115292083,-0.10345157768828206
FAM133A,0.3672129148639842,0.10194644455135854
CDIP1,0.36774210329601364,-0.15608693721357997
TTC7A,0.367962188203078,-0.10121821364181277
ABLIM3,0.368304464798193,-0.09550321451450132
SLC30A2,0.3684088913537529,0.22749079136537054
HMHB1,0.3684088913537529,0.12010584870746482
CPA4,0.3684088913537529,0.10712997906024116
SOX1,0.3684088913537529,0.09225045311999519
CABIN1,0.3684088913537529,-0.032004105473838904
SNAP29,0.3684088913537529,-0.12128118438253066
TASOR,0.3684088913537529,-0.13054967130341005
C1orf210,0.3684088913537529,0.042495501546732616
UTP14A,0.36890174935403464,-0.10864592462797291
KLHL26,0.3690642720845171,-0.10874457440548468
DDR2,0.36907608233950273,-0.12427913373111779
PUS10,0.3692337822367515,0.10231243194999504
ZNF529,0.36974402476514234,-0.11545131398173483
PIPOX,0.36974402476514234,0.12198082703839302
KCNMA1,0.36974437319671316,0.08617837132574879
CYB5R2,0.36974437319671316,0.17364928962945556
INHBB,0.36974437319671316,0.11529013827181284
SOX11,0.36974437319671316,0.07504963262922663
RIPK1,0.36974437319671316,0.06341311626927354
ELAPOR2,0.36974437319671316,-0.05008536547164059
GALNT13,0.36974437319671316,-0.0952331287319986
TXNL4A,0.36974437319671316,-0.13695765050147907
CASC2,0.37038711549047554,0.09026731651143077
WNK1,0.37108285960398957,-0.041218609772478154
KRT14,0.37108285960398957,0.09605360641448243
MAP7D3,0.37108285960398957,0.10446230537011039
GLRA3,0.37108285960398957,0.1249718096460091
PRB3,0.37108285960398957,0.26023145640883916
TP53INP2,0.37114974044275273,-0.09760254809752959
NQO2,0.37141503651558805,0.10741022703325472
OSBPL7,0.3714676436095744,-0.10108434828574261
JUN,0.37175305493138977,-0.0680542899306316
ETFBKMT,0.371789770693546,-0.1024540572594071
ZNF524,0.3723928451817552,-0.09455755699000754
DDX28,0.3724240008728422,-0.06754817705673984
TENT2,0.3724241748936392,0.03246783239695797
ADAM21,0.3724241748936392,0.11627118285523613
KCNJ3,0.37242434891429665,-0.2349142030112285
ABAT,0.37242434891429665,-0.1417740629105061
GPR161,0.37242434891429665,-0.13437873264149547
WDR3,0.37242434891429665,-0.08684028557216879
SAP30BP,0.37242434891429665,-0.060318755990106124
CDCA3,0.37242434891429665,-0.05662699530610232
SLC9A7,0.37242434891429665,0.0625174823536655
RBBP9,0.37242434891429665,0.10084965027852566
CCDC9,0.37242434891429665,0.16394249885836631
GPR50,0.37242434891429665,0.1648665722952273
PDK3,0.37253147455085744,0.09479876660475431
PASK,0.37276270269621037,-0.09460338197859254
CILK1,0.373071397572764,0.10808652135789429
TP53TG5,0.3730958711866801,0.10466831592950004
GGH,0.3730960451572086,-0.08582055891745216
CCNB2,0.3730960451572086,0.2422062270294102
ARHGEF37,0.37313991767199106,-0.09520870738528253
BRIX1,0.3731466236851102,0.10303014744418265
KRT33B,0.37358251121059094,-0.10626839641601417
TRIM8,0.3737686655053619,0.15243726360670656
ESRRB,0.3737688394248797,0.19895846727841643
IFNA2,0.3737688394248797,0.14924750019360916
SYVN1,0.3737688394248797,0.1488233896322226
CYP2A13,0.3737688394248797,0.1473379699830887
LIN9,0.3737688394248797,0.12454091996769226
GPR12,0.3737688394248797,0.11587503711161416
TARS3,0.3737688394248797,0.0935018189630504
OS9,0.3737688394248797,-0.029336938084654533
ICA1L,0.3737688394248797,-0.09975303874011279
PLEKHA6,0.3737688394248797,-0.10618113170744106
HMGB1,0.3737688394248797,-0.11002300051664915
TRIR,0.3737688394248797,-0.14329440991964074
CNOT3,0.37444203571876555,-0.16552045233209797
PRRT1,0.37511632939145356,0.2567207839404041
TBXAS1,0.37511632939145356,0.19817756820714422
HLA-DOB,0.37511632939145356,0.1856156795332626
SEMA3A,0.37511632939145356,0.1265292922605424
KLK13,0.37511632939145356,0.05316234169691619
NOXRED1,0.37511632939145356,0.04343690086922938
HUS1,0.37511632939145356,0.03305891085865743
C18orf54,0.37511632939145356,-0.1557140209101882
C1GALT1C1,0.37511632939145356,0.014144197267796838
NDUFB5,0.37511632939145356,-0.02207911339600946
TRIM2,0.37511632939145356,-0.14286536081366386
SLC5A4,0.37511632939145356,-0.15125053746219683
TMEM167B,0.37511632939145356,-0.24329914867681796
CRYGN,0.37511632939145356,0.022606096599814024
RASSF8,0.37646664331814195,-0.07133731488667593
GPR21,0.37646681702814255,0.19167577201154132
CDC42BPG,0.37646681702814255,0.17075133596989478
F7,0.37646681702814255,0.08089925595701586
MORC4,0.37646681702814255,0.06972392969574638
MPHOSPH10,0.37646681702814255,-0.11691233016976216
NDUFS1,0.37646681702814255,-0.14811794974407708
MCF2L2,0.37646681702814255,-0.0835619034577914
PSMD1,0.3768751048602038,-0.09245690006017529
HLF,0.3771426634345535,-0.02365179092641751
ADRB3,0.3778203005074223,0.18874387259056785
FBXL13,0.3778203005074223,0.17331161917862156
ATL3,0.3778203005074223,0.09619564597745639
VPS16,0.3778203005074223,0.0733540658961451
MTIF3,0.3778203005074223,0.06685821210060232
FSD1,0.3778203005074223,0.032905668035334
ABRAXAS1,0.3778203005074223,0.058990307156163525
FEZ1,0.3778203005074223,-0.040767284668365954
TMCO4,0.3778203005074223,-0.057908498656531
RALGAPA1,0.3778203005074223,-0.07043167863445501
AHNAK2,0.3778203005074223,-0.09191236886676676
PLA2G12B,0.3778203005074223,-0.13784345681807847
ZBTB7A,0.3778203005074223,-0.0058365370935080235
KLK6,0.3782549752703509,-0.11004924970786327
SSX1,0.3784978180123567,-0.11512108806452742
PPP1R12B,0.37866364877747116,0.09186857128611907
MIF,0.3787786081565534,-0.08702261757078504
CXCL6,0.3791767779600611,0.2676188729966678
SOX21,0.3791767779600611,0.19816909744619496
ANKLE1,0.3791767779600611,0.11722922850748756
MTHFD1,0.3791767779600611,-0.06539616491418082
FBXO3,0.3791767779600611,-0.05636557593816835
TBC1D16,0.3791767779600611,-0.08590833185518701
MAST1,0.3791767779600611,0.11295635025135276
PDC,0.3793318158762192,-0.10457050582314986
DEFB127,0.38000835921151876,-0.11107433219986373
MED8,0.38005828127359165,-0.1008840541667227
RRAGC,0.38038798079589153,0.10361849900949144
SLC4A2,0.38053607409748313,-0.20831638762764776
IL23A,0.38053624747506265,0.31963965545053497
TREM2,0.38053624747506265,0.062123944109854196
HABP2,0.38053624747506265,0.0643832439421083
CNN1,0.38053624747506265,-0.10656319863839361
DRG2,0.38053624747506265,0.057512232004372374
RABL3,0.38053624747506265,-0.13973724363086518
LOC554206,0.38065762158258,-0.10542729546531375
HPN,0.38121693032727566,0.040681444819901186
TRPC3,0.38121693032727566,0.07414258382462062
RERGL,0.38189870709960994,0.18882285146945743
TRIM21,0.38189870709960994,0.18118013873925037
SLC25A47,0.38189870709960994,0.11340624685162203
LCN8,0.38189870709960994,0.1102733709281813
WAC,0.38189870709960994,0.08526426083620317
PLAAT3,0.38189870709960994,0.02327879682127898
FKBP5,0.38189870709960994,-0.012299034520366757
ERN1,0.38189870709960994,-0.038614927131400634
IQCG,0.38189870709960994,-0.058873582024953616
CYLD,0.38189870709960994,-0.11177538785406899
CCDC190,0.38189870709960994,-0.33757787022808056
SMIM11,0.38206812348211205,0.09681025627843057
DPYSL4,0.3827151682193808,-0.103105575646366
PAWR,0.3832638085512099,0.11346366119198512
SLC26A10P,0.38326415483901044,0.16642390722012854
ADAMTSL3,0.38326415483901044,0.11392595530876103
SFTPB,0.38326415483901044,0.020717223408081412
CBLL2,0.38326415483901044,0.12183435712643757
ERH,0.38326415483901044,-0.11489791540081888
NAXE,0.38326415483901044,-0.169052533187415
FRMD4B,0.38326415483901044,-0.09488517492180859
CYP17A1,0.3839478255331037,0.2750771468585954
ELMOD3,0.3844224296243083,-0.10836130416173718
CEP295,0.3846324156333365,-0.044245451539771066
PACS1,0.3846325886566415,0.16544030375639424
MX2,0.3846325886566415,0.13954520072867604
HK1,0.3846325886566415,0.1343909263673944
NME9,0.3846325886566415,0.09203370126238082
CNTRL,0.3846325886566415,0.0187782649668952
SV2A,0.3846325886566415,0.10584610180347884
EPB41L2,0.3846325886566415,-0.055011630837039485
INTS4,0.3846325886566415,-0.057138175175444186
RPRD1A,0.3846325886566415,-0.11356769195380012
DPEP1,0.3846325886566415,-0.32870765827196513
MUTYH,0.3846325886566415,0.006309053076353391
TMEM63B,0.38519280624463925,-0.09460665125629966
PROC,0.3852702307828887,-0.09944288752144698
CHPF,0.38531775173474136,-0.11264530354839417
HNF1B,0.3858042892227693,-0.10407607871523908
BDNF,0.3859007024605017,0.08617095751332016
ROBO2,0.385960318235551,-0.10467002336343598
METTL5,0.3860038335735533,0.06526196102319728
NXPH3,0.386004006473896,0.12062124837568942
ATF7IP2,0.386004006473896,0.16398296080105051
CETN1,0.386004006473896,0.19511546800463814
SIRPA,0.386004006473896,0.10897533000289865
UBXN11,0.386004006473896,0.14302139520457363
HMGN5,0.386004006473896,-0.12300448384742088
