gene,mean,count,downregulated
SRGAP2,1.6330754511662438e-07,3,0
LYSET,1.6365809830711449e-07,3,3
TNFSF9,1.6390338799367863e-07,3,0
NOMO1,1.6420130561205875e-07,3,0
NOMO2,1.6420130561205875e-07,3,0
NAALADL2,1.6434711138909738e-07,3,3
C14orf28,1.6759320278597236e-07,3,3
NT5DC2,1.6779964729401437e-07,3,0
HSH2D,1.681306082049557e-07,3,0
RAB34,1.6813257515182622e-07,3,0
ATM,1.684849556034953e-07,3,0
AKR1B10,1.6942249143532057e-07,3,3
FAM95A,1.7235874405354983e-07,3,3
HOXA4,1.7257282424322375e-07,3,3
SERPINB9,1.7264341432370472e-07,3,0
MEI1,1.7302316652713398e-07,3,0
CD80,1.733362661003342e-07,3,0
CDC6,1.7406484831665564e-07,3,0
THBS2,1.743669158159694e-07,3,0
IFT140,1.7561439504861737e-07,3,0
R3HDM4,1.760550761059943e-07,3,0
ATP10D,1.7767711019143994e-07,3,0
HECW2,1.7769334840736148e-07,3,0
SNX10,1.7821136920602596e-07,3,0
SEC61B,1.7844870490517477e-07,3,0
CEP128,1.7907008102627187e-07,3,0
FBXW4,1.791824565315086e-07,3,3
RASSF1,1.7989036096984792e-07,3,0
SLC16A2,1.8245442593203186e-07,3,0
MT1X,1.8444801989099713e-07,3,3
LAMP3,1.8546850651007084e-07,3,0
ZNF174,1.8566389642776652e-07,3,3
MITF,1.857943102620366e-07,3,0
BTBD1,1.8650488424499045e-07,3,3
PSMB8,1.8691050551972666e-07,3,0
TRAPPC6A,1.8703161926896078e-07,3,3
NAP1L1,1.8713686700202026e-07,3,0
CMTM6,1.8848134861320534e-07,3,0
MTDH,1.8875409739414635e-07,3,0
SNX24,1.888610497063695e-07,3,3
CADM1,1.8890145858210907e-07,3,0
FMNL1,1.9135562852794956e-07,3,0
VNN1,1.9167532199533531e-07,3,0
GOLT1A,1.9182861695838398e-07,3,3
ALCAM,1.9202311172408506e-07,3,0
COL14A1,1.9211868288402268e-07,3,0
STOM,1.922614335711304e-07,3,0
PGAM1,1.924155479325042e-07,3,0
GLUL,1.9265101793109785e-07,3,0
NR2F6,1.9285621640416482e-07,3,3
ADHFE1,1.9356609953295034e-07,3,3
GJC1,1.9659246150589701e-07,3,0
DMBT1,1.966627294219891e-07,3,0
FAM117B,1.9694455256071266e-07,3,3
PRADC1,1.9715933546059904e-07,3,3
OSBPL10,1.9830644177052868e-07,3,0
ADGRG3,1.9883013682005291e-07,3,0
CTLA4,1.9893930538973214e-07,3,0
FEZ2,2.0063739970831287e-07,3,3
ATF1,2.0091395271566262e-07,3,3
ZNF681,2.0241403773472975e-07,3,3
HOOK1,2.0253197931447361e-07,3,3
ANKRD40CL,2.0351155552408555e-07,3,3
GNA14,2.0383905368863486e-07,3,0
CLSTN3,2.0630127673912e-07,3,0
STS,2.066546766660928e-07,3,0
NFKB2,2.084485595719424e-07,3,0
AUTS2,2.0899435312393258e-07,3,3
IST1,2.0902822811215194e-07,3,3
BDH1,2.0980779872190027e-07,3,3
AIFM1,2.1009414463229365e-07,3,3
IMMT,2.1168037232456317e-07,3,3
EDN1,2.1208958034046548e-07,3,3
TNFSF12,2.1220526828830405e-07,3,0
BCL2L13,2.1282878698353072e-07,3,3
UGT1A1,2.1340760381209325e-07,3,3
UGT1A10,2.1340760381209325e-07,3,3
UGT1A4,2.1340760381209325e-07,3,3
UGT1A9,2.134107998497435e-07,3,3
UGT1A8,2.1341589164595348e-07,3,3
UGT1A3,2.1343415462968488e-07,3,3
UGT1A5,2.1343415462968488e-07,3,3
UGT1A7,2.1343653444818635e-07,3,3
PYCR1,2.1370520199065147e-07,3,0
IL13RA2,2.1492537894049495e-07,3,0
ZFAND2B,2.1494484657010825e-07,3,3
ITGB2,2.1537164583528477e-07,3,0
MPV17L,2.154023501244138e-07,3,3
MAGED2,2.1655530856231622e-07,3,0
IL17RB,2.1786272807613142e-07,3,3
USH1C,2.1838518413670414e-07,3,3
USP14,2.1952879509881534e-07,3,0
SLC66A1LP,2.2266321598725147e-07,3,0
GALM,2.2401524229939228e-07,3,3
TUBB,2.2418980085036908e-07,3,0
COPB2,2.2466851645188345e-07,3,0
IER2,2.2549151006060535e-07,3,0
FUT11,2.2754076194676342e-07,3,0
POLR3H,2.2914842296165742e-07,3,0
NEDD4L,2.3014334463048686e-07,3,3
PRRC2C,2.3057280081755488e-07,3,0
SEMG1,2.317969374779606e-07,3,0
GPR137B,2.3263884957823657e-07,3,0
CPEB4,2.327146480710457e-07,3,0
CDKL5,2.3310309071021556e-07,3,0
ADAMTS4,2.3384399563659568e-07,3,0
LNX2,2.359412031665975e-07,3,3
TSHZ3,2.365515025229493e-07,3,0
CLEC2B,2.3770704546493054e-07,3,0
PCSK1,2.385647251245323e-07,3,0
USP8,2.3886945339675367e-07,3,3
CREB5,2.392405732971253e-07,3,0
MSC,2.3984634316739424e-07,3,0
ZNF43,2.4170759209891874e-07,3,3
SEMA6D,2.428038345815241e-07,3,3
BTG2,2.4473380329891287e-07,3,0
PACC1,2.4576562209670206e-07,3,0
TEK,2.4657339755744774e-07,3,0
SLC51A,2.4681476821419177e-07,3,3
CCL3L1,2.4685516191668923e-07,3,0
CCL3L3,2.4685516191668923e-07,3,0
NAMPT,2.469738032945425e-07,3,0
MARVELD2,2.4881590551066033e-07,3,3
USP45,2.501218485960112e-07,3,3
GLYR1,2.505247056545113e-07,3,2
ITGA6,2.505734860808239e-07,3,0
BLOC1S1,2.50857870386904e-07,3,3
GMFG,2.5095878855920307e-07,3,0
TOM1L1,2.511955509482368e-07,3,3
IL18R1,2.539709912428136e-07,3,0
CYBA,2.543748348084458e-07,3,0
ENPP3,2.5589485452211246e-07,3,3
CAMK2D,2.559602007225619e-07,3,3
ZNF729,2.5704891032555315e-07,3,3
ABHD15,2.5710929249088273e-07,3,3
CYP2R1,2.5889258879970406e-07,3,3
ZNF813,2.6085973791767594e-07,3,3
VASN,2.6120962553097977e-07,3,0
ZNF768,2.61411739895921e-07,3,3
TIE1,2.617463253476356e-07,3,0
FAM95B1,2.6209575081174734e-07,3,3
IRF1,2.6347934161559037e-07,3,0
TUBA1A,2.634894072006537e-07,3,0
IQCK,2.640453585930558e-07,3,0
ROPN1L,2.641992748242806e-07,3,0
COX4I1,2.6470510313854676e-07,3,3
PPP4R3B,2.6499793719915914e-07,3,3
CDC42SE1,2.6594002616708995e-07,3,0
GLUD2,2.6698317225615043e-07,3,3
IGHA2,2.675147017687894e-07,3,0
RAMP2,2.677705124299576e-07,3,0
PDK3,2.6810556769255446e-07,3,3
PTPRR,2.6837686979369533e-07,3,3
RPN1,2.686842944836016e-07,3,0
LMAN1,2.692434389706131e-07,3,0
PGM3,2.698811746277254e-07,3,0
GDPD2,2.7063175134413343e-07,3,3
PLEKHB2,2.7111928380204465e-07,3,3
PITX2,2.761442229987973e-07,3,3
CTH,2.7737676533145207e-07,3,3
ESPN,2.7857298326758836e-07,3,3
HSD11B2,2.788872008850846e-07,3,3
FASTKD3,2.797230868779206e-07,3,3
MMEL1,2.8067232870264407e-07,3,3
GSK3A,2.8186959972433906e-07,3,3
SMARCA1,2.82601845328236e-07,3,0
GUCY1B1,2.830413203666144e-07,3,0
TBC1D2B,2.848485557098657e-07,3,0
MVB12B,2.8625072753721186e-07,3,3
RPL39L,2.8802699892803305e-07,3,0
GRAMD1A,2.8873396154697945e-07,3,0
ABCC6,2.8888175705399237e-07,3,3
PKDCC,2.8955915926685675e-07,3,3
GNG11,2.905010742753096e-07,3,0
MBNL3,2.910813751436033e-07,3,3
HOXB5,2.910885370553959e-07,3,3
GNAS,2.928291367323823e-07,3,0
IER3,2.9309785252483695e-07,3,0
KLF5,2.932456464143473e-07,3,3
TG,2.937674649121224e-07,3,0
MIF,2.9513570580716355e-07,3,0
FZD3,2.9632073007095997e-07,3,0
PHKA2,2.974012144781529e-07,3,3
ABR,2.9828084762084963e-07,3,3
ZNF521,3.0045099889461893e-07,3,0
KLHL5,3.0205908028361505e-07,3,0
DHRS12,3.022255539750685e-07,3,3
SHB,3.0280074059670334e-07,3,0
LAP3,3.0323684260912605e-07,3,0
TPK1,3.0402750651169997e-07,3,0
MYORG,3.042339261581145e-07,3,3
ANO2,3.0519271710548435e-07,3,0
PI4KB,3.056075367062278e-07,3,3
SH3BP5,3.0703953306336413e-07,3,0
LGALSL,3.0947373260899246e-07,3,3
CRTC3,3.09649070148501e-07,3,0
METAP1,3.1006757462645547e-07,3,3
SIK1,3.1083905325132304e-07,3,0
EEF2K,3.139797050120409e-07,3,3
STXBP3,3.152825262753497e-07,3,3
IL21R,3.170258383944935e-07,3,0
ALDH1A2,3.177372159733496e-07,3,0
PAQR8,3.2232004066512513e-07,3,3
SLC7A1,3.2237801198093254e-07,3,0
ACBD3,3.2267730048667165e-07,3,0
CSGALNACT2,3.232156913190108e-07,3,0
PTPN1,3.2363036667271806e-07,3,0
MTCH2,3.243518010500278e-07,3,3
VSTM2A,3.2449120668245174e-07,3,3
DIP2C-AS1,3.2482889392191816e-07,3,3
SCTR,3.255496827807639e-07,3,3
CHST15,3.274307853496919e-07,3,0
HELZ2,3.278085310554453e-07,3,0
SLC11A1,3.287273313760558e-07,3,0
SPR,3.2913803535804566e-07,3,3
ATP5PD,3.312576827370272e-07,3,3
TMEM268,3.3127656873525e-07,3,0
RAP2B,3.319531827900856e-07,3,0
NOTCH3,3.3199428576790644e-07,3,0
SLC22A4,3.344739060788862e-07,3,3
SLA,3.3479308993615387e-07,3,0
TTL,3.3535603624029893e-07,3,0
ZNF112,3.3535720010818386e-07,3,3
C1S,3.3635869847497946e-07,3,0
MB,3.3681443551359976e-07,3,3
KLHL6,3.388557401955965e-07,3,0
ATP1B3,3.4211142044113455e-07,3,3
ACAT1,3.4726508764114224e-07,3,3
PIGZ,3.474777430273232e-07,3,3
TPST2,3.4818393016386556e-07,3,0
ELL3,3.482849162344592e-07,3,3
PRRX1,3.486409614963431e-07,3,0
LRPPRC,3.525182861700391e-07,3,3
GLCCI1,3.551335412666991e-07,3,0
ANXA2R-OT1,3.5852994618964246e-07,3,0
SYF2,3.5856835531136733e-07,3,3
PPFIA3,3.6353407619523235e-07,3,3
ASS1,3.6373399143314693e-07,3,0
TRPV2,3.667302076096512e-07,3,0
FAM30A,3.6782580270250594e-07,3,0
FUCA1,3.682477146779465e-07,3,3
MUTYH,3.7166082976484123e-07,3,3
SORD,3.732807737932803e-07,3,0
ZC3H12B,3.7483298080661914e-07,3,3
TTLL4,3.753109883716807e-07,3,0
IGHD,3.7577362088900183e-07,3,0
EGR2,3.7714020736519864e-07,3,0
LCP2,3.785992556571078e-07,3,0
IQSEC1,3.806228705239991e-07,3,0
ZC3H14,3.8371701614366555e-07,3,3
TMC6,3.852896267375895e-07,3,0
CKAP4,3.852908015478272e-07,3,0
IFI35,3.853808091321461e-07,3,0
DHRS1,3.8627218242294076e-07,3,3
SH3YL1,3.877002229414075e-07,3,3
ZNF385D,3.879669944471439e-07,3,0
MORF4L2,3.908308542067307e-07,3,0
EPS8L1,3.918517581700015e-07,3,0
SYTL3,3.9503320855725244e-07,3,0
S100A3,3.973686341659236e-07,3,0
PDSS1,3.9759582611626344e-07,3,3
CISD3,3.977907577255567e-07,3,3
NMNAT1,3.9807670392273237e-07,3,3
RELT,3.999110803760734e-07,3,0
RGS1,4.000180672040282e-07,3,0
EGR1,4.003179012176831e-07,3,0
ADCY6,4.006443132104775e-07,3,3
FHIT,4.009494309907948e-07,3,3
IGK,4.0160771403717683e-07,3,0
IGKC,4.024361112473292e-07,3,0
FNDC4,4.0504747474465254e-07,3,0
MST1P2,4.110975003649912e-07,3,3
EFR3B,4.116289422321903e-07,3,3
TTC7B,4.1503002238231134e-07,3,0
ADAMTS6,4.179703534924667e-07,3,0
AQP7P1,4.208435878326788e-07,3,3
HYKK,4.2084513474102264e-07,3,3
TTYH3,4.2129501064001253e-07,3,0
COX6C,4.213399226827541e-07,3,3
KIAA2013,4.2227190901998815e-07,3,3
PDP2,4.2273824142185053e-07,3,3
ATXN7L3B,4.2303721061888923e-07,3,3
CHMP4B,4.2444881367297493e-07,3,3
GRHL3,4.266643962759515e-07,3,0
PKN1,4.282151807454339e-07,3,0
ARL4C,4.286566723501915e-07,3,0
EHD3,4.2904467029253673e-07,3,0
SLC24A3,4.298441935286543e-07,3,0
OSTC,4.300454770370473e-07,3,0
RMND1,4.3131279780021034e-07,3,3
IGH,4.3288558559465083e-07,3,0
TXNDC15,4.353987959276195e-07,3,0
NR4A1,4.3662863558058797e-07,3,0
IGHV4-31,4.373434659256087e-07,3,0
NAT2,4.378993649359478e-07,3,3
NEURL2,4.390971957307837e-07,3,3
CBLC,4.3917052511026646e-07,3,3
MRGPRF,4.413899779360305e-07,3,0
EIF4A1,4.41694048523226e-07,3,0
JAG1,4.4323219561244675e-07,3,0
C5AR1,4.476132650032847e-07,3,0
KLHL3,4.479088747806309e-07,3,0
FABP3,4.54404404515167e-07,3,3
CDK13,4.5486493850756533e-07,3,3
KAT8,4.5648401093032806e-07,3,3
PHF7,4.567317630305795e-07,3,3
GPR176,4.5882819323789815e-07,3,0
RIPOR1,4.590449832220022e-07,3,0
SERPINE1,4.5950014263738365e-07,3,0
AGRN,4.595419373743937e-07,3,0
PTP4A3,4.5973324825441686e-07,3,0
ZNF275,4.601676429197799e-07,3,0
UBE2Q1,4.6113934945181524e-07,3,3
NXN,4.6321953558865724e-07,3,0
ANLN,4.632997240722709e-07,3,0
FHL3,4.6446087445404345e-07,3,0
TGIF2,4.6558339977014037e-07,3,0
CDKL1,4.672830677081103e-07,3,3
TNFRSF9,4.6742847544868783e-07,3,0
LOC100996643,4.697614015413826e-07,3,0
LOC101928195,4.697614015413826e-07,3,0
TRIP13,4.720453766318094e-07,3,0
SMPDL3A,4.7275521789936843e-07,3,3
KIF1C,4.735005804811302e-07,3,3
HMGCL,4.748817955062743e-07,3,3
FOXO4,4.771273531526224e-07,3,3
CTSA,4.771274101844356e-07,3,3
TOX4,4.774466863352871e-07,3,3
COL18A1,4.78629240940834e-07,3,0
PMEL,4.795698215232819e-07,3,1
CYP27B1,4.828564687066799e-07,3,0
MTFR1L,4.856730212089883e-07,3,3
APOH,4.868428873255356e-07,3,3
CR1,4.871970667764885e-07,3,0
AQP7B,4.885714211370476e-07,3,3
RNF5P1,4.893296643807349e-07,3,3
NCK2,4.893296643837336e-07,3,3
ADAM15,4.893296655433318e-07,3,0
MATN2,4.893303509567574e-07,3,3
SAP30L,4.893560863349572e-07,3,3
MYZAP,4.893861247942578e-07,3,3
ECT2,4.894461225509992e-07,3,0
BTD,4.897759830859867e-07,3,3
SOD2,4.901297537176118e-07,3,0
MAX,4.910062842851518e-07,3,3
AHNAK2,4.911526450216297e-07,3,0
MORC4,4.943950178551361e-07,3,0
B2M,4.951815254825715e-07,3,0
FRAT2,4.959393078892832e-07,3,3
RBP2,4.971458947168559e-07,3,3
KLHL34,4.974637030088413e-07,3,3
CDH17,4.989005242621066e-07,3,3
CPZ,4.99159938603062e-07,3,0
EFCAB5,5.002305436910043e-07,3,3
GLT8D1,5.011198423369379e-07,3,0
NHSL3,5.017162249294601e-07,3,3
IL2RA,5.02479867926735e-07,3,0
ETFB,5.025166685505793e-07,3,3
LOC101928274,5.031845067906908e-07,3,3
RTEL1-TNFRSF6B,5.031845067906908e-07,3,0
LOC339166,5.031858652617228e-07,3,3
TKT,5.039778595714031e-07,3,0
MYO1A,5.042964243106475e-07,3,3
PDPK1,5.050728767930832e-07,3,3
APPL1,5.054967607210913e-07,3,3
STK10,5.072347016163101e-07,3,0
ENGASE,5.07284066352478e-07,3,3
CRLS1,5.096755110018485e-07,3,3
FPR2,5.112834280588095e-07,3,0
ZNF551,5.12948905216671e-07,3,3
TRIB1,5.188996090698032e-07,3,0
FURIN,5.195323033425595e-07,3,0
HMGN3,5.195842849690139e-07,3,0
MTERF1,5.217124186159018e-07,3,3
TRAM2,5.231579049965292e-07,3,0
PNRC2,5.268310640312755e-07,3,3
CCDC93,5.271872114594621e-07,3,3
GPR84,5.281887642537124e-07,3,0
IGHM,5.283747910359461e-07,3,0
SOX17,5.287122392453027e-07,3,0
IGHG1,5.296248081480656e-07,3,0
GABARAPL2,5.307616527304162e-07,3,3
IMMP2L,5.312301525924396e-07,3,3
ADCY7,5.320944912300987e-07,3,0
MT2A,5.324715994628736e-07,3,3
SDC3,5.337343104318008e-07,3,0
NIPAL3,5.354557773469037e-07,3,3
FAM171B,5.359162671372193e-07,3,0
AGT,5.398849792761413e-07,3,0
GRK5,5.430794658221903e-07,3,0
NECTIN3,5.454066481362377e-07,3,3
HDHD3,5.515973659085516e-07,3,3
EMP3,5.536651642158509e-07,3,0
SMG9,5.545603832717098e-07,3,0
COL6A1,5.556454798642524e-07,3,0
NR3C2,5.561415563673049e-07,3,3
KRT17,5.57863741135633e-07,3,0
SSR3,5.600531051795338e-07,3,0
TAF11,5.602952704020123e-07,3,3
LOX,5.60908854278399e-07,3,0
BCAT2,5.615825692189217e-07,3,3
LRRC8C,5.631890950779773e-07,3,0
TGFB3,5.652661467269259e-07,3,0
VEGFC,5.657019530762091e-07,3,0
FMNL3,5.660360189533979e-07,3,0
ECHS1,5.676416134741008e-07,3,3
GTF2E2,5.687888431709179e-07,3,0
DEPDC4,5.695560438216332e-07,3,3
SPATA2,5.704873403452523e-07,3,3
ARL2,5.787206313868928e-07,3,3
ARHGAP29,5.79557003629569e-07,3,0
SLC30A1,5.796542934088345e-07,3,3
SAA2-SAA4,5.796544815660242e-07,3,0
NEURL1B,5.804717899182943e-07,3,3
DECR1,5.83923142044069e-07,3,3
POR,5.841202327882155e-07,3,3
SLC52A3,5.84543785474545e-07,3,3
ANO5,5.848779201988305e-07,3,3
IFT81,5.85976858869323e-07,3,0
HOXA10,5.868917114469743e-07,3,3
ATP5PB,5.883916622072877e-07,3,3
LRRC31,5.885259625976548e-07,3,3
SERPINI1,5.921135329542544e-07,3,0
MIR6732,5.935405786039026e-07,3,0
ZBTB3,5.942903104444345e-07,3,3
MARCHF6,5.94748970466589e-07,3,3
SLC25A36,5.972699650861471e-07,3,3
NCF4,5.98103225089788e-07,3,0
GNL2,5.988989097476554e-07,3,0
FMNL2,5.99211292098556e-07,3,0
ZNF585B,6.007569911137901e-07,3,3
TSPAN4,6.020541948619559e-07,3,0
LILRB3,6.026783562137169e-07,3,0
IFI30,6.032779338613637e-07,3,0
CST7,6.033119418143142e-07,3,0
C3orf85,6.047765798878302e-07,3,3
ZNF256,6.055991063346332e-07,3,3
S100A13,6.08688421932037e-07,3,0
TRIM24,6.095711974279059e-07,3,3
PLEKHF1,6.10849454693286e-07,3,0
RAB3D,6.123992163818211e-07,3,0
ARFGAP3,6.148831550651576e-07,3,0
TEAD1,6.154577425795808e-07,3,0
SLCO3A1,6.15723716611615e-07,3,0
MMP2,6.173696198924087e-07,3,0
PSME3IP1,6.204474316351771e-07,3,3
GPA33,6.228621127945115e-07,3,3
RASGRF2,6.258904153380635e-07,3,0
PRLR,6.259737385367065e-07,3,3
ZNF492,6.269196182038591e-07,3,3
FAM47E-STBD1,6.279083198163185e-07,3,3
SRGAP2C,6.280544355126285e-07,3,0
COL7A1,6.282856585104402e-07,3,0
OPLAH,6.297702715175391e-07,3,3
DUSP22,6.358650072253919e-07,3,0
UGDH,6.378342177858739e-07,3,3
HNF4G,6.412161724076664e-07,3,3
ECM1,6.432631117700228e-07,3,0
ZHX3,6.438189570476539e-07,3,3
ERO1B,6.439176837514243e-07,3,0
GZMH,6.439489805057525e-07,3,0
TBC1D12,6.443356280873059e-07,3,3
SELL,6.446558967655631e-07,3,0
NCF2,6.448481004326801e-07,3,0
SPARCL1,6.448535472764673e-07,3,0
SAMSN1,6.481063557284018e-07,3,0
RNF14,6.489236310497976e-07,3,3
ST7,6.51213018795767e-07,3,0
MCFD2,6.514175201614298e-07,3,0
TNFRSF4,6.52540396435242e-07,3,0
NIBAN1,6.527830898710963e-07,3,0
SCN9A,6.545049717013429e-07,3,3
C14orf93,6.555267241429536e-07,3,3
COX6A1,6.619695011763051e-07,3,3
MYO1F,6.622291650837645e-07,3,0
TMC4,6.651272214615206e-07,3,3
GGCX,6.668762892428169e-07,3,0
SLC25A11,6.671752769108415e-07,3,3
TRPM7,6.684868405508802e-07,3,3
GSTA5,6.727225333993826e-07,3,3
SFMBT2,6.77498804978217e-07,3,0
MPLKIP,6.784639360133334e-07,3,3
KCNE2,6.875503115904433e-07,3,3
IGHA1,6.962302354801188e-07,3,0
FRY,6.980357372143991e-07,3,0
ADAM12,6.989862355933582e-07,3,0
PPM1K,7.028491527355153e-07,3,0
DPY19L3,7.034387277563224e-07,3,0
MTIF2,7.054081019339006e-07,3,3
ATRN,7.097508732542754e-07,3,3
ST3GAL2,7.11355952784754e-07,3,0
MEDAG,7.204057971835925e-07,3,0
NT5DC1,7.257316972615666e-07,3,3
IDH3A,7.289967129423595e-07,3,3
BTBD9,7.290897991182898e-07,3,3
CA3,7.344604050558399e-07,3,3
TRAPPC8,7.349924470260798e-07,3,3
ZZEF1,7.379158534744635e-07,3,3
ENPP2,7.429566772059804e-07,3,0
MCL1,7.434813818869676e-07,3,0
PNPO,7.476563954669149e-07,3,3
LRRC75B,7.515869326046135e-07,3,3
MUC5B,7.55655136288905e-07,3,0
C1QTNF1,7.585752747024624e-07,3,0
NLRP1,7.609629748896712e-07,3,0
TPD52L2,7.637164168735093e-07,3,0
REXO2,7.728815542367694e-07,3,0
WWC2,7.747679405263478e-07,3,0
TMEM125,7.84772111270001e-07,3,3
GPAM,8.229120649694202e-07,3,3
TMEM141,8.422797506257423e-07,3,3
CERCAM,8.437261304499241e-07,3,0
PTPN3,8.510120352973913e-07,3,3
ZG16,8.52970684687107e-07,3,3
DEFB4B,8.655699179685142e-07,3,0
GIMAP7,8.714525981119509e-07,3,0
C11orf96,8.722816232458582e-07,3,0
AFAP1L1,8.755645627353103e-07,3,0
USP21,8.878422265198294e-07,3,3
CCNG1,8.956423048379491e-07,3,3
POGLUT2,9.005730688406253e-07,3,0
MCOLN3,9.05598299725824e-07,3,3
REPIN1,9.11122379477716e-07,3,3
ELMO1,9.400812281145105e-07,3,0
DNMT1,9.426963061460711e-07,3,0
BCL6B,9.476079539479473e-07,3,0
RELA,9.505257769882654e-07,3,0
NAGS,9.520117298034498e-07,3,3
LAMC2,9.676640219784263e-07,3,0
ETFA,9.696475491884718e-07,3,3
RPIA,1.0272090376224463e-06,3,3
CCDC17,1.0797745752085776e-06,3,3
CD47,1.0856177743094535e-06,3,0
SURF4,1.1004058447340988e-06,3,0
KCNA3,1.1087824249409196e-06,3,0
SCRN1,1.1293457666726678e-06,3,0
FOS,1.138664199550664e-06,3,0
ASPA,1.1496120370915798e-06,3,3
ADAMTS5,1.1719477219139326e-06,3,0
CMTR2,1.2293958053108922e-06,3,3
BEST4,1.3865126094699854e-06,3,3
CYC1,1.3881376918620059e-06,3,3
SPATA25,4.122386326647432e-20,2,2
ERCC6,4.6661860553953504e-20,2,2
PGBD3,4.6661860553953504e-20,2,2
RPS6KA6,3.0274080736214497e-19,2,2
CREB3L2,1.873222178199628e-18,2,0
CNTF,2.046548561010271e-18,2,2
ZFP91-CNTF,2.046548561010271e-18,2,2
MT1P3,5.559824932585078e-18,2,2
PSMB8-AS1,7.168246199051264e-18,2,0
TUBA8,1.0078307601842829e-17,2,2
XNDC1N,1.5871664645152066e-17,2,2
RSBN1,4.92871863221947e-17,2,2
HOXA6,7.359806766133574e-17,2,2
DCAF8,7.683272666320446e-17,2,2
EPHX1,1.0142825255943115e-16,2,2
POU2AF2,1.5322851586033698e-16,2,2
TLCD4-RWDD3,2.720270212415057e-16,2,2
LRIG2,2.933916442113189e-16,2,2
TMEM214,1.4554055060126285e-15,2,0
ZNF577,3.2366693038522e-15,2,2
ACACB,5.413994970450919e-15,2,2
MIER1,7.639545701495703e-15,2,2
RNPC3,1.133136027287358e-14,2,2
PIK3R1,1.4041504584291794e-14,2,2
MT1DP,1.4168065334897016e-14,2,2
ZNF429,1.9515210908080563e-14,2,2
ZNF808,2.590363294912471e-14,2,2
LPGAT1,2.7808124913307273e-14,2,0
RNF125,3.5704167762378355e-14,2,2
UCKL1,4.543521446491655e-14,2,2
RRM2,6.251114260494075e-14,2,0
TMEM258,9.030574018912166e-14,2,0
ZNF688,1.5581604185861745e-13,2,2
RAB3A,1.590584166023565e-13,2,2
RCOR3,1.8511031839811602e-13,2,2
ZNF480,2.073816345785187e-13,2,2
KCTD13,2.253321232847683e-13,2,2
ZNF664-RFLNA,2.2865457747931895e-13,2,2
ACAD10,2.426993014835297e-13,2,2
GTF2IRD2B,2.5009066182640677e-13,2,2
GTF2IRD2P1,2.5009066182640677e-13,2,2
DHRSX,2.569325448247762e-13,2,2
UBE2S,2.629899465664457e-13,2,0
BLOC1S1-RDH5,2.6440390453199565e-13,2,2
FBXL20,2.834481713499292e-13,2,2
STK3,2.9201972189219383e-13,2,0
ARPC1A,2.985274912816705e-13,2,0
SDF2L1,3.367689832099919e-13,2,0
NFYC,3.7408529005271666e-13,2,2
ARHGAP44,4.695112918616115e-13,2,2
ARL2-SNX15,4.801792931824451e-13,2,2
GGT7,5.964656590050023e-13,2,2
PUSL1,7.221037985255888e-13,2,0
TOE1,7.312161865459488e-13,2,2
NIT1,7.882289914679654e-13,2,2
KLHL23,7.890940967909609e-13,2,2
PHOSPHO2-KLHL23,7.890940967909609e-13,2,2
MROH7-TTC4,8.01349865700427e-13,2,2
SLC16A1,8.183904420399643e-13,2,2
TCP11L1,8.532382101758598e-13,2,2
CIAO2A,8.752340509179293e-13,2,2
IRF9,9.027499448470925e-13,2,0
TPTEP2-CSNK1E,9.14879494713254e-13,2,0
AQP7P5,1.0297517814246694e-12,2,2
LOC102724507,1.0297517814246694e-12,2,2
TRABD,1.0596163230722422e-12,2,0
CEP135,1.09876297520609e-12,2,0
PMP22,1.3133119988139384e-12,2,0
ZNF593,1.4834276022924641e-12,2,0
FAM47E,1.4957024149999033e-12,2,2
FN3K,1.5199050886815115e-12,2,2
SESTD1,1.5436293060161708e-12,2,0
SCAP,1.6108683934752947e-12,2,2
ARPIN-AP3S2,1.6911489375681585e-12,2,2
TOMM20L,1.7036391270390952e-12,2,2
FEM1B,1.7963743659440768e-12,2,2
PAX6-AS1,2.189672998441781e-12,2,0
ATP6V1G1,2.5262826356106645e-12,2,0
SHPK,2.5807211026424755e-12,2,2
MYOM1,2.648646786415469e-12,2,2
PRKN,2.770948505860285e-12,2,2
MIF-AS1,2.9459770452722103e-12,2,0
RERE,3.051160277735318e-12,2,2
GLG1,3.067617554540095e-12,2,0
MT1A,3.131848175431827e-12,2,2
TRIM3,3.340092470935652e-12,2,2
NEU1,3.3509771596713274e-12,2,2
ZNF585A,4.437336418049488e-12,2,2
BICRAL,4.505975587591434e-12,2,2
LRRC28,4.521901100371965e-12,2,2
HSD17B13,4.662162578099377e-12,2,2
HMSD,4.850400735636492e-12,2,0
MT1L,5.2787951418041e-12,2,2
APOBEC3B,5.518410150303488e-12,2,2
ZNF610,5.539540245572427e-12,2,2
ZNF600,6.4828657426515696e-12,2,2
ZNF596,6.49378279427873e-12,2,2
MT1IP,6.8770040649179024e-12,2,2
NAA60,7.927048312205878e-12,2,2
CDHR3,7.966727346388842e-12,2,2
MT1JP,8.759990188152672e-12,2,2
ITFG2,9.395154205115277e-12,2,2
MIR6758,9.900127747239377e-12,2,0
DAGLA,1.2204658677104043e-11,2,2
ADGRE5,1.2345663472445766e-11,2,0
DNAH1,1.2842792335496414e-11,2,2
SCYL3,1.2976432569105789e-11,2,2
ZNF181,1.502412256138781e-11,2,2
TEN1,1.502993049682017e-11,2,2
CLDN2,1.518377181101569e-11,2,0
