gene,mean,count,downregulated
NIT2,1.3978644810471904e-07,1,1
PCSK6,1.3978644810471904e-07,1,1
SPDYA,1.3978644810471904e-07,1,1
UBE2K,1.3978644810471904e-07,1,1
H3-3B,1.3988777198637172e-07,1,0
CCT2,1.4094235837019214e-07,1,0
KLHL12,1.4110648350105704e-07,1,1
FADS3,1.4168223870364274e-07,1,0
SEZ6L,1.4168223870364274e-07,1,1
ITLN2,1.424862197816664e-07,1,0
ZNF148,1.4264009555238747e-07,1,1
CIAO3,1.427735350711223e-07,1,1
CA8,1.4288920784666405e-07,1,0
XXYLT1,1.4292625825748e-07,1,1
CCR2,1.4340126732621612e-07,1,0
CD320,1.4340126732621612e-07,1,0
GK5,1.4340126732621612e-07,1,1
MIR32,1.4340126732621612e-07,1,1
P2RX7,1.4340126732621612e-07,1,0
RN7SL1,1.4340126732621612e-07,1,0
RN7SL2,1.4340126732621612e-07,1,0
HOXA1,1.4403608869923735e-07,1,1
KRT8P26,1.4446481822194195e-07,1,1
SH3BGR,1.4543847269043217e-07,1,1
SLC25A1,1.4578419745746588e-07,1,1
NSD1,1.464666368146757e-07,1,0
CDK2,1.4769782358767156e-07,1,0
AGXT,1.4779060187449914e-07,1,1
HS6ST2,1.4779060187449914e-07,1,0
LGR4,1.4779060187449914e-07,1,1
PKHD1,1.4792373465005616e-07,1,1
VWA5B2,1.4898601491236908e-07,1,0
BHLHE23,1.497212965609425e-07,1,0
UTS2R,1.497212965609425e-07,1,0
IL17A,1.5035877502937228e-07,1,0
MAP1B,1.5035877502937228e-07,1,0
NRSN2,1.5035877502937228e-07,1,0
POLD2,1.5035877502937228e-07,1,0
RNF144B,1.5035877502937228e-07,1,0
UGT2B11,1.5035877502937228e-07,1,1
ATP8B1,1.505628969358444e-07,1,1
COX18,1.505628969358444e-07,1,1
MTA3,1.505628969358444e-07,1,1
SEC14L2,1.505628969358444e-07,1,0
N4BP3,1.5080560953098216e-07,1,0
ANXA2P3,1.5211796477153816e-07,1,0
SLC7A6OS,1.5244535194403732e-07,1,1
VPS36,1.5284202085494376e-07,1,1
CD52,1.5376354429725649e-07,1,0
CSF3,1.5384056931346691e-07,1,0
SHISA4,1.5384056931346691e-07,1,0
C10orf71,1.5415330587757022e-07,1,1
GABRB2,1.5415330587757022e-07,1,1
PRNP,1.5625236591609214e-07,1,0
ASIC5,1.5637247151588513e-07,1,1
RAB3GAP1,1.5675682431703316e-07,1,0
HAAO,1.576422265958082e-07,1,1
IL1RL1,1.576422265958082e-07,1,0
PGC,1.576422265958082e-07,1,0
TRPC4,1.576422265958082e-07,1,0
XPO1,1.576422265958082e-07,1,0
CD300LF,1.5807750234663417e-07,1,0
WDR46,1.5848365703930858e-07,1,1
HMGN3-AS1,1.5980504900076952e-07,1,1
ATRX,1.598475960575213e-07,1,0
SEL1L,1.607805416346429e-07,1,0
GOT2,1.6124419273457206e-07,1,1
NPBWR1,1.6124419273457206e-07,1,0
RAB1C,1.6214078466480641e-07,1,1
SLC38A9,1.6214078466480641e-07,1,1
VWA8,1.6214078466480641e-07,1,1
UPP1,1.6224057179926538e-07,1,0
EGFR,1.628267477554731e-07,1,1
FLNC,1.6421688318099908e-07,1,0
SNORC,1.644062475061692e-07,1,1
SLC38A11,1.6473441869803602e-07,1,1
DDX6,1.6506714993445902e-07,1,1
CCNE1,1.652663124044973e-07,1,0
PLEKHA8,1.652663124044973e-07,1,1
TMEM115,1.652663124044973e-07,1,1
ANAPC1,1.6527231096331264e-07,1,1
HPDL,1.6527231096331264e-07,1,1
MRPS22,1.6565411312078893e-07,1,1
PDCD2L,1.6569461433658972e-07,1,0
DNAAF9,1.6587700683349672e-07,1,0
MS4A1,1.6625847469995794e-07,1,0
LOC440311,1.6642317186007235e-07,1,1
DEFA6,1.676828912168202e-07,1,0
SNAPIN,1.6770098564124423e-07,1,1
HNRNPM,1.6781113047725588e-07,1,0
SPANXN2,1.6808312525155723e-07,1,1
TTTY13,1.6845543252509596e-07,1,1
RACGAP1P1,1.685081266822482e-07,1,0
RFX2,1.6913485507965438e-07,1,1
FBXL8,1.693976480147066e-07,1,0
CNOT1,1.6949324757333941e-07,1,1
PLEKHF2,1.7044861084849724e-07,1,1
RSAD1,1.71100817461918e-07,1,1
FAM111A,1.7237700886165725e-07,1,0
CCNA2,1.729641591585888e-07,1,0
DPP4,1.7324635689998175e-07,1,1
EIF3A,1.7324635689998175e-07,1,0
FHIP1B,1.7324635689998175e-07,1,1
FST,1.7324635689998175e-07,1,0
TMEM203,1.7324635689998175e-07,1,1
CEP78,1.735273364887493e-07,1,0
LARP1,1.7391593757867583e-07,1,0
C11orf97,1.7404466618448976e-07,1,1
FAM118B,1.745773934426224e-07,1,1
FAM120AOS,1.745773934426224e-07,1,1
NLK,1.745773934426224e-07,1,1
TSC22D1,1.746436233241902e-07,1,1
MIR6132,1.7485319394522916e-07,1,0
ST7-OT3,1.7485319394522916e-07,1,0
CXCR6,1.7487134214182265e-07,1,0
HOXA-AS3,1.7487134214182265e-07,1,1
MAPKAPK5-AS1,1.7487134214182265e-07,1,1
PLCG2,1.7487134214182265e-07,1,0
PRKD2,1.7672551156366344e-07,1,0
RBBP8,1.7874766155080509e-07,1,0
SIRT3,1.8145492533618494e-07,1,1
B4GALT4,1.8159834464638507e-07,1,1
CRACR2A,1.8159834464638507e-07,1,1
TMEFF1,1.8159834464638507e-07,1,0
EEF1E1-BLOC1S5,1.8164579796804607e-07,1,0
PIN4,1.822230343914779e-07,1,1
GGT6,1.823573021650455e-07,1,1
NDUFB2,1.823573021650455e-07,1,1
FBXW4P1,1.8247852065500738e-07,1,1
CDCA4,1.8259728844200979e-07,1,0
CHP1P2,1.8347087418804074e-07,1,1
RPL13P5,1.8397411375779015e-07,1,0
SAPCD2,1.8481920000148812e-07,1,1
PTGDR2,1.851751870127152e-07,1,1
TPM2,1.858944771893767e-07,1,0
AAMP,1.8691711897499174e-07,1,1
CHD8,1.87221024112915e-07,1,0
H1-5,1.873779254174461e-07,1,1
H2AC21,1.8747173094397004e-07,1,0
PIGW,1.8749696260587234e-07,1,0
CACUL1,1.8793392171889886e-07,1,1
SPAG7,1.87970950766728e-07,1,1
SIGLEC5,1.9015261458033483e-07,1,0
CAPRIN1,1.9033894739254454e-07,1,0
COL28A1,1.9033894739254454e-07,1,0
HDDC3,1.9033894739254454e-07,1,1
MIEF2,1.9033894739254454e-07,1,1
NRCAM,1.9033894739254454e-07,1,0
RRBP1,1.9033894739254454e-07,1,0
ZNF710,1.9076922367073463e-07,1,0
LOC441666,1.9094456038119652e-07,1,1
EPSTI1,1.9097463088683763e-07,1,0
LINC00173,1.9257108135182462e-07,1,0
UFM1,1.929770184622018e-07,1,0
KREMEN1,1.9372379529654723e-07,1,1
DACT1,1.9450184734602818e-07,1,0
CD53,1.9485398959527752e-07,1,0
NAGPA,1.962610758627477e-07,1,1
PSMD12,1.966680967658805e-07,1,0
CRTAM,1.981817364310759e-07,1,0
MGAT1,1.9826957404685728e-07,1,0
SHROOM2,1.9826957404685728e-07,1,1
A4GALT,1.9948555218489875e-07,1,0
FBP1,1.9948555218489875e-07,1,1
HLF,1.9948555218489875e-07,1,1
PIGV,1.9948555218489875e-07,1,1
RIOX2,1.9948555218489875e-07,1,0
ICMT-DT,1.9964063462327686e-07,1,1
ROR1,2.007878678437577e-07,1,0
CIMAP1B,2.022757388017801e-07,1,0
PPP1CB,2.022757388017801e-07,1,1
PPTC7,2.022757388017801e-07,1,1
TSPAN6,2.022757388017801e-07,1,1
ZNF321P,2.0417243283035597e-07,1,1
FOXC1,2.0425420974566996e-07,1,0
NPR1,2.0425420974566996e-07,1,0
PIERCE1,2.0508808693872157e-07,1,0
CDK5RAP2,2.0585256848636908e-07,1,0
AKT1,2.0618209836211516e-07,1,1
CARS2,2.0618209836211516e-07,1,1
LOC646197,2.0618209836211516e-07,1,1
NUF2,2.0737810885312816e-07,1,0
MX1,2.0821453557633064e-07,1,0
CALHM6,2.090562905659988e-07,1,0
FAM168A,2.090562905659988e-07,1,1
PTPRH,2.090562905659988e-07,1,1
SHC4,2.090562905659988e-07,1,0
SLED1,2.090562905659988e-07,1,0
ST18,2.090562905659988e-07,1,1
TMEM19,2.090562905659988e-07,1,1
WDFY3,2.090562905659988e-07,1,0
H2BC15,2.100433597622613e-07,1,0
PNO1,2.106579187950575e-07,1,0
CYTH1,2.1086855162695337e-07,1,0
ST8SIA5,2.1121962952420403e-07,1,1
ASXL1,2.155199683765797e-07,1,0
HAVCR1P1,2.155199683765797e-07,1,1
SLC5A1,2.155199683765797e-07,1,0
PIGU,2.1670510578575548e-07,1,1
FKBP4,2.1767265502033375e-07,1,1
CPVL,2.1798658476711836e-07,1,0
CFAP100,2.1861472604205046e-07,1,1
ABCC2,2.190700688977566e-07,1,1
AKTIP,2.190700688977566e-07,1,1
APOC1,2.190700688977566e-07,1,0
E2F6,2.190700688977566e-07,1,0
HLX,2.190700688977566e-07,1,0
NBPF4,2.190700688977566e-07,1,1
NBPF6,2.190700688977566e-07,1,1
PLEKHA7,2.190700688977566e-07,1,1
SHC3,2.190700688977566e-07,1,0
TMEM51-AS1,2.190700688977566e-07,1,1
YDJC,2.190700688977566e-07,1,1
MEN1,2.2056771625846805e-07,1,1
ZNF282,2.2187614818873864e-07,1,1
COA7,2.2309120841676587e-07,1,1
ABCB6,2.231867431181168e-07,1,0
MUC5AC,2.2436066844286715e-07,1,0
TRABD2B,2.2436066844286715e-07,1,0
LMNB2,2.2444506266421993e-07,1,0
PARP15,2.246655531943926e-07,1,0
METTL18,2.257938429255887e-07,1,1
HERC2,2.2664221234507903e-07,1,1
SYTL2,2.2718600059840075e-07,1,1
GBX1,2.2743675661417294e-07,1,1
ZRANB2,2.2933886940242261e-07,1,1
AKR1C4,2.2954659984985008e-07,1,1
FAM124A,2.2954659984985008e-07,1,0
S100A16,2.2954659984985008e-07,1,0
ANKRD13C,2.297563498331563e-07,1,1
VIPAS39,2.298302302676027e-07,1,1
UNG,2.3011608990086835e-07,1,1
KIF6,2.305547820543614e-07,1,1
BEST3,2.3153841166002147e-07,1,1
SART3,2.3416130215702676e-07,1,1
GPR39,2.3419920838062937e-07,1,1
SDHC,2.3419920838062937e-07,1,1
SUSD1,2.3419920838062937e-07,1,1
RUNX1-IT1,2.34216505942969e-07,1,0
SLC45A4,2.363508520166549e-07,1,0
STRADBP1,2.3711963953272272e-07,1,1
SMU1,2.3728366281414103e-07,1,1
BTG3,2.3955437097501716e-07,1,1
DNAH11,2.40286896484123e-07,1,1
CEP170P1,2.405064350950297e-07,1,0
ELF1,2.405064350950297e-07,1,1
MTMR10,2.405064350950297e-07,1,1
OR2A20P,2.405064350950297e-07,1,1
OR2A9P,2.405064350950297e-07,1,1
SLCO1B7,2.405064350950297e-07,1,0
TBRG1,2.405064350950297e-07,1,1
TMED2,2.405064350950297e-07,1,0
EIF3L,2.4101553917102256e-07,1,1
SNHG11,2.412728656620555e-07,1,1
SNORA71E,2.412728656620555e-07,1,1
GABRG1,2.441430961183859e-07,1,1
SPINK5,2.441430961183859e-07,1,0
KAT2B,2.4576828128940794e-07,1,0
CSPG4,2.4637329817446343e-07,1,0
MYL6B,2.4637329817446343e-07,1,0
PRRX2,2.4637329817446343e-07,1,0
TNFAIP1,2.4637329817446343e-07,1,0
CACNB1,2.4836398326136676e-07,1,1
ALDH3A2,2.487594151223782e-07,1,1
KIR2DL1,2.4985864410769976e-07,1,1
KIR2DL2,2.4985864410769976e-07,1,1
KIR2DL3,2.4985864410769976e-07,1,1
KIR3DL1,2.4985864410769976e-07,1,1
KIR3DL2,2.4985864410769976e-07,1,1
TIGD7,2.5063131679002686e-07,1,1
ZNF263,2.5063131679002686e-07,1,1
ARHGEF35-AS1,2.51970999254419e-07,1,1
JOSD1,2.51970999254419e-07,1,1
KLHL20,2.51970999254419e-07,1,1
LINC00189,2.51970999254419e-07,1,0
MAPK13,2.51970999254419e-07,1,1
OR2A1-AS1,2.51970999254419e-07,1,1
SLC34A3,2.51970999254419e-07,1,1
ZNF384,2.51970999254419e-07,1,1
NPC1,2.5333763995734367e-07,1,0
LINC00992,2.536597814997811e-07,1,1
H1-10,2.5821365589486294e-07,1,0
SBF2,2.586111334679633e-07,1,1
ARMC7,2.6013211615470425e-07,1,1
HEATR4,2.6355886055315323e-07,1,1
RHOG,2.6384366822972616e-07,1,0
CDHR2,2.639626251373674e-07,1,1
CHMP4C,2.639626251373674e-07,1,1
HOXC4,2.639626251373674e-07,1,1
HOXC6,2.639626251373674e-07,1,1
MYO9B,2.639626251373674e-07,1,0
SRSF8,2.639626251373674e-07,1,1
TMEM43,2.639626251373674e-07,1,0
WDR77,2.639626251373674e-07,1,0
HOXC13,2.64034018489155e-07,1,1
AMPD3,2.652297736141165e-07,1,0
GAREM2,2.652297736141165e-07,1,1
C8orf82,2.6755780801892995e-07,1,1
PRR29,2.686761911124596e-07,1,0
AP2M1,2.695785623643274e-07,1,1
DHH,2.695785623643274e-07,1,0
PRR36,2.695785623643274e-07,1,0
CYP2D6,2.704654381563482e-07,1,1
EXOC3L1,2.704654381563482e-07,1,0
PCBP2,2.704654381563482e-07,1,1
TMEM9,2.704654381563482e-07,1,0
RDH14,2.709648598799315e-07,1,1
PPP2R5A,2.7274129781511075e-07,1,1
BRIX1,2.746935557998478e-07,1,0
WBP11P1,2.7536867646502286e-07,1,1
TJP2,2.761963227679832e-07,1,1
ACAP2,2.764223504646879e-07,1,1
EBI3,2.764223504646879e-07,1,0
CALHM5,2.765045903217787e-07,1,0
GALNTL5,2.765045903217787e-07,1,1
JCHAIN,2.765045903217787e-07,1,0
LOC100129534,2.765045903217787e-07,1,1
RFTN2,2.765045903217787e-07,1,0
SNORD117,2.765045903217787e-07,1,1
THYN1,2.765045903217787e-07,1,1
TIFA,2.765045903217787e-07,1,0
TSPAN12,2.765045903217787e-07,1,1
TRAPPC6B,2.775510262664719e-07,1,0
PSMC2,2.7975354468542043e-07,1,0
LDLRAP1,2.8012217355445447e-07,1,1
TM9SF4,2.8178026404445295e-07,1,0
PLA2G1B,2.826440044014922e-07,1,1
ZNF222,2.8391615395216274e-07,1,0
NAA15,2.8624692585391734e-07,1,0
MYL10,2.88070432213555e-07,1,1
ABCC12,2.8962115512242917e-07,1,1
CSF2,2.8962115512242917e-07,1,0
KCNH6,2.8962115512242917e-07,1,1
NELL2,2.8962115512242917e-07,1,1
PRKD1,2.8962115512242917e-07,1,0
RGMB,2.8962115512242917e-07,1,1
TXNDC16,2.8989662654533486e-07,1,1
GSTZ1,2.900312484978059e-07,1,1
NCR3LG1,2.9009538583571095e-07,1,1
ADGB,2.9137950233386825e-07,1,1
ILDR1,2.9137950233386825e-07,1,1
NWD2,2.9137950233386825e-07,1,1
CHST12,2.914157117409229e-07,1,0
LRRC37A5P,2.9323116925468443e-07,1,1
ZNF177,2.9375671306874614e-07,1,1
ZNF559-ZNF177,2.9375671306874614e-07,1,1
LINC00115,2.9422618206532384e-07,1,1
NF1,2.955990743229692e-07,1,1
NF1P9,2.955990743229692e-07,1,1
PBK,2.965658231090035e-07,1,0
ACTN3,2.968254702207771e-07,1,0
FAM110D,2.968254702207771e-07,1,0
FLVCR1-DT,2.968254702207771e-07,1,1
SLC30A8,2.987195692743932e-07,1,1
SGO2,2.994722450714397e-07,1,0
VEZF1,2.999524063420403e-07,1,1
KRT80,3.0019182613611205e-07,1,0
CYB5RL,3.004251464206873e-07,1,1
HAPLN4,3.033376019962313e-07,1,1
HAVCR2,3.033376019962313e-07,1,0
MGAT5,3.033376019962313e-07,1,1
MIR155,3.033376019962313e-07,1,0
SEC63,3.033376019962313e-07,1,0
TMEM253,3.0355311671900536e-07,1,1
SEC31B,3.1021187131820903e-07,1,1
INO80,3.1028066970003693e-07,1,1
ARHGAP6,3.114381088322468e-07,1,0
CBLN3,3.1280500489595645e-07,1,0
KRTCAP3,3.1280500489595645e-07,1,1
PARP2,3.1280500489595645e-07,1,0
ANGPTL4,3.132755750299423e-07,1,0
CTSV,3.132755750299423e-07,1,1
LMO4,3.132755750299423e-07,1,0
MRPL15,3.132755750299423e-07,1,1
ZFP36,3.132755750299423e-07,1,0
RBM48,3.135239538432893e-07,1,1
AKAP3,3.149386989443368e-07,1,1
OIP5-AS1,3.1533217130895457e-07,1,1
ADAM32,3.1560470338304493e-07,1,1
DBT,3.1696317529538435e-07,1,1
TDRD5,3.1721059011764916e-07,1,1
DDI2,3.173022714687015e-07,1,1
RSC1A1,3.173022714687015e-07,1,1
BEST1,3.176802764350427e-07,1,0
CLCN5,3.176802764350427e-07,1,1
GGNBP2,3.176802764350427e-07,1,1
GTF2A1L,3.176802764350427e-07,1,0
LINC01341,3.176802764350427e-07,1,1
STON1-GTF2A1L,3.176802764350427e-07,1,0
ORC6,3.178437278402229e-07,1,0
RNF130,3.181336774832648e-07,1,0
CDCA5,3.2195927714889667e-07,1,0
SCG5,3.2246440856985925e-07,1,0
TRIM7,3.256580563128309e-07,1,0
PROM1,3.2590815248318614e-07,1,1
CCDC122,3.2659110160093275e-07,1,1
DHRS2,3.2711554200624873e-07,1,0
SH3GL2,3.289697137571382e-07,1,1
TDRP,3.2925056250075957e-07,1,0
OLFML3,3.300588547350784e-07,1,0
IFT172,3.303033146723322e-07,1,0
CA10,3.307192596604193e-07,1,1
TAF4B,3.309811598793554e-07,1,0
AKR1C3,3.3267662939821776e-07,1,1
BLOC1S6,3.3267662939821776e-07,1,0
ERCC4,3.3267662939821776e-07,1,0
GCNT4,3.3267662939821776e-07,1,1
GGTLC1,3.3267662939821776e-07,1,1
NLRC3,3.3393888578419434e-07,1,0
IGLV2-14,3.3509185336303887e-07,1,0
ZNF467,3.3509185336303887e-07,1,0
CRYM-AS1,3.367561999264535e-07,1,1
DNM2,3.367561999264535e-07,1,1
NANOG,3.379905859554249e-07,1,1
LOC729870,3.3958407696983747e-07,1,1
TMEM126B,3.4093411558995127e-07,1,1
NDC80,3.4118831721888997e-07,1,0
TBC1D10A,3.4325051996949664e-07,1,1
FRYL,3.432844812201356e-07,1,1
GET4,3.4356890755418894e-07,1,1
MGST3,3.4387617825609674e-07,1,1
JRKL,3.4443770566937543e-07,1,1
HMGN4,3.4613228442967675e-07,1,0
FUBP3,3.4662732951626285e-07,1,1
ZNF491,3.47995876371876e-07,1,1
AMFR,3.483552613387671e-07,1,1
CYB5A,3.483552613387671e-07,1,1
F2RL3,3.483552613387671e-07,1,0
ST6GALNAC2,3.483552613387671e-07,1,0
ULK4P1,3.483552613387671e-07,1,1
ULK4P2,3.483552613387671e-07,1,1
WIPF3,3.483552613387671e-07,1,1
C1orf50,3.5096803865563236e-07,1,1
MRPS9,3.509810201306789e-07,1,1
PIP5K1C,3.516114941197257e-07,1,0
WDR7,3.519671420400181e-07,1,1
MYOM2,3.529985139101863e-07,1,1
TAAR9,3.5379045900651555e-07,1,1
LINC02983,3.5494108630064375e-07,1,1
ACOT7,3.5613824053420285e-07,1,1
NES,3.571854716194053e-07,1,0
PHYHD1,3.571854716194053e-07,1,0
WNT2B,3.571854716194053e-07,1,0
LOC440570,3.583956756880693e-07,1,1
HARS1,3.5905074918565786e-07,1,0
NEUROG1,3.6016339212237894e-07,1,0
HLA-DRB4,3.619313490265915e-07,1,0
PTP4A1,3.619313490265915e-07,1,1
KCNJ12,3.6367398653102976e-07,1,1
TAF6L,3.6410343102210003e-07,1,1
BMPR1A,3.6474596787870654e-07,1,1
CD300E,3.6474596787870654e-07,1,0
DYNC1H1,3.6474596787870654e-07,1,0
LOC100506472,3.6474596787870654e-07,1,1
SCFD1,3.6474596787870654e-07,1,0
SELENOP,3.6474596787870654e-07,1,1
TAB1,3.6474596787870654e-07,1,1
TXLNB,3.6474596787870654e-07,1,0
DAND5,3.652484061940145e-07,1,1
LINC00964,3.653481877605516e-07,1,1
TBC1D23,3.658168247745601e-07,1,1
EIF2B3,3.674933268365974e-07,1,0
BCL10,3.681536479840622e-07,1,0
LTF,3.685696545860896e-07,1,0
SEPTIN1,3.685696545860896e-07,1,0
MYL12A,3.6867340065450885e-07,1,1
MS4A4A,3.6897656030394303e-07,1,0
P2RX1,3.7003536330071847e-07,1,0
STK11,3.717481735315587e-07,1,1
C14orf132,3.723763242553174e-07,1,0
ZNF888,3.729763294039952e-07,1,1
MS4A6A,3.733056180660364e-07,1,0
KRTAP7-1,3.7508715044384134e-07,1,1
LTB,3.7797535311223386e-07,1,0
LINC00698,3.795554310284357e-07,1,1
CPB2,3.801268196152083e-07,1,1
WARS2,3.802772546795135e-07,1,1
GATA5,3.818797871909606e-07,1,1
GGTLC2,3.818797871909606e-07,1,1
LOC101929829,3.818797871909606e-07,1,1
STIMATE,3.818797871909606e-07,1,0
STIMATE-MUSTN1,3.818797871909606e-07,1,0
SUMF2,3.818797871909606e-07,1,1
UBE2R2,3.818797871909606e-07,1,1
ZDHHC6,3.818797871909606e-07,1,1
SLC29A2,3.838005849369426e-07,1,1
RNVU1-6,3.838356432426678e-07,1,0
MFAP4,3.8389499118927844e-07,1,0
CCL19,3.8394383359958266e-07,1,0
CDC42EP5,3.8704077022501826e-07,1,0
CLPTM1L,3.88918275644583e-07,1,0
RPAIN,3.88918275644583e-07,1,1
FOXN2,3.900205061314596e-07,1,0
DNAJA2,3.912880855928433e-07,1,1
ADRA2C,3.9164904018239716e-07,1,0
EIF3K,3.9164904018239716e-07,1,1
LINC00466,3.9183630462353905e-07,1,1
FUS,3.93221192483065e-07,1,0
KRTCAP2,3.9387441261367874e-07,1,0
ZNF646,3.9389286307309846e-07,1,1
EXO1,3.9397337177081843e-07,1,0
DHX35,3.9521000558262406e-07,1,1
GINS3,3.9618987146275767e-07,1,0
CNOT7,3.964225132595484e-07,1,1
TRIM33,3.9678185411956536e-07,1,1
SNURF,3.9709673742412983e-07,1,0
EFL1,3.997890491469751e-07,1,1
KBTBD2,3.997890491469751e-07,1,0
PNPLA8,3.9988393190362425e-07,1,0
CD300LD-AS1,3.9993598531130156e-07,1,0
LSP1,3.9993598531130156e-07,1,0
MTARC1,3.9993598531130156e-07,1,1
PGBD4,4.001047559843156e-07,1,1
CCSER2,4.0373460965738335e-07,1,0
LGALS12,4.0602350847823814e-07,1,0
PPP2R5E,4.087763168567146e-07,1,1
ADAM5,4.093823656146156e-07,1,1
AKIP1,4.100715648322782e-07,1,1
PRKCSH,4.113073977473018e-07,1,1
PAX6,4.123594225172521e-07,1,1
MROH2A,4.1343798877292136e-07,1,1
TXNL4B,4.141198911316438e-07,1,1
UBE2C,4.1555297056411824e-07,1,0
TMEM225,4.165172671896763e-07,1,1
TPTE2P1,4.1656994708037093e-07,1,1
TRIM38,4.1656994708037093e-07,1,0
DNAH6,4.1673396954230935e-07,1,1
CEP89,4.177924257395788e-07,1,0
LOC100996792,4.1784197116627203e-07,1,0
MAP2K3,4.1784197116627203e-07,1,0
SNORA11D,4.1784197116627203e-07,1,0
SNORA11E,4.1784197116627203e-07,1,0
VAMP1,4.188761917525744e-07,1,0
HNRNPH2,4.193831561536692e-07,1,0
ZSCAN25,4.202309894490243e-07,1,1
CLN6,4.2129498067489885e-07,1,1
SERTAD1,4.2268107418642343e-07,1,0
EIF2S1,4.2398127905461197e-07,1,0
LOC646762,4.244696194051369e-07,1,1
LINC01118,4.2779375885969563e-07,1,1
KRT10-AS1,4.293106802934588e-07,1,1
TNS1,4.293106802934588e-07,1,0
ELMO3,4.3278944381570924e-07,1,1
LYSMD1,4.329636453773785e-07,1,1
SIKE1,4.3619173681765413e-07,1,1
CCPG1,4.380699867043779e-07,1,0
CLINT1,4.380699867043779e-07,1,0
GAPDH,4.380699867043779e-07,1,0
GGT1,4.380699867043779e-07,1,1
GGT2P,4.380699867043779e-07,1,1
GGT3P,4.380699867043779e-07,1,1
LOC102724197,4.380699867043779e-07,1,1
LRAT,4.380699867043779e-07,1,1
MRPL50,4.380699867043779e-07,1,0
OSBPL7,4.380699867043779e-07,1,1
RGP1,4.380699867043779e-07,1,1
ZBTB46,4.380699867043779e-07,1,0
CHEK1,4.381985156194809e-07,1,0
POLR2A,4.3909076661924606e-07,1,0
VPS33A,4.3910795246336763e-07,1,1
HNRNPF,4.3997915314552624e-07,1,0
CENPX,4.4092363905228366e-07,1,0
DUS4L,4.4214530180373715e-07,1,1
HOXA11,4.425432648332721e-07,1,0
CNFN,4.437402374637255e-07,1,1
STIM2,4.4650035885346305e-07,1,0
NKX2-1,4.4761942588165035e-07,1,1
MTMR1,4.491971118976062e-07,1,0
MYH3,4.499487013832503e-07,1,1
CELA3A,4.518346665972038e-07,1,1
TXNDC11,4.5186306968106906e-07,1,0
SDC1,4.530878745515315e-07,1,0
POGZ,4.5379716531650613e-07,1,1
KLHL9,4.543800173073087e-07,1,1
GUCY1A2,4.5851324882365645e-07,1,0
IGHV5-78,4.5851324882365645e-07,1,0
ITGAM,4.5851324882365645e-07,1,0
RPGRIP1L,4.5851324882365645e-07,1,0
RTL8B,4.5851324882365645e-07,1,0
SFTPA1,4.5851324882365645e-07,1,0
SFTPA2,4.5851324882365645e-07,1,0
TBC1D19,4.5851324882365645e-07,1,0
NRP1,4.587533112870835e-07,1,0
XPNPEP1,4.610817213526067e-07,1,1
ZMYND19,4.6516934207942763e-07,1,0
LRRC34,4.6540240459987896e-07,1,0
SCAF4,4.655692285051064e-07,1,1
TMEM50B,4.682899636854945e-07,1,0
NAA35,4.683944591458383e-07,1,1
DUX4L1,4.6850071303143507e-07,1,0
MDK,4.6851679996341337e-07,1,0
ASB9,4.7045456743894643e-07,1,0
TCF15,4.7045456743894643e-07,1,0
APBB1IP,4.705744176164973e-07,1,0
COA1,4.705744176164973e-07,1,0
TNNT2,4.72321893356663e-07,1,1
RCC2,4.781580734758824e-07,1,0
CHERP,4.797963791513986e-07,1,1
RCC1L,4.797963791513986e-07,1,1
ERP27,4.79867304581372e-07,1,0
SRP54,4.798752382812294e-07,1,0
IPCEF1,4.807329723744646e-07,1,0
DAB2IP,4.820412550837466e-07,1,1
PHF1,4.820412550837466e-07,1,0
SLC25A38,4.820412550837466e-07,1,1
TBC1D29P,4.848676025484152e-07,1,1
MYOT,4.861898426576907e-07,1,1
SLC9A3,4.884263517554138e-07,1,1
HTRA4,4.892493515367432e-07,1,0
RHBDD3,4.907441665485784e-07,1,0
TNRC18,4.913376465824258e-07,1,0
RCSD1,4.919550835241779e-07,1,0
PGP,4.926912159881935e-07,1,0
AMY1C,4.950384511065189e-07,1,1
ZNF641,4.950783328906995e-07,1,0
SLC6A9,5.002980861460131e-07,1,1
COPG2IT1,5.005911622024915e-07,1,1
SPRYD3,5.009867479193068e-07,1,0
AOX1,5.021955468357407e-07,1,0
BVES,5.021955468357407e-07,1,0
IL11,5.021955468357407e-07,1,0
IL5RA,5.021955468357407e-07,1,0
RAB12,5.021955468357407e-07,1,0
SLC10A7,5.021955468357407e-07,1,0
ZNHIT1,5.021955468357407e-07,1,1
IRS2,5.031464283671597e-07,1,0
MIR22HG,5.038748935704778e-07,1,0
TRAPPC12,5.04502976987496e-07,1,0
PCNX1,5.102644020611068e-07,1,0
PRKCQ,5.102644020611068e-07,1,0
TENM4,5.102644020611068e-07,1,0
BTN2A1,5.104720353344195e-07,1,0
KCNK17,5.118663864939803e-07,1,1
CCDC87,5.152286744258226e-07,1,1
PSMB5,5.153889230613384e-07,1,0
FAM20C,5.176100127840454e-07,1,0
HID1,5.176100127840454e-07,1,0
SECISBP2,5.176100127840454e-07,1,1
PHLDB3,5.183356686243921e-07,1,1
TADA1,5.220762804179822e-07,1,1
KIF3C,5.225945774283199e-07,1,0
MSRB2,5.247771574586807e-07,1,1
LCT,5.25515393464499e-07,1,1
RASGRP4,5.25515393464499e-07,1,0
ZC2HC1A,5.25515393464499e-07,1,0
