gene,datasets,rra_rho,rra_p,rra_rho_up,rra_p_up,rra_rho_down,rra_p_down,rra_q,rra_q_up,rra_q_down
TRPM4,10,2.959050233753275e-06,2.959050233753275e-05,0.9756255126415166,1.0,6.3295817299103845e-09,6.329581729910385e-08,0.0014215391132575109,1.0,1.1294234371063666e-05
PIM2,10,2.9715195733151467e-06,2.9715195733151467e-05,2.2915002063091885e-09,2.2915002063091885e-08,0.9023602066840152,1.0,0.0014247894522262127,2.176576678852085e-06,1.0
GRTP1,10,2.985864410389852e-06,2.9858644103898518e-05,0.6497844765796166,1.0,2.1666279664361087e-08,2.1666279664361088e-07,0.0014264241971400251,1.0,2.6021410206509823e-05
BCL6,10,2.9867325315958878e-06,2.9867325315958878e-05,7.607183909664786e-09,7.607183909664786e-08,0.9611541920577288,1.0,0.0014264241971400251,5.556580738226199e-06,1.0
CXCL9,10,2.9920590821078948e-06,2.992059082107895e-05,5.480775675130082e-09,5.480775675130082e-08,0.9614119892408576,1.0,0.0014264241971400251,4.376536166458053e-06,1.0
TMED6,10,3.0221631104162204e-06,3.0221631104162203e-05,0.8423559671503545,1.0,2.7577347408240057e-08,2.7577347408240057e-07,0.0014380315554534781,1.0,3.117238532150429e-05
FUT8-AS1,8,3.845056165278795e-06,3.076044932223036e-05,3.176197893572108e-08,2.5409583148576863e-07,0.8100810081095595,1.0,0.0014590084288230493,1.4328595860826154e-05,1.0
FEZ2,10,3.0779289939944237e-06,3.077928993994424e-05,0.847227096940886,1.0,4.068211525310988e-08,4.068211525310988e-07,0.0014590084288230493,1.0,4.1650816440079425e-05
IGK,7,4.407681653652351e-06,3.085377157556646e-05,3.203793698349437e-08,2.2426555888446057e-07,0.9942209945652996,1.0,0.001459769067668988,1.2879029716075193e-05,1.0
TLCD4,10,3.1367473654489014e-06,3.1367473654489016e-05,0.9392883227719678,1.0,7.666415568599436e-07,7.666415568599436e-06,0.0014812681651470512,1.0,0.0003213334350992995
C6orf120,10,3.1805035330968526e-06,3.180503533096852e-05,0.982993140075587,1.0,8.383838035912672e-08,8.383838035912672e-07,0.0014967021136570997,1.0,6.691267027959567e-05
SLC22A23,10,3.1814131634118733e-06,3.181413163411873e-05,0.9579790604107271,1.0,1.1016060952728318e-08,1.1016060952728317e-07,0.0014967021136570997,1.0,1.5999547596517796e-05
LCP2,10,3.210579298735833e-06,3.210579298735833e-05,2.1510542550520797e-09,2.1510542550520798e-08,0.7883938574874763,1.0,0.0015075842380022529,2.058830894461916e-06,1.0
TREM1,9,3.5978046539574457e-06,3.238024188561701e-05,3.886742996444816e-09,3.498068696800335e-08,0.8415179511306285,1.0,0.001517618804023637,3.0237112150439158e-06,1.0
ADM,10,3.2646264875417755e-06,3.2646264875417754e-05,1.6204164052547907e-09,1.620416405254791e-08,0.994953791851398,1.0,0.0015272216158292338,1.649994198746093e-06,1.0
ANKRD27,10,3.312537311032706e-06,3.3125373110327064e-05,0.912178459143807,1.0,3.115019827990854e-08,3.1150198279908537e-07,0.0015467382162038885,1.0,3.459351586877836e-05
SLC25A37,10,3.3345190579293235e-06,3.334519057929323e-05,1.7412270662991068e-09,1.741227066299107e-08,0.9540787846195268,1.0,0.0015540973989950078,1.7468912989244172e-06,1.0
AFAP1L2,10,3.34917527668862e-06,3.34917527668862e-05,4.889961299378827e-10,4.8899612993788266e-09,0.9285977229346282,1.0,0.0015580213703344213,6.329332809315153e-07,1.0
CSF2RB,10,3.370255948984712e-06,3.370255948984712e-05,6.2364794183501195e-09,6.23647941835012e-08,0.9109094003453051,1.0,0.001564913826423552,4.764109970548792e-06,1.0
CPXM1,10,3.402888874656884e-06,3.402888874656884e-05,1.7113252164637964e-09,1.7113252164637963e-08,0.8996096696571654,1.0,0.001577134823335874,1.72381513034202e-06,1.0
ETV7,10,3.41478053633965e-06,3.41478053633965e-05,1.9774338505144475e-09,1.9774338505144474e-08,0.8817454731294423,1.0,0.0015797154181166815,1.937187255674565e-06,1.0
PPIB,10,3.4247793876878074e-06,3.4247793876878074e-05,5.292002645086792e-09,5.2920026450867924e-08,0.9505586897574794,1.0,0.0015814124562630151,4.292192145354323e-06,1.0
CSGALNACT1,9,3.813118987920463e-06,3.431807089128417e-05,4.172293774036489e-09,3.7550643966328404e-08,0.9839766024759212,1.0,0.0015817338172235604,3.1798394471961013e-06,1.0
BZW2,10,3.4527945626461533e-06,3.452794562646153e-05,0.8707230322574474,1.0,8.156473322639444e-09,8.156473322639445e-08,0.0015884762609477633,1.0,1.3405056583740526e-05
COL1A1,10,3.494630836410697e-06,3.494630836410697e-05,3.2285845123139832e-09,3.228584512313983e-08,0.9577047354326437,1.0,0.0016025591182346486,2.8399038627505495e-06,1.0
IGFBP5,10,3.4962360171245488e-06,3.4962360171245484e-05,3.0858315898748845e-09,3.0858315898748844e-08,0.9262435028217268,1.0,0.0016025591182346486,2.7597171834297614e-06,1.0
ACADS,10,3.5602872657883483e-06,3.5602872657883484e-05,0.9823133149375464,1.0,4.037407549007203e-07,4.037407549007203e-06,0.001625992925346966,1.0,0.00020171695596349787
EPHX2,10,3.5603784082494316e-06,3.5603784082494317e-05,0.8338602195552465,1.0,3.277596678769699e-08,3.277596678769699e-07,0.001625992925346966,1.0,3.5292087341528385e-05
EAF2,10,3.5762930386085e-06,3.5762930386085e-05,1.9070832629094635e-09,1.9070832629094634e-08,0.8920632382357948,1.0,0.001630280591194871,1.8905098012198932e-06,1.0
SUCLG1,10,3.598427009496563e-06,3.598427009496563e-05,0.9279836881611574,1.0,5.309919662625419e-08,5.309919662625418e-07,0.0016373826069987912,1.0,4.968056295582231e-05
ZNF415,10,3.607633073778025e-06,3.607633073778025e-05,0.9576106071469204,1.0,1.7290750999193865e-08,1.7290750999193865e-07,0.001638586942109979,1.0,2.1986194980616843e-05
LRRC57,10,3.630934353916519e-06,3.6309343539165195e-05,0.9584804243997641,1.0,1.733829875177742e-08,1.733829875177742e-07,0.0016461773338509722,1.0,2.1986194980616843e-05
LYRM7,10,3.7110790004690555e-06,3.711079000469055e-05,0.9740880052542537,1.0,3.1903533071144195e-08,3.1903533071144195e-07,0.001677028395258011,1.0,3.480271439520756e-05
SHFL,10,3.712408240573556e-06,3.712408240573556e-05,1.0000458256873762e-08,1.0000458256873762e-07,0.9629304062808863,1.0,0.001677028395258011,6.988548323504432e-06,1.0
MIR3652,6,6.324345631897114e-06,3.7946073791382685e-05,1.1437036344858073e-07,6.862221806914843e-07,0.9929691627582361,1.0,0.0017110665512320052,3.186341318931965e-05,1.0
PLEK,10,3.8222767327486066e-06,3.8222767327486064e-05,5.636801706624576e-09,5.636801706624576e-08,0.8005211963243709,1.0,0.0017204377488431158,4.442048688744118e-06,1.0
SEC61B,10,3.908089013210747e-06,3.9080890132107466e-05,2.1490400125050326e-09,2.1490400125050327e-08,0.851433364443337,1.0,0.001755898770485929,2.058830894461916e-06,1.0
CHST15,10,3.944423679865991e-06,3.9444236798659915e-05,3.6482305083335044e-09,3.648230508333504e-08,0.913025382122593,1.0,0.0017690421534422322,3.110458919067552e-06,1.0
MSI2,10,3.954528260598788e-06,3.954528260598788e-05,1.4193248181525362e-07,1.4193248181525362e-06,0.9732010917347796,1.0,0.0017703955282798983,5.860521203680745e-05,1.0
SORBS3,10,3.963737387985256e-06,3.963737387985256e-05,0.873583588150539,1.0,4.362020968933636e-08,4.362020968933636e-07,0.0017713438942622483,1.0,4.341340471112796e-05
JAK3,9,4.4351392815654154e-06,3.991625353408874e-05,1.3862188461170535e-08,1.2475969615053482e-07,0.8898642238523344,1.0,0.0017806213027411978,8.224090515623344e-06,1.0
SCPEP1,10,4.041907663525699e-06,4.0419076635256985e-05,3.318168005177568e-08,3.318168005177568e-07,0.801162652214698,1.0,0.001799837706640561,1.7598971324276185e-05,1.0
BAG3,10,4.0507719688587874e-06,4.0507719688587876e-05,5.370150970744692e-09,5.370150970744692e-08,0.9851827979658931,1.0,0.001800575347937035,4.327475529037844e-06,1.0
LAMC1,10,4.076438784257134e-06,4.0764387842571343e-05,1.4429425116578586e-07,1.4429425116578587e-06,0.8023801895687458,1.0,0.0018068112676009702,5.928630835934176e-05,1.0
SPINK4,10,4.0792664622190755e-06,4.079266462219076e-05,1.2067757496293769e-08,1.206775749629377e-07,0.970959984848257,1.0,0.0018068112676009702,8.017676862098794e-06,1.0
IL1B,10,4.093260715951012e-06,4.093260715951012e-05,1.1199244739773021e-08,1.1199244739773022e-07,0.9227632043435898,1.0,0.001809800813188889,7.6024003490290724e-06,1.0
TUSC1,10,4.110045728002084e-06,4.110045728002084e-05,0.9365948957366511,1.0,1.638333551593059e-08,1.638333551593059e-07,0.0018140115252865733,1.0,2.1316255443930315e-05
NAAA,10,4.146364005152179e-06,4.146364005152179e-05,0.9931244969182765,1.0,8.132532778154017e-07,8.132532778154017e-06,0.0018268133899948251,1.0,0.0003343793437704959
RAMP3,10,4.1574392286135905e-06,4.1574392286135906e-05,9.781101824082452e-10,9.781101824082451e-09,0.8932724739451174,1.0,0.001828468122711199,1.1056185731556728e-06,1.0
VWA1,10,4.1681373588559625e-06,4.168137358855963e-05,7.240059732150467e-09,7.240059732150468e-08,0.9618662326786749,1.0,0.0018299514826288364,5.398923348323905e-06,1.0
