gene,datasets,rra_rho,rra_p,rra_rho_up,rra_p_up,rra_rho_down,rra_p_down,rra_q,rra_q_up,rra_q_down
ZNF649-AS1,4,0.2897567842472745,1.0,0.0188056923923865,0.075222769569546,0.6370500041943556,1.0,1.0,0.3931255243968261,1.0
PLEKHM1,10,0.5319893559522202,1.0,0.18965615359440513,1.0,0.09715194420140691,0.9715194420140691,1.0,1.0,1.0
ZNF652,10,0.18063186405721884,1.0,0.5789176298100533,1.0,0.0015479055699266228,0.015479055699266228,1.0,1.0,0.11774734787556931
PLEKHH3,10,0.2700758644690652,1.0,0.07837016385323463,0.7837016385323463,0.465085422080477,1.0,1.0,1.0,1.0
ZMAT5,10,0.23681104185858048,1.0,0.18489920293384055,1.0,0.0706236074472123,0.706236074472123,1.0,1.0,1.0
PRRX2,10,0.11751956051421504,1.0,0.011676989967612123,0.11676989967612122,0.3804168953567708,1.0,1.0,0.5433095294857858,1.0
PLEKHH2,9,0.1795546092985239,1.0,0.004264034288517727,0.03837630859665954,0.28383334614648864,1.0,1.0,0.235431867645666,1.0
PRRX2-AS1,4,0.7540509594985105,1.0,0.14783438136972196,0.5913375254788878,0.1572139115551394,0.6288556462205576,1.0,1.0,1.0
ZMAT4,9,0.270079412778276,1.0,0.052221673956352355,0.4699950656071712,0.0992297772921192,0.8930679956290728,1.0,1.0,1.0
PRSS1,9,0.2777281349937721,1.0,0.011571858354948767,0.10414672519453891,0.1849302262853634,1.0,1.0,0.49876231347922934,1.0
PRSS12,10,0.31554794570171785,1.0,0.13682851569457222,1.0,0.1220829321490247,1.0,1.0,1.0,1.0
PRSS16,10,0.4943559269038521,1.0,0.0914171390095873,0.914171390095873,0.03142827269536165,0.3142827269536165,1.0,1.0,1.0
PRSS2,10,0.32828688103778786,1.0,0.10282596925463629,1.0,0.13102252400384556,1.0,1.0,1.0,1.0
PLEKHM1P1,9,0.3808616539799057,1.0,0.0064065126531106025,0.057658613877995424,0.1920752568240246,1.0,1.0,0.3204321072571564,1.0
ZNF653,10,0.28234242253519104,1.0,0.3115446223496404,1.0,0.02329863011202629,0.2329863011202629,1.0,1.0,0.8581879664236637
PRRT3,10,0.26330442127741904,1.0,0.09802416995407119,0.9802416995407119,0.17285935816028822,1.0,1.0,1.0,1.0
PRRT2,10,0.22523404663286223,1.0,0.49012000889547347,1.0,0.036829525507112146,0.3682952550711215,1.0,1.0,1.0
ZMIZ1-AS1,6,0.2804758503541348,1.0,0.04273355760088278,0.2564013456052967,0.2626687492474047,1.0,1.0,0.9129344612766651,1.0
PRR7,10,0.5028665843698954,1.0,0.002249827602123447,0.02249827602123447,0.26301940594163864,1.0,1.0,0.15664142510770857,1.0
PRR7-AS1,5,0.413793511933737,1.0,0.03147091408657555,0.15735457043287773,0.46390661740612843,1.0,1.0,0.6698327203951691,1.0
ZNF630,10,0.3528667348682605,1.0,0.07668054062652649,0.7668054062652649,0.010247958011973294,0.10247958011973293,1.0,1.0,0.495172046317524
PRR9,5,0.3360315721593056,1.0,0.25476360819543914,1.0,0.09378767790663196,0.4689383895331598,1.0,1.0,1.0
ZNF638,10,0.46766723002544675,1.0,0.15051941587351095,1.0,0.20033311446165467,1.0,1.0,1.0,1.0
ZNF639,10,0.5777682791302626,1.0,0.35858227437606915,1.0,0.027623373497816385,0.27623373497816384,1.0,1.0,0.9454164862980561
TCF3,10,0.1579057106775499,1.0,0.05998783124993093,0.5998783124993092,0.3637911146830389,1.0,1.0,1.0,1.0
PRRC1,10,0.1560506014005657,1.0,0.02935575121171598,0.2935575121171598,0.11031585482973669,1.0,1.0,0.9860643014923718,1.0
TCF25,10,0.6568414800183984,1.0,0.045028369128919894,0.45028369128919893,0.180815306561738,1.0,1.0,1.0,1.0
THBS3,10,0.9345477586546549,1.0,0.013097310684032575,0.13097310684032576,0.2302027036813493,1.0,1.0,0.5868601024743795,1.0
PLEKHN1,10,0.234087713210761,1.0,0.028890290478660322,0.28890290478660324,0.6357142338352799,1.0,1.0,0.976072959761176,1.0
PRRG3,9,0.4236671757469414,1.0,0.04890732488185501,0.44016592393669507,0.5844309709789224,1.0,1.0,1.0,1.0
PRRG4,10,0.5391724748765367,1.0,0.11718530902250314,1.0,0.022359871939029358,0.22359871939029358,1.0,1.0,0.8346568438786939
ZNF641,10,0.28207204253383233,1.0,0.1245138841561269,1.0,0.43434090758654115,1.0,1.0,1.0,1.0
ZNF644,10,0.14258520439290712,1.0,0.6387047855091191,1.0,0.0012463165797873346,0.012463165797873346,1.0,1.0,0.09952002482693206
TDRG1,8,0.7630677800188684,1.0,0.20558498632055577,1.0,0.08068772878557136,0.6455018302845709,1.0,1.0,1.0
TMUB1,10,0.1666170926707543,1.0,0.2716800377149997,1.0,0.010702674390295198,0.10702674390295197,1.0,1.0,0.5098465082836848
YAP1,10,0.3791443161304147,1.0,0.10966692613656331,1.0,0.23767949829954868,1.0,1.0,1.0,1.0
STOML1,10,0.48136097983382586,1.0,0.02816786070011063,0.2816786070011063,0.29379503235918386,1.0,1.0,0.9606254042934662,1.0
SLC6A15,9,0.50167676005877,1.0,0.2371247126020571,1.0,0.05474232107477916,0.49268088967301243,1.0,1.0,1.0
TTC3P1,8,0.3623546673995716,1.0,0.16196096196961,1.0,0.14956816372327889,1.0,1.0,1.0,1.0
SLC6A16,10,0.6058599864281077,1.0,0.055201387473001094,0.552013874730011,0.2956764546478412,1.0,1.0,1.0,1.0
SLC6A17,9,0.661227924175071,1.0,0.11545190910310568,1.0,0.022606400263034142,0.20345760236730728,1.0,1.0,0.7858030866941409
SLC6A18,9,0.648225823232385,1.0,0.09539037031160762,0.8585133328044685,0.11119916268454556,1.0,1.0,1.0,1.0
TTC39C,10,0.35106473967637764,1.0,0.0005249476855512994,0.005249476855512994,0.31582715347506,1.0,1.0,0.04882248001771039,1.0
TTC39B,10,0.23285972051858378,1.0,0.20099684192935816,1.0,0.1309884306582773,1.0,1.0,1.0,1.0
TMEM270,9,0.8454306943801115,1.0,0.05756888802816652,0.5181199922534987,0.0034069901669180787,0.030662911502262708,1.0,1.0,0.20157636637842757
TMEM272,10,0.9012372739445846,1.0,0.12762747849792336,1.0,0.06550320931507138,0.6550320931507138,1.0,1.0,1.0
SLC6A2,10,0.8488108749366265,1.0,0.2987827080282312,1.0,0.0010551551831377197,0.010551551831377197,1.0,1.0,0.08713663348748223
TTC39A,9,0.3301805825230459,1.0,0.16218595664607224,1.0,0.06071095188930556,0.54639856700375,1.0,1.0,1.0
SLC6A3,8,0.4415997324875226,1.0,0.19426152468619473,1.0,0.1650929358883455,1.0,1.0,1.0,1.0
STN1,10,0.33599633465612017,1.0,0.07120280367520265,0.7120280367520265,0.03796160933188102,0.37961609331881024,1.0,1.0,1.0
TTC36,8,0.3725174135876612,1.0,0.4307969400690315,1.0,0.03500625608148259,0.28005004865186073,1.0,1.0,0.9529941786367161
TTC34,4,0.29401256933022857,1.0,0.049772217846526065,0.19908887138610426,0.37231805082142844,1.0,1.0,0.7813473841116014,1.0
SLC6A5,9,0.26855404423879004,1.0,0.0828308386017457,0.7454775474157113,0.11584978085017798,1.0,1.0,1.0,1.0
TTC33,10,0.1018781245885494,1.0,0.3583996364018414,1.0,0.0004939261927134388,0.004939261927134389,1.0,1.0,0.047987363408565874
TTC32,10,0.18274234896903627,1.0,0.5263444237444135,1.0,0.0012113906270949924,0.012113906270949923,1.0,1.0,0.09717967005606937
SLC6A7,10,0.2916516650354638,1.0,0.5092772796196117,1.0,0.11592294222458026,1.0,1.0,1.0,1.0
SLC6A8,10,0.19545187699074043,1.0,0.014456181862234697,0.14456181862234696,0.29079892481884906,1.0,1.0,0.6291461308370817,1.0
TTC41P,8,0.6707642221004086,1.0,0.0040006278960977295,0.032005023168781836,0.47059678730327814,1.0,1.0,0.20547866455392935,1.0
SLC6A9,10,0.19349849675722833,1.0,0.3831214862448061,1.0,0.029809655271019316,0.29809655271019314,1.0,1.0,0.9879786351570584
TTC5,10,0.45889991708437994,1.0,0.3305723936637843,1.0,0.003050554077954276,0.030505540779542758,1.0,1.0,0.20095936850357807
TTC8,10,0.3118378661147021,1.0,0.22004918053429273,1.0,0.48897711557535606,1.0,1.0,1.0,1.0
TTLL8,4,0.6275284270930153,1.0,0.12243440897623982,0.4897376359049593,0.2042856037266902,0.8171424149067608,1.0,1.0,1.0
TTLL7-IT1,4,0.4556630599186515,1.0,0.25763754325905913,1.0,0.029834885296826902,0.11933954118730761,1.0,1.0,0.5495338393364297
TTLL7,9,0.5996030346600358,1.0,0.11920806786816524,1.0,0.1239094037359867,1.0,1.0,1.0,1.0
SLC6A12-AS1,4,0.790488343785609,1.0,0.22843997033211222,0.9137598813284489,0.26928734047557235,1.0,1.0,1.0,1.0
TMEM267,10,0.9766365312599407,1.0,0.052865128220818784,0.5286512822081878,0.03958169568680265,0.3958169568680265,1.0,1.0,1.0
TTLL5,10,0.3616908301425355,1.0,0.07526726501676169,0.7526726501676169,0.042952131246042836,0.42952131246042835,1.0,1.0,1.0
SLC6A13,9,0.5509724619168974,1.0,0.010264751656756946,0.09238276491081251,0.29618763530359116,1.0,1.0,0.45699284163109055,1.0
TTLL3,10,0.14636863749918858,1.0,0.028687827738986118,0.28687827738986116,0.23745529788882558,1.0,1.0,0.9726064897920746,1.0
TTLL13,7,0.41633855358585203,1.0,0.1336701680302702,0.9356911762118915,0.012970536501007136,0.09079375550704996,1.0,1.0,0.45369188059566945
STOML3,9,0.14851555424739976,1.0,0.04559993168028071,0.4103993851225264,0.09480810006534027,0.8532729005880624,1.0,1.0,1.0
TTLL11,10,0.39311674367928584,1.0,0.3204748912664966,1.0,0.07205078922734645,0.7205078922734645,1.0,1.0,1.0
TTLL10,9,0.3345265033671274,1.0,0.14201494791535096,1.0,0.17729033785260506,1.0,1.0,1.0,1.0
TTLL1,10,0.12804248215481934,1.0,0.5845504975421664,1.0,0.005171592637800116,0.051715926378001154,1.0,1.0,0.30142686814018826
TTK,10,0.10278401054274378,1.0,0.023818759708791354,0.23818759708791354,0.5276402538071713,1.0,1.0,0.8728420658432108,1.0
TTI2,10,0.11472284181200829,1.0,0.1676177259790138,1.0,0.16746357318657354,1.0,1.0,1.0,1.0
STOML2,10,0.287878709200771,1.0,0.5589411273923004,1.0,0.005520405796209356,0.05520405796209356,1.0,1.0,0.31651424648865256
TTI1,10,0.17121145030813878,1.0,0.16131673132362573,1.0,0.03438457828983969,0.34384578289839696,1.0,1.0,1.0
TTF2,10,0.46319413675917787,1.0,0.11968186747838909,1.0,0.15424572366946215,1.0,1.0,1.0,1.0
TTF1,10,0.6824678822834264,1.0,0.19763776615660583,1.0,0.04952880467084182,0.4952880467084182,1.0,1.0,1.0
TTC9C,10,0.521393248136726,1.0,0.08553109352241499,0.8553109352241499,0.025596872517270605,0.255968725172706,1.0,1.0,0.9059726159732742
TTC9B,9,0.6925220551256751,1.0,0.1888515818520278,1.0,0.14610749942260678,1.0,1.0,1.0,1.0
TTC7B-AS1,4,0.43118213986004544,1.0,0.48355428346819307,1.0,0.2218875619178777,0.8875502476715108,1.0,1.0,1.0
TTLL9,7,0.43829357955437465,1.0,0.32813910703379806,1.0,0.07962372476116368,0.5573660733281458,1.0,1.0,1.0
TTC3,10,0.281136558821096,1.0,0.10603763880752774,1.0,0.27247405255961454,1.0,1.0,1.0,1.0
SLC71A1,10,0.3456550758424723,1.0,0.00849072455427543,0.08490724554275429,0.21974360410652627,1.0,1.0,0.430295115617639,1.0
SLC9A1,10,0.11609746137176213,1.0,0.404510673148619,1.0,0.008614638611700304,0.08614638611700304,1.0,1.0,0.43695895869824425
STMN4,9,0.5585723244485317,1.0,0.021430316398998138,0.19287284759098325,0.05563869122447107,0.5007482210202396,1.0,0.7650296293538191,1.0
TTBK2,9,0.5996786175065841,1.0,0.02115314823449083,0.19037833411041746,0.3308817895755151,1.0,1.0,0.7591127157880828,1.0
STMN2,10,0.1292769677425526,1.0,0.24426912894987313,1.0,0.10252869543162729,1.0,1.0,1.0,1.0
TTBK1,9,0.323912572162908,1.0,0.30053593644356513,1.0,0.1316574171719188,1.0,1.0,1.0,1.0
SLC9A3,10,0.21741726276723175,1.0,0.2673399613014503,1.0,0.08642390174164212,0.8642390174164212,1.0,1.0,1.0
TSSK6,10,0.5735429296823074,1.0,0.22362054975788806,1.0,0.03433175694645655,0.3433175694645655,1.0,1.0,1.0
STMN1,10,0.7743853954152822,1.0,0.042766397544298895,0.42766397544298895,0.20071123215087233,1.0,1.0,1.0,1.0
SLC9A3-AS1,5,0.42841286528898365,1.0,0.08921402973571313,0.44607014867856565,0.4348107303747879,1.0,1.0,1.0,1.0
TSSK4,9,0.35593055069651847,1.0,0.17484262608267928,1.0,0.3470132814882853,1.0,1.0,1.0,1.0
TSSK3,9,0.4499008956059028,1.0,0.08645847923583798,0.7781263131225418,0.02619502873603865,0.23575525862434785,1.0,1.0,0.863548697315958
TSSK2,10,0.13321238656677986,1.0,0.45430923937054274,1.0,0.02256385850632875,0.2256385850632875,1.0,1.0,0.839916181413498
SLC9A5,10,0.7559341045213352,1.0,0.009032856981879776,0.09032856981879776,0.0589659913526102,0.589659913526102,1.0,0.44914371071723463,1.0
TSSK1B,9,0.4809219193364844,1.0,0.02840860990259759,0.2556774891233783,0.07044999509040328,0.6340499558136296,1.0,0.9116584864103787,1.0
SLC9A8,10,0.1562234819030955,1.0,0.4179418418487244,1.0,0.00031694290421227647,0.0031694290421227646,1.0,1.0,0.034260279922660654
SLC9B1,10,0.30753936114958796,1.0,0.02473034565703269,0.2473034565703269,0.39996445926752905,1.0,1.0,0.8930164279536479,1.0
TSSC4,10,0.34749444460785006,1.0,0.19063267622961214,1.0,0.07856208531356966,0.7856208531356966,1.0,1.0,1.0
TSR2,10,0.3792924481623857,1.0,0.5642631408399994,1.0,0.0014732941444883737,0.014732941444883737,1.0,1.0,0.11321567586426906
TSPYL6,10,0.500646424514259,1.0,0.33278624899154163,1.0,0.011567705232553765,0.11567705232553765,1.0,1.0,0.5377563058428662
SLC9C1,4,0.8734578169200982,1.0,0.16048199265352825,0.641927970614113,0.05309331073814466,0.21237324295257864,1.0,1.0,0.8071346390078148
SLC9C2,9,0.7204603082212491,1.0,0.1371346508338221,1.0,0.026217530868888814,0.23595777781999933,1.0,1.0,0.8639104862555186
TTC12,10,0.40925770195408595,1.0,0.23740719949145536,1.0,0.010602869164875241,0.10602869164875241,1.0,1.0,0.5067347897603757
TTC29,10,0.4504446005398244,1.0,0.016080898540061138,0.1608089854006114,0.1629362044991713,1.0,1.0,0.6789199365037474,1.0
SLC8A3,9,0.7380292328904576,1.0,0.07022776085369738,0.6320498476832764,0.05578336544705374,0.5020502890234837,1.0,1.0,1.0
SLC8A1-AS1,5,0.40754496132232954,1.0,0.15567925102252964,0.7783962551126482,0.556117713536928,1.0,1.0,1.0,1.0
TTC28-AS1,9,0.32259673652226406,1.0,0.02742863919617474,0.24685775276557267,0.360594818033727,1.0,1.0,0.8923443266564911,1.0
TTC28,9,0.2260285452317259,1.0,0.002991408274306237,0.026922674468756135,0.4207183801250124,1.0,1.0,0.1801648354953113,1.0
TTC27,10,0.4644073833905117,1.0,0.45115463964677843,1.0,0.0009280990512735922,0.009280990512735923,1.0,1.0,0.0789405597543943
SLC71A2,10,0.20760256813590336,1.0,0.05961690342957958,0.5961690342957958,0.3089502173942483,1.0,1.0,1.0,1.0
SLC71A3P,8,0.2852285334185018,1.0,0.06566037239463288,0.525282979157063,0.5383622562672534,1.0,1.0,1.0,1.0
TTC23L,10,0.5608640448234203,1.0,0.050400665850219246,0.5040066585021925,0.08985368832009454,0.8985368832009454,1.0,1.0,1.0
SLC7A10,9,0.5060800535458274,1.0,0.08154579857057306,0.7339121871351576,0.08676888229457456,0.7809199406511711,1.0,1.0,1.0
TTC21B,9,0.4772337737792145,1.0,0.601524523763784,1.0,0.04798127816441218,0.4318315034797096,1.0,1.0,1.0
SLC7A11-AS1,5,0.7435068617787318,1.0,0.12964142185804226,0.6482071092902113,0.05341060563274673,0.26705302816373366,1.0,1.0,0.9279804835941341
SLC7A13,9,0.5977438878116618,1.0,0.24414578473969245,1.0,0.06759298564560312,0.6083368708104281,1.0,1.0,1.0
SLC7A3,9,0.35894363321294076,1.0,0.399372509165244,1.0,0.18678466453658166,1.0,1.0,1.0,1.0
TTC21A,10,0.46822596712907283,1.0,0.061459062838673924,0.6145906283867393,0.1677102993665421,1.0,1.0,1.0,1.0
TMEM277P,9,0.693108008960187,1.0,0.02900220601861792,0.2610198541675613,0.32688214570994384,1.0,1.0,0.9224129264337033,1.0
SLC7A4,10,0.6210813049640289,1.0,0.050908989258808,0.50908989258808,0.013279106329631385,0.13279106329631385,1.0,1.0,0.5913107936194681
SLC7A5P1,8,0.5772305468877479,1.0,0.024787031818879236,0.1982962545510339,0.5709437025589551,1.0,1.0,0.7797322107570247,1.0
SLC7A5P2,8,0.41019582400673105,1.0,0.1412920254999423,1.0,0.45916740865840044,1.0,1.0,1.0,1.0
TTC16,9,0.6637431765950609,1.0,0.09791064151851259,0.8811957736666133,0.09968297250022344,0.8971467525020109,1.0,1.0,1.0
SLC7A6OS,10,0.20401974065491646,1.0,0.5614162958690151,1.0,0.020572583870628564,0.20572583870628564,1.0,1.0,0.7915472261693304
TTC14,10,0.3386997272236142,1.0,0.5984279491524651,1.0,0.07020225067377592,0.7020225067377592,1.0,1.0,1.0
SLC7A8,10,0.4254730623276054,1.0,0.13661861307630638,1.0,0.36850247215462006,1.0,1.0,1.0,1.0
SLC7A9,10,0.21764467170832316,1.0,0.00485725997855266,0.048572599785526596,0.46438820413803383,1.0,1.0,0.28139891355339514,1.0
SLC8A2,9,0.19895104540379352,1.0,0.16414457839495555,1.0,0.2467745120865945,1.0,1.0,1.0,1.0
TSPYL5,10,0.1318893934435333,1.0,0.016143123536278642,0.16143123536278642,0.358156047188772,1.0,1.0,0.6806861464858903,1.0
TMEM266,9,0.4671606719738266,1.0,0.06602848157144085,0.5942563341429676,0.38076763740345043,1.0,1.0,1.0,1.0
STON1-GTF2A1L,9,0.4336870101802051,1.0,0.03346535400582741,0.3011881860524467,0.627297132683794,1.0,1.0,1.0,1.0
TUBA3C,9,0.3282590224546467,1.0,0.013177241906310191,0.11859517715679171,0.285458600316296,1.0,1.0,0.5485138196398452,1.0
SLC45A4,10,0.2207722420686941,1.0,0.001362686048594989,0.01362686048594989,0.438546668120221,1.0,1.0,0.1050980555108102,1.0
TUBA1C,10,0.3042965919801406,1.0,0.003827039723812582,0.03827039723812582,0.3190422680226102,1.0,1.0,0.23489749223725337,1.0
SLC46A2,9,0.4982486829093917,1.0,0.07654340060306619,0.6888906054275957,0.11106685417314723,0.999601687558325,1.0,1.0,1.0
SLC46A3,10,0.11042288559482262,1.0,0.023203452468106837,0.2320345246810684,0.2458525748430074,1.0,1.0,0.8573368526930586,1.0
SLC47A1,9,0.17850052222628657,1.0,0.014085389680089034,0.12676850712080132,0.5127613111756681,1.0,1.0,0.573696390649409,1.0
STPG4,9,0.18553656266689195,1.0,0.3727567932976674,1.0,0.10764702330010134,0.9688232097009121,1.0,1.0,1.0
SLC49A3,10,0.39305953414344746,1.0,0.1064826398923528,1.0,0.48513180694461433,1.0,1.0,1.0,1.0
SLC4A1,9,0.9392892113571898,1.0,0.15772339752462833,1.0,0.010327849564281765,0.09295064607853588,1.0,1.0,0.4612634266364531
TUB,9,0.6572278057415599,1.0,0.010005641278243785,0.09005077150419406,0.2253947761107168,1.0,1.0,0.44820847239415657,1.0
TTYH2,10,0.10281589278583628,1.0,0.0013397937634560691,0.01339793763456069,0.23976310437187395,1.0,1.0,0.10374887788250484,1.0
TTYH1,9,0.6251751020526247,1.0,0.02477449166654926,0.22297042499894335,0.2669095297467927,1.0,1.0,0.8366474894903535,1.0
TTTY9B,7,0.4187775760517847,1.0,0.22597813667963187,1.0,0.017891354983585087,0.12523948488509562,1.0,1.0,0.5691481848125475
SLC4A1AP,10,0.38479940448068634,1.0,0.19696064404237618,1.0,0.31530155808466814,1.0,1.0,1.0,1.0
TMEM255A,10,0.6634508282905813,1.0,0.03683902636534462,0.3683902636534462,0.2292202557170047,1.0,1.0,1.0,1.0
SLC4A2,10,0.1597475075062803,1.0,0.02282437570960062,0.2282437570960062,0.5929531350696711,1.0,1.0,0.8488547411069423,1.0
SLC4A3,9,0.7527344996918147,1.0,0.0262500677894525,0.23625061010507248,0.10964205583316591,0.9867785024984932,1.0,0.8682805999359802,1.0
SLC4A5,10,0.34996417142759817,1.0,0.17516889130841773,1.0,0.15461636629055991,1.0,1.0,1.0,1.0
TTTY9A,9,0.3265718010030743,1.0,0.11546096698769377,1.0,0.016508608239826972,0.14857747415844275,1.0,1.0,0.6398231135928389
SLC4A7,10,0.6146218589570089,1.0,0.010550102006985423,0.10550102006985423,0.22282785045595274,1.0,1.0,0.5027181683418547,1.0
SLC4A8,9,0.32576979655303884,1.0,0.0007870965722275256,0.007083869150047731,0.24791102038543625,1.0,1.0,0.062157406124812915,1.0
SLC45A3,10,0.87860157177261,1.0,0.0254172891714781,0.254172891714781,0.08703181055593158,0.8703181055593158,1.0,0.908368098415872,1.0
SLC4A9,9,0.3468781673822094,1.0,0.5081660249539101,1.0,0.015358212230321012,0.13822391007288912,1.0,1.0,0.608345929797541
TUBA3C-DT,6,0.2125078763530477,1.0,0.23187397507669638,1.0,0.16507013342904336,0.9904208005742602,1.0,1.0,1.0
TUBA3D,10,0.2900433874895833,1.0,0.006870268275037345,0.06870268275037344,0.3861022713864066,1.0,1.0,0.3661748917830337,1.0
TUBB4B,10,0.32222152597209613,1.0,0.43610175929842293,1.0,0.055124846199827875,0.5512484619982787,1.0,1.0,1.0
TUBB4A,10,0.18520136689226957,1.0,0.0037844100523839997,0.03784410052384,0.1643050443413804,1.0,1.0,0.2331401911679524,1.0
TUBB3,10,0.29993839694293545,1.0,0.007666106050550176,0.07666106050550175,0.34766398548346916,1.0,1.0,0.398474813251756,1.0
SLC39A7,10,0.5270298265351224,1.0,0.024681118699509785,0.24681118699509785,0.2847584309636284,1.0,1.0,0.8923443266564911,1.0
SLC39A8,10,0.4446473222863162,1.0,0.3780504581439632,1.0,0.14266539067220185,1.0,1.0,1.0,1.0
SLC39A9,10,0.2798865080982281,1.0,0.2137140874596396,1.0,0.031596577935645194,0.3159657793564519,1.0,1.0,1.0
STRAP,10,0.7899505111834789,1.0,0.13556653485592315,1.0,0.15745344255091598,1.0,1.0,1.0,1.0
SLC3A2,10,0.1761702643244039,1.0,0.02091231890482508,0.20912318904825078,0.34335360135097914,1.0,1.0,0.8039560458009162,1.0
TUBB1,10,0.5498961077765754,1.0,0.03261596326809087,0.32615963268090864,0.16466105721223834,1.0,1.0,1.0,1.0
TMEM254-AS1,5,0.7167283388946871,1.0,0.44206963483020245,1.0,0.13702431262059173,0.6851215631029586,1.0,1.0,1.0
SLC41A3,10,0.387576525993881,1.0,0.47671705285354643,1.0,0.08302197779498556,0.8302197779498556,1.0,1.0,1.0
STRADA,10,0.27799621067819374,1.0,0.002887620477151751,0.02887620477151751,0.4010626123541299,1.0,1.0,0.18938211378243078,1.0
SLC43A2,10,0.5793896891825949,1.0,0.05876563016840529,0.5876563016840529,0.14721256974191502,1.0,1.0,1.0,1.0
TUBA4B,7,0.2702397265047579,1.0,0.003407611769571317,0.023853282386999217,0.29002196736679925,1.0,1.0,0.16383801135815987,1.0
SLC44A2,10,0.3631755345806665,1.0,0.11886516418563693,1.0,0.0003616492219199314,0.003616492219199314,1.0,1.0,0.037911704627703754
STRA8,4,0.2819398404065723,1.0,0.19003698148417275,0.760147925936691,0.16108597317547946,0.6443438927019178,1.0,1.0,1.0
SLC44A3-AS1,4,0.6246043209786276,1.0,0.28090355116662286,1.0,0.313333311947118,1.0,1.0,1.0,1.0
TUBA3FP,10,0.4906383737086177,1.0,0.1474504284685168,1.0,0.056564309709243615,0.5656430970924362,1.0,1.0,1.0
SLC44A4,10,0.4688678864362139,1.0,0.05989919976612809,0.598991997661281,0.0090141454084474,0.09014145408447401,1.0,1.0,0.45153873360422003
TUBA3E,3,0.5329858964319857,1.0,0.04125124346094937,0.1237537303828481,0.3301370385488637,0.9904111156465911,1.0,0.5647844379781328,1.0
SLC44A5,10,0.24172750470817447,1.0,0.2982750147878692,1.0,0.004782851813617891,0.047828518136178916,1.0,1.0,0.28473247320142187
SLC45A1,8,0.2655522998517603,1.0,0.004409608338989359,0.03527686671191487,0.29336369278008306,1.0,1.0,0.22053338521780413,1.0
TTN-AS1,4,0.48811570983323277,1.0,0.19148016865805523,0.7659206746322209,0.15942962071469988,0.6377184828587995,1.0,1.0,1.0
SLC50A1,10,0.1623886233278807,1.0,0.00027661150990184987,0.0027661150990184987,0.856238190331006,1.0,1.0,0.029094872121507836,1.0
SLC52A1,10,0.14779191537984046,1.0,0.12404560599636684,1.0,0.2320961476091996,1.0,1.0,1.0,1.0
TTTY15,8,0.4182584443070211,1.0,0.31302057336897543,1.0,0.060974701718429086,0.4877976137474327,1.0,1.0,1.0
TMEM26-AS1,4,0.8125291004123076,1.0,0.1533019514527722,0.6132078058110888,0.23464001116176855,0.9385600446470742,1.0,1.0,1.0
TTTY14,10,0.11039832064390839,1.0,0.2520149450971932,1.0,0.02720431987769508,0.2720431987769508,1.0,1.0,0.9371085422844745
STOX2,10,0.2056439941645721,1.0,0.5707214788912863,1.0,0.004952814172817065,0.04952814172817065,1.0,1.0,0.2923588158108297
SLC60A2,9,0.14590006812686054,1.0,0.45419147163699786,1.0,0.0009134829937556404,0.008221346943800762,1.0,1.0,0.07213820442679553
SLC61A1,10,0.26608034544162334,1.0,0.6414633154083818,1.0,0.023796524034267286,0.23796524034267286,1.0,1.0,0.8683332849839775
SLC66A1,10,0.5309416235326734,1.0,0.022965241083677656,0.22965241083677657,0.32835921897281933,1.0,1.0,0.8521905637423522,1.0
TTTY13,9,0.2437873203270776,1.0,0.5479698000484067,1.0,0.019060783157476724,0.17154704841729052,1.0,1.0,0.7037964881774239
TTTY12,9,0.27032671032017946,1.0,0.2246560718371619,1.0,0.056881035400778775,0.511929318607009,1.0,1.0,1.0
SLC66A3,10,0.3035812434345898,1.0,0.00037275019550240174,0.0037275019550240176,0.6581633556040354,1.0,1.0,0.037216917001780564,1.0
SLC67A1,10,0.10929106963249267,1.0,0.2715207100588048,1.0,0.022001250340157638,0.22001250340157638,1.0,1.0,0.8248735325641272
TTTY11,9,0.5709598343139367,1.0,0.24025624786148547,1.0,0.13308722658333128,1.0,1.0,1.0,1.0
STOX1,10,0.3860765754848575,1.0,0.17465863161165077,1.0,0.029456297940309215,0.2945629794030922,1.0,1.0,0.9807045865977401
TTTY10,9,0.39240258886790264,1.0,0.06991200466254317,0.6292080419628886,0.05575156193282675,0.5017640573954407,1.0,1.0,1.0
TTTY1,9,0.6554019899884342,1.0,0.12806011007383222,1.0,0.07951679160980565,0.7156511244882509,1.0,1.0,1.0
TMEM265,4,0.38730594246152494,1.0,0.0434725138472125,0.17389005538885,0.7977933278406277,1.0,1.0,0.7147001437428203,1.0
SLC6A1,10,0.24456940968948604,1.0,0.005134728539616853,0.05134728539616853,0.09418362816404659,0.9418362816404658,1.0,0.29305609698005164,1.0
SLC6A10P,10,0.13043057570585717,1.0,0.004295072126763176,0.04295072126763176,0.5028322392241064,1.0,1.0,0.25717928283478164,1.0
SLC6A10PB,8,0.1437396664280348,1.0,0.03414914327098408,0.27319314616787266,0.5875533251790951,1.0,1.0,0.9469457450283928,1.0
SLC6A11,9,0.3313005799889249,1.0,0.3349655602933043,1.0,0.02384714101029723,0.21462426909267507,1.0,1.0,0.8118608216541666
SLC6A12,10,0.3208595780857425,1.0,0.30819402155062786,1.0,0.0038518065243817088,0.03851806524381709,1.0,1.0,0.24110581035073292
