dataset,library,Term,ES,NES,NOM p-val,FDR q-val,gene_set_size,n_leading_edge,Lead_genes,rank
GSE11223,Reactome_2022,Selenocysteine Synthesis R-HSA-2408557,0.625381394872043,2.7026949481797145,0.0,0.0,88,46,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;RPS25;RPS19;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;PSTK;RPS4Y2;SECISBP2,1
GSE11223,Reactome_2022,Peptide Chain Elongation R-HSA-156902,0.6228792790097633,2.6849021833699642,0.0,0.0,84,44,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;RPS25;RPS19;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2,2
GSE11223,Reactome_2022,Eukaryotic Translation Elongation R-HSA-156842,0.6170726080988702,2.679711575623756,0.0,0.0,88,45,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;RPS25;RPS19;EEF1B2;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2,3
GSE11223,Reactome_2022,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,0.5825462151297436,2.617785224685081,0.0,0.0,106,53,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;RPL7;RPL36;RPS3;SPCS1;RPS28;RPL39;RPL9;SRP54;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;SEC61G;SSR4;RPS25;SRPRA;RPS19;RPL21;SEC11C;RPL29;RPS20;RPL11;RPS27;RPL5;SSR2;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;SEC11A;RPS23;RPL22L1;RPS4Y1;SPCS3;RPS14;RPS24;RPS4Y2,4
GSE11223,Reactome_2022,Viral mRNA Translation R-HSA-192823,0.5858265491055056,2.5404940793817277,0.0,0.0,88,44,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;RPS25;RPS19;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2,5
GSE11223,Reactome_2022,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,0.5790948053233473,2.534362069515358,0.0,0.0,96,55,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;EIF3H;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;RPS25;RPS19;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;EIF3F;EIF3E;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2;RPL38;RPL32;EIF3L;EIF3D;RPL36AL;RPL10A;RPLP2;RPL27,6
GSE11223,Reactome_2022,Eukaryotic Translation Termination R-HSA-72764,0.5805433770128798,2.5045341133194783,0.0,0.0,87,45,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;RPS25;RPS19;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;RPS21;RPL36A;RPL3;RPS10;TRMT112;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2,7
GSE11223,Reactome_2022,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,0.5633134049134937,2.477795966710733,0.0,0.0,96,46,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;ASNS;RPS25;RPS19;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;RPS21;DDIT3;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2,8
GSE11223,Reactome_2022,Mitotic Metaphase And Anaphase R-HSA-2555396,-0.4924361461962855,-2.449861638160632,0.0,0.0,226,117,LMNA;TUBB8;KPNB1;BUB1B;ZWILCH;PSMD2;LEMD2;NUP98;PSMD3;SMC1A;NUDC;SKA1;TUBB;TUBB4B;RANGAP1;PSMC4;CDC20;SPC24;CENPI;CENPL;TUBA3D;AURKB;TUBB3;TUBB2A;PSMD11;PSME3;TUBA3C;ERCC6L;HDAC8;NDC1;PSMD7;PSMC3;ANKLE2;TUBA1C;NDE1;DYNLL1;UBE2I;UBC;TUBA4A;CKAP5;CHMP7;RCC1;RCC2;ZW10;PSMB5;ANAPC1;CC2D1B;PPP2R1B;PDS5B;PSMD13;ANAPC7;SEH1L;UBE2E1;PSMC1;PPP2R1A;KIF18A;PSME4;TUBA8;PSMA5;RANBP2;WAPL;KIF2C;PSMD12;CDC27;BIRC5;SGO2;SEC13;PSMB6;CDCA8;SPC25;TMPO;AHCTF1;BUB1;CHMP6;PPP2CA;PSMA6;NUP93;NDEL1;TUBA1B;PSMC5;PSMD9;CENPP;VRK1;TAOK1;PPP2R5E;CDCA5;ZWINT;NUP155;KNTC1;PPP2R5D;NDC80;MAD1L1;PSMB7;CENPF;CENPO;PSMB10;INCENP;DYNC1I2;CENPA;SPDL1;PSME2;XPO1;DYNC1LI1;DYNC1H1;NUF2;DYNC1LI2;BANF1;TNPO1;PSMD6;TUBA1A;ANAPC11;CCNB1;PPP2R5A;FBXO5;PSMB3;DYNLL2;NUP188,9
GSE11223,Reactome_2022,Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,-0.5619349870616576,-2.44713874862522,0.0,0.0,91,51,BUB1B;ZWILCH;NUP98;NUDC;SKA1;RANGAP1;CDC20;SPC24;CENPI;CENPL;AURKB;ERCC6L;NDE1;DYNLL1;CKAP5;RCC2;ZW10;PPP2R1B;SEH1L;PPP2R1A;KIF18A;RANBP2;KIF2C;BIRC5;SGO2;SEC13;CDCA8;SPC25;AHCTF1;BUB1;PPP2CA;NDEL1;CENPP;TAOK1;PPP2R5E;ZWINT;KNTC1;PPP2R5D;NDC80;MAD1L1;CENPF;CENPO;INCENP;DYNC1I2;CENPA;SPDL1;XPO1;DYNC1LI1;DYNC1H1;NUF2;DYNC1LI2,10
GSE11223,Reactome_2022,Mitotic Anaphase R-HSA-68882,-0.4916778175808404,-2.4465312937136976,0.0,0.0,225,116,LMNA;TUBB8;KPNB1;BUB1B;ZWILCH;PSMD2;LEMD2;NUP98;PSMD3;SMC1A;NUDC;SKA1;TUBB;TUBB4B;RANGAP1;PSMC4;CDC20;SPC24;CENPI;CENPL;TUBA3D;AURKB;TUBB3;TUBB2A;PSMD11;PSME3;TUBA3C;ERCC6L;HDAC8;NDC1;PSMD7;PSMC3;ANKLE2;TUBA1C;NDE1;DYNLL1;UBE2I;UBC;TUBA4A;CKAP5;CHMP7;RCC1;RCC2;ZW10;PSMB5;ANAPC1;CC2D1B;PPP2R1B;PDS5B;PSMD13;ANAPC7;SEH1L;UBE2E1;PSMC1;PPP2R1A;KIF18A;PSME4;TUBA8;PSMA5;RANBP2;WAPL;KIF2C;PSMD12;CDC27;BIRC5;SGO2;SEC13;PSMB6;CDCA8;SPC25;TMPO;AHCTF1;BUB1;CHMP6;PPP2CA;PSMA6;NUP93;NDEL1;TUBA1B;PSMC5;PSMD9;CENPP;VRK1;TAOK1;PPP2R5E;CDCA5;ZWINT;NUP155;KNTC1;PPP2R5D;NDC80;MAD1L1;PSMB7;CENPF;CENPO;PSMB10;INCENP;DYNC1I2;CENPA;SPDL1;PSME2;XPO1;DYNC1LI1;DYNC1H1;NUF2;DYNC1LI2;BANF1;TNPO1;PSMD6;TUBA1A;ANAPC11;CCNB1;PPP2R5A;PSMB3;DYNLL2;NUP188,11
GSE11223,Reactome_2022,RHO GTPases Activate Formins R-HSA-5663220,-0.5299702006882853,-2.4338614748092864,0.0,0.0,116,64,BUB1B;SRF;ZWILCH;NUP98;NUDC;SKA1;RANGAP1;ACTG1;CDC20;SPC24;CENPI;CENPL;DIAPH1;AURKB;ERCC6L;NDE1;DYNLL1;CKAP5;RCC2;ZW10;PPP2R1B;DVL2;SEH1L;RHOD;PPP2R1A;KIF18A;FMNL3;MRTFA;RANBP2;KIF2C;BIRC5;SGO2;SEC13;CDCA8;SPC25;AHCTF1;BUB1;PPP2CA;DIAPH3;NDEL1;CENPP;TAOK1;PPP2R5E;ZWINT;KNTC1;PPP2R5D;NDC80;MAD1L1;CENPF;CENPO;INCENP;SCAI;DYNC1I2;CENPA;SPDL1;XPO1;DYNC1LI1;DYNC1H1;NUF2;RHOB;PFN1;DYNC1LI2;FMNL1;SRGAP2,12
GSE11223,Reactome_2022,EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,-0.5531183527777528,-2.4332442195487864,0.0,0.0,95,51,BUB1B;ZWILCH;NUP98;NUDC;SKA1;RANGAP1;CDC20;SPC24;CENPI;CENPL;AURKB;ERCC6L;NDE1;DYNLL1;CKAP5;RCC2;ZW10;PPP2R1B;SEH1L;PPP2R1A;KIF18A;RANBP2;KIF2C;BIRC5;SGO2;SEC13;CDCA8;SPC25;AHCTF1;BUB1;PPP2CA;NDEL1;CENPP;TAOK1;PPP2R5E;ZWINT;KNTC1;PPP2R5D;NDC80;MAD1L1;CENPF;CENPO;INCENP;DYNC1I2;CENPA;SPDL1;XPO1;DYNC1LI1;DYNC1H1;NUF2;DYNC1LI2,13
GSE11223,Reactome_2022,Resolution Of Sister Chromatid Cohesion R-HSA-2500257,-0.5451437733623207,-2.429540680310201,0.0,0.0,104,56,BUB1B;ZWILCH;NUP98;SMC1A;NUDC;SKA1;RANGAP1;CDC20;SPC24;CENPI;CENPL;AURKB;ERCC6L;HDAC8;NDE1;DYNLL1;CKAP5;RCC2;ZW10;PPP2R1B;PDS5B;SEH1L;PPP2R1A;KIF18A;RANBP2;WAPL;KIF2C;BIRC5;SGO2;SEC13;CDCA8;SPC25;AHCTF1;BUB1;PPP2CA;NDEL1;CENPP;TAOK1;PPP2R5E;CDCA5;ZWINT;KNTC1;PPP2R5D;NDC80;MAD1L1;CENPF;CENPO;INCENP;DYNC1I2;CENPA;SPDL1;XPO1;DYNC1LI1;DYNC1H1;NUF2;DYNC1LI2,14
GSE11223,Reactome_2022,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,0.555342041939855,2.405859313336979,0.0,0.0,90,46,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;PABPC1;RPL15;RPS3A;RPL30;RPS25;RPS19;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;NCBP2;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2,15
GSE11223,Reactome_2022,Separation Of Sister Chromatids R-HSA-2467813,-0.48819582790656657,-2.322896222717455,0.0,0.00018703041484709776,167,81,BUB1B;ZWILCH;PSMD2;NUP98;PSMD3;SMC1A;NUDC;SKA1;RANGAP1;PSMC4;CDC20;SPC24;CENPI;CENPL;AURKB;PSMD11;PSME3;ERCC6L;HDAC8;PSMD7;PSMC3;NDE1;DYNLL1;UBC;CKAP5;RCC2;ZW10;PSMB5;ANAPC1;PPP2R1B;PDS5B;PSMD13;ANAPC7;SEH1L;UBE2E1;PSMC1;PPP2R1A;KIF18A;PSME4;PSMA5;RANBP2;WAPL;KIF2C;PSMD12;CDC27;BIRC5;SGO2;SEC13;PSMB6;CDCA8;SPC25;AHCTF1;BUB1;PPP2CA;PSMA6;NDEL1;PSMC5;PSMD9;CENPP;TAOK1;PPP2R5E;CDCA5;ZWINT;KNTC1;PPP2R5D;NDC80;MAD1L1;PSMB7;CENPF;CENPO;PSMB10;INCENP;DYNC1I2;CENPA;SPDL1;PSME2;XPO1;DYNC1LI1;DYNC1H1;NUF2;DYNC1LI2,16
GSE11223,Reactome_2022,Selenoamino Acid Metabolism R-HSA-2408522,0.5097081567857223,2.293780983290721,0.0,7.046061045596375e-05,111,48,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;LARS1;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;RPS25;RPS19;RPL21;RPL29;RPS20;RPL11;RPS27;HNMT;RPL5;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;PSTK;RPS4Y2;SECISBP2,17
GSE11223,Reactome_2022,Mitotic Spindle Checkpoint R-HSA-69618,-0.5052995102464506,-2.289445892380529,0.0,0.00016365161299121053,108,55,BUB1B;ZWILCH;NUP98;NUDC;SKA1;RANGAP1;CDC20;SPC24;CENPI;CENPL;AURKB;ERCC6L;NDE1;DYNLL1;CKAP5;RCC2;ZW10;ANAPC1;PPP2R1B;ANAPC7;SEH1L;UBE2E1;PPP2R1A;KIF18A;RANBP2;KIF2C;CDC27;BIRC5;SGO2;SEC13;CDCA8;SPC25;AHCTF1;BUB1;PPP2CA;NDEL1;CENPP;TAOK1;PPP2R5E;ZWINT;KNTC1;PPP2R5D;NDC80;MAD1L1;CENPF;CENPO;INCENP;DYNC1I2;CENPA;SPDL1;XPO1;DYNC1LI1;DYNC1H1;NUF2;DYNC1LI2,18
GSE11223,Reactome_2022,Nuclear Envelope (NE) Reassembly R-HSA-2995410,-0.5488818280236616,-2.2849450683123145,0.0,0.00014546810043663158,71,31,LMNA;TUBB8;KPNB1;LEMD2;NUP98;TUBB;TUBB4B;RANGAP1;TUBA3D;TUBB3;TUBB2A;TUBA3C;NDC1;ANKLE2;TUBA1C;UBE2I;TUBA4A;CHMP7;RCC1;CC2D1B;SEH1L;PPP2R1A;TUBA8;SEC13;TMPO;AHCTF1;CHMP6;PPP2CA;NUP93;TUBA1B;VRK1,19
GSE11223,Reactome_2022,L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,0.4994177670366472,2.2240022136638857,0.0,0.0001921653012435375,106,48,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;EIF3H;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;PABPC1;RPL15;RPS3A;RPL30;RPS25;RPS19;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;EIF3F;EIF3E;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2,20
GSE11223,Reactome_2022,GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,0.4906256296316,2.191774673803885,0.0,0.0004110202276597885,107,56,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;EIF3H;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;RPS25;RPS19;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;EIF3F;EIF3E;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2;EIF5;RPL38;RPL32;EIF3L;EIF3D;RPL36AL;RPL10A;RPLP2;RPL27,21
GSE11223,Reactome_2022,Transport Of Mature Transcript To Cytoplasm R-HSA-72202,-0.5108654148642477,-2.1752325624598083,0.0,0.0014401341943226526,82,34,CPSF4;U2AF1;NUP98;EIF4E;CPSF1;ALYREF;U2AF2;RNPS1;U2AF1L4;THOC1;DHX38;NDC1;THOC5;GLE1;SRSF9;NXF1;EIF4A3;WDR33;DDX39B;SEH1L;NUP214;SRSF1;SRSF2;RANBP2;NUP88;SEC13;NUP42;RBM8A;NUP93;SRRM1;DDX39A;THOC6;POLDIP3;NUP155,22
GSE11223,Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,0.48057569878919476,2.171788179526889,0.0,0.00043360375665208465,114,51,RPL34;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;RPS27A;EIF3H;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;PABPC1;RPL15;RPS3A;RPL30;EIF2B2;RPS25;RPS19;EIF2B3;RPL21;RPL29;RPS20;RPL11;RPS27;RPL5;EIF3F;EIF3E;RPS21;RPL36A;RPL3;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2;EIF5,23
GSE11223,Reactome_2022,SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,0.569830592719936,2.1615517884532696,0.0,0.0006542770970910919,46,25,RPS29;RPS13;RPS12;RPS27A;RPS3;RPS28;SNRPE;RPS9;RPS15A;RPS15;RPS3A;RPS25;RPS19;RPS20;RPS27;RPS21;GEMIN2;RPS10;SNRPG;RPS7;RPS23;RPS4Y1;RPS14;RPS24;RPS4Y2,24
GSE11223,Reactome_2022,"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",0.5560533789795598,2.1456806924033316,0.0,0.0007985535851675892,49,25,RPS29;RPS13;RPS12;RPS27A;EIF3H;RPS3;RPS28;RPS9;RPS15A;RPS15;RPS3A;RPS25;RPS19;RPS20;RPS27;EIF3F;EIF3E;RPS21;RPS10;RPS7;RPS23;RPS4Y1;RPS14;RPS24;RPS4Y2,25
GSE11223,Reactome_2022,Acetylcholine Regulates Insulin Secretion R-HSA-399997,-0.8215285258036781,-2.126659439889816,0.0,0.0035705806470809572,10,3,PLCB3;CHRM3;GNA11,26
GSE11223,Reactome_2022,mRNA 3-End Processing R-HSA-72187,-0.5310176105273176,-2.124458863447759,0.0,0.0033821333351516845,58,27,CPSF4;U2AF1;CPSF1;ALYREF;U2AF2;RNPS1;U2AF1L4;THOC1;DHX38;THOC5;SRSF9;CPSF7;EIF4A3;CSTF2T;WDR33;DDX39B;SRSF1;SRSF2;CPSF6;PCF11;RBM8A;PAPOLA;SRRM1;DDX39A;THOC6;CSTF2;POLDIP3,27
GSE11223,Reactome_2022,Fatty Acids Bound To GPR40 (FFAR1) Regulate Insulin Secretion R-HSA-434316,-0.8724318467416416,-2.093591242995881,0.0,0.005035434245883401,8,2,PLCB3;GNA11,28
GSE11223,Reactome_2022,Sealing Of Nuclear Envelope (NE) By ESCRT-III R-HSA-9668328,-0.615403248366959,-2.09148294119399,0.0,0.004769275578600993,27,15,TUBB8;LEMD2;TUBB;TUBB4B;TUBA3D;TUBB3;TUBB2A;TUBA3C;TUBA1C;TUBA4A;CHMP7;CC2D1B;TUBA8;CHMP6;TUBA1B,29
GSE11223,Reactome_2022,tRNA Aminoacylation R-HSA-379724,-0.56473722356504,-2.0888818361162107,0.0,0.004800447314408843,42,24,CARS2;YARS1;CARS1;FARSA;TARS1;LARS2;VARS2;AARS1;QARS1;HARS1;KARS1;EARS2;AARS2;AIMP2;GARS1;MARS2;AIMP1;EPRS1;DARS2;SARS2;RARS1;FARSB;VARS1;YARS2,30
GSE11223,Reactome_2022,Cellular Response To Starvation R-HSA-9711097,0.44153662318432557,2.080274496528841,0.0,0.0018936289060040258,147,68,RPL34;ATP6V0E1;RPL37;RPS29;RPL12;RPL37A;RPL18A;RPS13;RPS12;ATP6V1F;RPS27A;RPL7;RPL36;RPS3;RPS28;RPL39;RPL9;RPL23A;RPS9;RPS15A;RPS15;RPL31;RPL13A;RPL15;RPS3A;RPL30;ASNS;ATP6V0D2;RPS25;SLC38A9;RPS19;RPL21;ATP6V1G3;ATP6V1C2;RPL29;RPS20;FLCN;RPL11;RPS27;RPL5;RPS21;DDIT3;RPL36A;ATP6V0E2;RPL3;LAMTOR5;RPS10;RPS7;RPL18;RPS23;RPL22L1;RPS4Y1;RPS14;RPS24;RPS4Y2;RRAGD;RPL38;WDR24;RPL32;ATP6V1H;RHEB;RPL36AL;RPL10A;RPLP2;RPL27;TRIB3;ATP6V1A;IMPACT,31
GSE11223,Reactome_2022,Mitotic Prometaphase R-HSA-68877,-0.43061002584181246,-2.0761720946881916,0.0,0.005400503228709949,182,87,HAUS5;BUB1B;ZWILCH;NUP98;SMC1A;NUDC;SKA1;CEP152;TUBB;TUBB4B;RANGAP1;CDC20;SMC4;SPC24;CENPI;CENPL;AURKB;NUMA1;ERCC6L;HDAC8;TUBGCP6;NDE1;DYNLL1;HAUS2;TUBA4A;CKAP5;PLK4;RCC2;ZW10;CSNK1E;PPP2R1B;PDS5B;TUBGCP3;ACTR1A;MZT2B;SSNA1;SEH1L;ODF2;PPP2R1A;KIF18A;NEK2;RANBP2;WAPL;KIF2C;BIRC5;SGO2;SEC13;HSP90AA1;CDCA8;SPC25;CEP131;AHCTF1;BUB1;TUBGCP2;PPP2CA;NDEL1;NCAPH;CENPP;TAOK1;PPP2R5E;CDCA5;ZWINT;HAUS6;KNTC1;PPP2R5D;NDC80;MAD1L1;CENPF;CENPO;INCENP;DYNC1I2;CENPA;SPDL1;DCTN1;XPO1;DYNC1LI1;DYNC1H1;NUF2;DYNC1LI2;CEP43;TUBA1A;TUBGCP4;CNTRL;CCNB1;PPP2R5A;DYNLL2;NEDD1,32
GSE11223,Reactome_2022,Initial Triggering Of Complement R-HSA-166663,0.67999438034358,2.0666348020315386,0.0018315018315018315,0.002196713149509458,19,14,C1QB;COLEC11;C1QA;MASP2;C1S;C1R;C1QC;GZMM;FCN1;C3;FCN2;COLEC10;FCN3;MBL2,33
GSE11223,Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",-0.37951837533680566,-2.0646133986627104,0.0,0.005775939282042725,507,225,LMNA;CCND2;HAUS5;TUBB8;CCND1;KPNB1;BUB1B;AKT1;ZWILCH;CDK2;TFDP1;PSMD2;MCM4;LEMD2;NUP98;PSMD3;SMC1A;CDC25A;NUDC;RAB8A;SKA1;CEP152;TUBB;TUBB4B;RANGAP1;PSMC4;CDC20;H3-4;CCND3;SMC4;SPC24;CENPI;CENPL;CTDNEP1;RRM2;TUBA3D;E2F2;AURKB;FOXM1;CDKN1A;TUBB3;TUBB2A;CCNE2;PSMD11;PSME3;CDT1;TUBA3C;NUMA1;ERCC6L;HDAC8;TUBGCP6;NDC1;H3-3B;PSMD7;PSMC3;ANKLE2;GINS1;TUBA1C;H2AJ;H3C7;NDE1;TP53;DYNLL1;E2F3;E2F4;UBE2I;SLC19A1;HAUS2;UBC;TUBA4A;POLD2;CKAP5;KMT5A;CHMP7;ENSA;BORA;PPP2R2D;RCC1;PLK4;RCC2;ZW10;CUL1;PSMB5;MAPK3;ANAPC1;CSNK1E;CC2D1B;PPP2R1B;PDS5B;TUBGCP3;NCAPH2;ACTR1A;MZT2B;SSNA1;PSMD13;ANAPC7;SEH1L;PKMYT1;GTSE1;NUP214;UBE2E1;H2AX;CDK11B;PSMC1;ODF2;POLA2;PPP2R1A;RPA4;KIF18A;PSME4;MCM10;NEK2;NCAPD3;TUBA8;PSMA5;TOP2A;LIN54;E2F1;POLD1;RANBP2;KIF20A;WAPL;KIF2C;PSMD12;CDC27;MCM7;DNA2;CDC7;BIRC5;NUP88;SGO2;SEC13;HSP90AA1;PSMB6;HSP90AB1;CDCA8;NUP42;H2AC14;SPC25;CEP131;NIPBL;FKBPL;TMPO;AHCTF1;BUB1;CHMP6;JAK2;TUBGCP2;PPP2CA;CCNE1;PSMA6;NUP93;NDEL1;TUBA1B;PSMC5;BTRC;NCAPH;PSMD9;CENPP;VRK1;TAOK1;PPP2R5E;CDCA5;ZWINT;HAUS6;NUP155;KNTC1;PPP2R5D;NDC80;ESCO2;CDC25C;MAD1L1;H2AC4;PPME1;CDC6;PSMB7;FBXW11;CENPF;NCAPG2;CENPO;H2AC6;PSMB10;INCENP;HDAC1;DYNC1I2;POLR1B;CENPA;SPDL1;TPX2;PSME2;DCTN1;XPO1;DYNC1LI1;MCM8;DYNC1H1;NUF2;DYNC1LI2;CEP43;BANF1;MCPH1;H2AZ1;TNPO1;AJUBA;MYC;PSMD6;MCM5;FEN1;PRIM2;LRIG1;TUBA1A;ANAPC11;PHLDA1;TUBGCP4;RAB1A;TK1;RFC2;CNTRL;CCNB1;PPP2R5A;FBXO5;PSMB3;DYNLL2;MCM6;NEDD1;NUP188,34
GSE11223,Reactome_2022,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,-0.41047956966526233,-2.063944453600372,0.0,0.005600521866810316,240,88,CPSF4;LSM4;SRRT;SNRPA;U2AF1;GTF2F1;PRPF31;NUP98;EIF4E;CPSF1;ALYREF;CD2BP2;POLR2E;U2AF2;RNPS1;SART1;SF3B2;U2AF1L4;PTBP1;PRPF40A;THOC1;SNRNP70;DHX38;NDC1;SUGP1;THOC5;RBM42;SNRNP35;ZRSR2;RBM22;DHX9;PHF5A;GLE1;SRSF9;CPSF7;NXF1;EIF4A3;METTL3;CSTF2T;WDR33;POLR2F;ELAVL1;DDX23;HNRNPF;DDX39B;SEH1L;NUP214;LSM7;SF3B5;PRPF38A;SRSF1;HNRNPA0;CWC25;HNRNPU;SRSF2;PRCC;RANBP2;CPSF6;NUP88;HSPA8;SEC13;POLR2D;PCF11;NUP42;SNRNP25;RBM8A;SNRPB;FUS;EFTUD2;TFIP11;NUP93;PAPOLA;PDCD7;TRA2B;SRRM1;DDX39A;SF3A3;THOC6;CSTF2;POLDIP3;ELAVL2;HNRNPD;POLR2L;NUP155;PRPF19;DNAJC8;CHERP;HNRNPK,35
GSE11223,Reactome_2022,Degradation Of Beta-Catenin By Destruction Complex R-HSA-195253,-0.47918394763754124,-2.063774416765193,0.0,0.005305757558030826,83,41,AXIN1;PSMD2;PSMD3;PSMC4;CTBP1;TLE1;AXIN2;PSMD11;PSME3;PSMD7;TLE2;PSMC3;UBC;TLE5;CUL1;PSMB5;CSNK1A1;PPP2R1B;FRAT2;PSMD13;PSMC1;PPP2R1A;PSME4;PSMA5;CTBP2;ZRANB1;PSMD12;PSMB6;PPP2CA;PSMA6;PSMC5;BTRC;PSMD9;PPP2R5E;TLE3;PPP2R5D;PSMB7;PSMB10;HDAC1;FRAT1;PSME2,36
