library,term,gene,n_datasets_in_lead,n_datasets_tested,lead_frequency,gene_hedges_g,gene_q_value,gene_direction,gene_datasets
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPS2,1,3,0.3333333333333333,0.47825442752152597,0.7191408208772131,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPS11,1,3,0.3333333333333333,0.5769677254472582,0.6910224777500956,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF3B,1,3,0.3333333333333333,0.37278487886324213,0.8069257967490329,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF4A1,1,3,0.3333333333333333,0.29726545631237666,0.8381297043219725,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,UBA52,1,3,0.3333333333333333,0.4843264671794854,0.6657482273045163,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPL32,1,3,0.3333333333333333,0.4227314268518856,0.6730510702099108,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPL27,1,3,0.3333333333333333,0.5384497056515205,0.5494607350877525,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF2S3,1,3,0.3333333333333333,0.3518457964294038,0.6873984375534021,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPL38,1,3,0.3333333333333333,0.3024835594167375,0.708001610716432,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPS16,1,3,0.3333333333333333,0.37961307455350396,0.4656911246761009,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF3C,1,3,0.3333333333333333,0.2041451405725087,0.7693104269569179,down,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPL39L,1,3,0.3333333333333333,0.3585216963674438,0.6711031441623884,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPLP1,1,3,0.3333333333333333,0.18543350950153045,0.7688120718012305,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPL35,1,3,0.3333333333333333,0.27138001186603344,0.6048222475114706,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF4G1,1,3,0.3333333333333333,0.0370597786135437,0.976441321958867,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPL10A,1,3,0.3333333333333333,0.18437909909916111,0.7159502646279716,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPL35A,1,3,0.3333333333333333,0.2577310198488836,0.8238867558631391,up,2
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF3I,1,3,0.3333333333333333,0.0715474578828983,0.8820693180200774,down,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF3D,1,3,0.3333333333333333,0.27281239955711384,0.4316835234041752,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF3M,1,3,0.3333333333333333,0.11990604923789774,0.752376081316546,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF5B,1,3,0.3333333333333333,0.003520779550448251,0.9946889087336308,down,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF4B,1,3,0.3333333333333333,0.07757632530589564,0.8681627958669694,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF4A2,1,3,0.3333333333333333,0.02282053056775223,0.958666192337424,down,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF2B4,1,3,0.3333333333333333,-0.049620931448939816,0.9354761423684245,down,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPL36AL,1,3,0.3333333333333333,0.19130554065728567,0.6340328588381325,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPL14,1,3,0.3333333333333333,0.09401463267453648,0.8094443207317642,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,EIF4E,1,3,0.3333333333333333,0.0186182636290213,0.9856185294478017,up,3
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,RPL28,1,3,0.3333333333333333,0.1369332865313219,0.7202753286753111,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,AREG,3,3,1.0,0.37270911337685586,0.7333118603438397,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,LMAN2L,2,3,0.6666666666666666,0.12090486145310568,0.9229844263325896,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,SEC24C,2,3,0.6666666666666666,0.05675518218922584,0.9658397713001589,down,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,SERPINA1,2,3,0.6666666666666666,0.794447779866621,0.0001780088390727983,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,SEC24D,2,3,0.6666666666666666,0.753840643165783,0.5736360557901207,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,STX5,2,3,0.6666666666666666,0.8945503312664888,0.6076519219401352,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,MCFD2,2,3,0.6666666666666666,0.387244526414885,0.6654604244981202,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,PREB,2,3,0.6666666666666666,0.38069428744743494,0.6286028087541354,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,SEC22B,1,3,0.3333333333333333,-0.09624871780727726,0.8810912662819931,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,SEC24A,1,3,0.3333333333333333,-0.02850849004643102,0.9621641414724811,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,TGFA,1,3,0.3333333333333333,-0.6949598091856537,0.5011265558862165,down,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,CTSZ,1,3,0.3333333333333333,0.00033044025485910093,0.9998784719856275,down,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,COL7A1,1,3,0.3333333333333333,0.21103499080016613,0.7475743410346031,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,LMAN1,1,3,0.3333333333333333,0.29120803712369037,0.6286956527457659,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,CD59,1,3,0.3333333333333333,0.16266202753713568,0.6745694239821644,up,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,TMED2,1,3,0.3333333333333333,0.03971949744669107,0.942317644482822,down,3
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,CNIH2,1,3,0.3333333333333333,0.3107903886144461,0.6454897535230306,up,3
Reactome_2022,Carnitine Metabolism R-HSA-200425,CPT1A,3,3,1.0,-0.7518862890736651,0.6368348569891181,down,3
Reactome_2022,Carnitine Metabolism R-HSA-200425,SLC25A20,3,3,1.0,-1.0214027814418125,0.6518162089814861,down,3
Reactome_2022,Carnitine Metabolism R-HSA-200425,SLC22A5,3,3,1.0,-0.8521181619099047,0.6561473218583076,down,3
Reactome_2022,Carnitine Metabolism R-HSA-200425,CPT2,3,3,1.0,-0.918234915023836,0.4857666485957288,down,3
Reactome_2022,Carnitine Metabolism R-HSA-200425,PPARD,2,3,0.6666666666666666,-0.7805931807438374,0.7057425794750142,down,3
Reactome_2022,Carnitine Metabolism R-HSA-200425,MID1IP1,1,3,0.3333333333333333,0.2207718733496942,0.8807914302768239,up,3
Reactome_2022,Carnitine Metabolism R-HSA-200425,PRKAA2,1,3,0.3333333333333333,0.07642196743742066,0.9126088311124666,up,3
Reactome_2022,Carnitine Metabolism R-HSA-200425,THRSP,1,3,0.3333333333333333,-0.09113163603353591,0.8990009349870298,down,3
Reactome_2022,Carnitine Metabolism R-HSA-200425,RXRA,1,3,0.3333333333333333,0.066582713083406,0.9274049025796787,up,3
Reactome_2022,Carnitine Metabolism R-HSA-200425,PRKAB2,1,3,0.3333333333333333,-0.448534210107196,0.6745694239821644,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD11,3,3,1.0,-0.4410787936279881,0.08750343486866329,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD7,3,3,1.0,-0.38744256426706203,0.16577822042160253,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,BUB1B,2,3,0.6666666666666666,-0.517155681999961,0.029529147102922558,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD2,2,3,0.6666666666666666,-0.3784376868533114,0.640346253494088,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMC4,2,3,0.6666666666666666,-0.36846963448763265,0.20103361937859487,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,CDC20,2,3,0.6666666666666666,-0.38018404578588094,0.1803450685010206,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,ANAPC7,2,3,0.6666666666666666,-0.2230758197487821,0.5625997768533711,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMA6,2,3,0.6666666666666666,-0.1893958594803881,0.6363875510663858,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,CDC23,2,3,0.6666666666666666,-0.3186003088445234,0.5262929993937134,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,ANAPC5,2,3,0.6666666666666666,-0.5696154156254886,0.6957180016797391,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,CCNA2,2,3,0.6666666666666666,-0.21822725871282778,0.6314988687803404,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,BUB3,2,3,0.6666666666666666,-0.19661051009001443,0.7720784721227665,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMA2,2,3,0.6666666666666666,-0.22573528508776572,0.7604314228499922,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD3,1,3,0.3333333333333333,-0.24529056455288978,0.6580694586744877,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSME3,1,3,0.3333333333333333,-0.29138249609316164,0.38545254639487264,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMC3,1,3,0.3333333333333333,-0.18688427246434747,0.6649849624539158,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,UBC,1,3,0.3333333333333333,-0.04928391821476925,0.9430069129968032,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMB5,1,3,0.3333333333333333,-0.10010209269744344,0.8400516141939639,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,ANAPC1,1,3,0.3333333333333333,-0.24505491738446417,0.5024891107913311,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD13,1,3,0.3333333333333333,-0.23750284952591175,0.5241821680335146,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,UBE2E1,1,3,0.3333333333333333,-0.13206624441462494,0.7594832099508781,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMC1,1,3,0.3333333333333333,-0.24356787398224267,0.5059713534954614,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSME4,1,3,0.3333333333333333,-0.12046241043036889,0.7734711934793586,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMA5,1,3,0.3333333333333333,-0.04307227781732573,0.9412868820442865,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD12,1,3,0.3333333333333333,0.16044971057169533,0.8283462451444003,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,CDC27,1,3,0.3333333333333333,0.04555179123254564,0.948474388981817,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMB6,1,3,0.3333333333333333,0.020536897046128974,0.9782279768435495,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMC5,1,3,0.3333333333333333,-0.14141248128316392,0.7121653317930533,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD9,1,3,0.3333333333333333,-0.12002125375097497,0.752376081316546,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,ANAPC15,1,3,0.3333333333333333,-0.215322401312599,0.7035514690325995,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,MAD2L1,1,3,0.3333333333333333,-0.2256259303860321,0.630201690798171,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,ANAPC2,1,3,0.3333333333333333,-0.1742862076272761,0.663463797865605,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMF1,1,3,0.3333333333333333,0.0009446811273683131,0.9984635817014167,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,CDK1,1,3,0.3333333333333333,-0.11739090286357294,0.7578502104151992,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,UBE2C,1,3,0.3333333333333333,-0.08118142030863396,0.8355209514520924,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD10,1,3,0.3333333333333333,-0.45055057179079244,0.7311247297426786,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMC6,1,3,0.3333333333333333,-0.37516768839238385,0.7680608612636327,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMA3,1,3,0.3333333333333333,-0.38939130104042236,0.7463783538659065,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,ANAPC4,1,3,0.3333333333333333,-0.3612347980714428,0.7615303963889992,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMA7,1,3,0.3333333333333333,-0.29140001947776956,0.7399141289898692,down,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMA1,1,3,0.3333333333333333,-0.17695506270416234,0.8677786742875507,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,ANAPC16,1,3,0.3333333333333333,0.0485215323384231,0.9533473776376121,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD5,1,3,0.3333333333333333,0.125285812740501,0.9191285699889596,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD14,1,3,0.3333333333333333,0.037884153168994676,0.9385822591617469,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,CCNA1,1,3,0.3333333333333333,-0.03349299138114621,0.9556504193366417,up,3
Reactome_2022,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,PSMD6,1,3,0.3333333333333333,-0.11459474142297285,0.7629158300646474,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,BUB1B,3,3,1.0,-0.517155681999961,0.029529147102922558,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,MCM4,3,3,1.0,-0.5420514694196155,0.022020414038423728,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,NSD2,3,3,1.0,-0.628115748487588,0.004042583542015225,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CENPL,3,3,1.0,-0.4006964181587307,0.14183957273573627,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PSMD11,3,3,1.0,-0.4410787936279881,0.08750343486866329,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PSMD7,3,3,1.0,-0.38744256426706203,0.16577822042160253,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PPP2R1B,3,3,1.0,-0.5698485002759154,0.3178539471369539,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,RMI2,3,3,1.0,-0.3718153807327833,0.19461578000362495,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,KIF18A,3,3,1.0,-0.3737317589335045,0.19085975638201544,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,WRN,3,3,1.0,-0.33386603716285274,0.3178539471369539,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CHEK2,3,3,1.0,-0.25028090629530075,0.48922423302679313,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,ZWINT,3,3,1.0,-0.2543959631197882,0.4804624911617351,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PPP2R5D,3,3,1.0,-0.24215432400844755,0.5108602921659648,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,SPDL1,3,3,1.0,-0.2804572618239894,0.4124938818346612,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,NUF2,3,3,1.0,-0.39653455707788265,0.47337076571809833,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,YWHAB,3,3,1.0,-0.270516638668106,0.45251586973762925,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,DYNC1LI2,3,3,1.0,-0.5349026753089541,0.5363853520317097,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,RFC2,3,3,1.0,-0.47821958251027574,0.4068302923185611,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PSMD2,2,3,0.6666666666666666,-0.3784376868533114,0.640346253494088,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,NUP98,2,3,0.6666666666666666,-0.008039593819746036,0.9956295056796588,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PSMC4,2,3,0.6666666666666666,-0.36846963448763265,0.20103361937859487,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CDC20,2,3,0.6666666666666666,-0.38018404578588094,0.1803450685010206,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CENPI,2,3,0.6666666666666666,-0.26629754445291176,0.6122043965037394,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,KAT5,2,3,0.6666666666666666,-0.28394960246567796,0.553047204728014,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CDKN1A,2,3,0.6666666666666666,-0.21927903287879702,0.6820214676583028,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CCNE2,2,3,0.6666666666666666,-0.4724896946485784,0.6236572001169469,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,TP53,2,3,0.6666666666666666,-0.053044294686234804,0.9701584201901527,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,DYNLL1,2,3,0.6666666666666666,-0.30032000423181926,0.36682082270680977,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,ZW10,2,3,0.6666666666666666,-0.3098246383660038,0.340601016148196,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,RMI1,2,3,0.6666666666666666,-0.3523658442526675,0.23513939468875333,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,ANAPC7,2,3,0.6666666666666666,-0.2230758197487821,0.5625997768533711,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,SEH1L,2,3,0.6666666666666666,-0.24904118640564468,0.49343303048535947,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PSMC1,2,3,0.6666666666666666,-0.24356787398224267,0.5059713534954614,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,BRCA1,2,3,0.6666666666666666,-0.24162122314972123,0.5125841204081691,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,KIF2C,2,3,0.6666666666666666,-0.2382704029682603,0.5215043068395375,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,TP53BP1,2,3,0.6666666666666666,0.3755205922273624,0.8464170036000869,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,MCM7,2,3,0.6666666666666666,-0.2817047983383735,0.4093575245158823,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,DNA2,2,3,0.6666666666666666,-0.32051712038246827,0.3178539471369539,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CDC7,2,3,0.6666666666666666,-0.24596215341418895,0.49995301309677187,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,SGO2,2,3,0.6666666666666666,-0.25139446437922025,0.4869813655882666,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CDCA8,2,3,0.6666666666666666,-0.2351948173127229,0.5315116738315637,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,SPC25,2,3,0.6666666666666666,-0.22758732728282569,0.5488455994221894,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,BUB1,2,3,0.6666666666666666,-0.2654409850430614,0.4530663949043467,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PSMA6,2,3,0.6666666666666666,-0.1893958594803881,0.6363875510663858,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,TAOK1,2,3,0.6666666666666666,0.007417671966341243,0.994496584121772,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,KNTC1,2,3,0.6666666666666666,-0.23762184127691366,0.5241821680335146,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,NDC80,2,3,0.6666666666666666,-0.21782204292787816,0.5791765889897127,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CDC25C,2,3,0.6666666666666666,-0.2519279074353733,0.4857666485957288,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CENPF,2,3,0.6666666666666666,-0.33767760597461205,0.4238257417228941,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CENPO,2,3,0.6666666666666666,-0.22766584563343878,0.549008864747241,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CHEK1,2,3,0.6666666666666666,-0.19209802550912675,0.6324545210857196,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CENPA,2,3,0.6666666666666666,-0.3295444162329176,0.43855426371753825,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,MCM8,2,3,0.6666666666666666,-0.43834648740732896,0.6421767888933572,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PSMD6,2,3,0.6666666666666666,-0.11459474142297285,0.7629158300646474,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,UBE2N,2,3,0.6666666666666666,-0.1954471691472842,0.6286028087541354,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CCNB1,2,3,0.6666666666666666,-0.2102803375597724,0.5981020453955073,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PPP2R5A,2,3,0.6666666666666666,-0.3483730503616236,0.5454229768946843,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,TOPBP1,2,3,0.6666666666666666,-0.26433739218965646,0.5224221372724309,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,BRIP1,2,3,0.6666666666666666,-0.15968389235776798,0.679767010822307,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,YWHAQ,2,3,0.6666666666666666,-0.49386685539261493,0.6297571760453181,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CENPU,2,3,0.6666666666666666,-0.3671536712107662,0.6531580563946616,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,MRE11,2,3,0.6666666666666666,-0.3062799091322606,0.6836563898822645,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,RPA3,2,3,0.6666666666666666,-0.18007545359047392,0.8345903026140225,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CDC23,2,3,0.6666666666666666,-0.3186003088445234,0.5262929993937134,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CENPE,2,3,0.6666666666666666,-0.2802158594989097,0.5676726732692847,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,ANAPC5,2,3,0.6666666666666666,-0.5696154156254886,0.6957180016797391,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,RAD50,2,3,0.6666666666666666,-0.4496193599568198,0.5790596639820574,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,RFC5,2,3,0.6666666666666666,-0.28182136777275657,0.643919051487004,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,ORC4,2,3,0.6666666666666666,-0.2634521515627513,0.6266868320051492,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CCNA2,2,3,0.6666666666666666,-0.21822725871282778,0.6314988687803404,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,UBE2V2,2,3,0.6666666666666666,-0.38037765380600935,0.59210376946145,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,BRCC3,2,3,0.6666666666666666,-0.40892228229177574,0.5224221372724309,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,BUB3,2,3,0.6666666666666666,-0.19661051009001443,0.7720784721227665,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,YWHAE,2,3,0.6666666666666666,-0.20690433647644954,0.8148205079362796,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,DSN1,2,3,0.6666666666666666,-0.2536790719086482,0.6321083039240325,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,RAD17,2,3,0.6666666666666666,-0.3381846185565552,0.7182581789230885,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PAFAH1B1,2,3,0.6666666666666666,-0.23111775136037732,0.7472845519323728,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PSMA2,2,3,0.6666666666666666,-0.22573528508776572,0.7604314228499922,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,YWHAZ,1,3,0.3333333333333333,-0.3037598135696733,0.6698020527128863,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,HERC2,1,3,0.3333333333333333,-0.3728853031853518,0.31035044102128834,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,TOP3A,1,3,0.3333333333333333,-0.18365470979322152,0.8067892392192418,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,ZWILCH,1,3,0.3333333333333333,-0.29256064973101886,0.5574903781750565,down,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,CDK2,1,3,0.3333333333333333,0.09006613967850562,0.9402525591353782,up,3
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,PSMD3,1,3,0.3333333333333333,-0.24529056455288978,0.6580694586744877,down,3
