gene,datasets,rra_rho,rra_p,rra_rho_up,rra_p_up,rra_rho_down,rra_p_down,rra_q,rra_q_up,rra_q_down
PLCB3,3,0.0003316199608199601,0.0009948598824598804,0.6551584337154327,1.0,0.0001658191462463671,0.0004974574387391012,0.6884601875673325,1.0,0.5796874312445919
TRIP6,3,0.0003320437087350899,0.0009961311262052697,0.0009435939826106153,0.002830781947831846,0.018130426412060436,0.05439127923618131,0.6884601875673325,0.45632623936503486,0.9484814852255335
BRINP3,3,0.0003451814520146206,0.001035544356043862,0.9992371645979071,1.0,0.00016677437515567986,0.0005003231254670395,0.6884601875673325,1.0,0.5796874312445919
HEATR5A,3,0.0003573003884021147,0.001071901165206344,0.10704099475803887,0.3211229842741166,0.00017524900581991458,0.0005257470174597437,0.6884601875673325,1.0,0.5796874312445919
PPP2R3A,3,0.00038532657486410924,0.0011559797245923277,0.1330788920957576,0.3992366762872728,0.00019058223743356295,0.0005717467123006888,0.6884601875673325,1.0,0.5796874312445919
DAPP1,3,0.0003949019264411306,0.0011847057793233917,3.8054328002289106e-05,0.00011416298400686732,0.969050239956483,1.0,0.6884601875673325,0.33565241848921984,1.0
PACSIN2,3,0.0004109406770531544,0.0012328220311594632,0.927121108140952,1.0,6.678831070232744e-05,0.00020036493210698233,0.6884601875673325,1.0,0.5198920165851095
RAVER2,3,0.00042303172177066356,0.0012690951653119907,0.792285313146892,1.0,0.0002820344065357896,0.0008461032196073687,0.6884601875673325,1.0,0.5796874312445919
AGMAT,3,0.00043100877324087967,0.001293026319722639,0.9843309104497802,1.0,0.00020423388745799423,0.0006127016623739827,0.6884601875673325,1.0,0.5796874312445919
EPHB3,3,0.00043523583281658134,0.001305707498449744,0.0014610531995397308,0.004383159598619193,0.1191340455862723,0.35740213675881694,0.6884601875673325,0.49027189712433966,1.0
AMPD1,3,0.00046923844588966966,0.001407715337669009,0.06138250028203027,0.1841475008460908,0.005614305865606953,0.01684291759682086,0.6884601875673325,1.0,0.790083471005973
TPPP2,3,0.0004718712237992624,0.0014156136713977872,0.3467414821525325,1.0,0.0004718712237992624,0.0014156136713977872,0.6884601875673325,1.0,0.6052563028520749
IL33,3,0.0004882243783944549,0.0014646731351833648,4.0415095316352235e-05,0.0001212452859490567,0.9803959507941525,1.0,0.6884601875673325,0.33565241848921984,1.0
CTSV,3,0.0004974024447341386,0.001492207334202416,0.0003316199608199601,0.0009948598824598804,0.04342580368055957,0.13027741104167873,0.6884601875673325,0.45632623936503486,1.0
NPY1R,3,0.000503262604578832,0.001509787813736496,0.9262239424623108,1.0,8.275880851417531e-05,0.00024827642554252593,0.6884601875673325,1.0,0.5498577996490323
NEU4,3,0.000510367692068,0.001531103076204,0.682818491564513,1.0,0.00017367611014865763,0.0005210283304459729,0.6884601875673325,1.0,0.5796874312445919
ACAT1,3,0.0005115627230811948,0.0015346881692435842,0.7670756847841587,1.0,0.00023791291566235183,0.0007137387469870555,0.6884601875673325,1.0,0.5796874312445919
CNN2,3,0.0005233118002166816,0.0015699354006500448,0.0011278194425484972,0.0033834583276454912,0.023200029429876357,0.06960008828962908,0.6884601875673325,0.47049338529982193,0.9801606788124169
FAM184B,2,0.0008115748864861241,0.0016231497729722482,0.9755058159310948,1.0,0.0003326954048926768,0.0006653908097853537,0.6884601875673325,1.0,0.5796874312445919
PLPP1,3,0.0005640157791479792,0.0016920473374439375,0.49079752533719334,1.0,0.00042303172177066356,0.0012690951653119907,0.6884601875673325,1.0,0.6052563028520749
COX18,3,0.0005793702035530064,0.0017381106106590192,0.9122885511957891,1.0,0.00026353230677135373,0.0007905969203140613,0.6884601875673325,1.0,0.5796874312445919
PMPCB,3,0.0005825988663431614,0.0017477965990294842,0.278215957602713,0.834647872808139,0.00021596888246584378,0.0006479066473975314,0.6884601875673325,1.0,0.5796874312445919
VWA1,3,0.0005832598028086298,0.0017497794084258894,6.513981725614446e-05,0.00019541945176843338,0.7034579642246546,1.0,0.6884601875673325,0.4277819006259016,1.0
NCDN,3,0.0005895128988169016,0.0017685386964507049,0.00558376005118929,0.01675128015356787,0.10457836860823637,0.3137351058247091,0.6884601875673325,0.597406839545386,1.0
AGBL2,3,0.0005984054650524723,0.0017952163951574169,0.03765766723260099,0.11297300169780297,0.004747198852033641,0.014241596556100923,0.6884601875673325,0.998680592878023,0.7794964526945076
USP30,3,0.000602535086834943,0.001807605260504829,0.11256538602222607,0.3376961580666782,0.0033685977358383643,0.010105793207515094,0.6884601875673325,1.0,0.7338131218584812
APOBEC3A,3,0.0006043474795676812,0.0018130424387030437,0.0173111093868882,0.0519333281606646,0.019744078175284806,0.05923223452585442,0.6884601875673325,0.7683149090008276,0.9531098381058435
C2CD5,3,0.0006204546693811602,0.0018613640081434806,0.11348389684870967,0.340451690546129,0.0011327582281404692,0.0033982746844214073,0.6884601875673325,1.0,0.6226834238846467
ABCD1,3,0.0006291286383592605,0.0018873859150777814,0.00015730690548479762,0.00047192071645439285,0.6407281546208871,1.0,0.6884601875673325,0.45632623936503486,1.0
TRIB1,3,0.0006395295425599446,0.0019185886276798336,0.005944918019281038,0.017834754057843114,0.04780502245291594,0.14341506735874782,0.6884601875673325,0.6070318093495032,1.0
HOXB5,3,0.0006461338970087034,0.0019384016910261102,0.11547182895142782,0.34641548685428347,0.0023948529935390196,0.007184558980617059,0.6884601875673325,1.0,0.706620624069949
CARD6,3,0.00065459956647581,0.00196379869942743,6.026611263666065e-05,0.00018079833790998195,0.9649308677771924,1.0,0.6884601875673325,0.4277819006259016,1.0
SREBF1,3,0.0006596095284572152,0.0019788285853716454,0.015154090099228728,0.04546227029768618,0.02483165487840226,0.07449496463520677,0.6884601875673325,0.7409201034524883,0.9881345871897884
TOMM40,3,0.0006631665990022619,0.0019894997970067857,0.41576158087377413,1.0,0.0003316199608199601,0.0009948598824598804,0.6884601875673325,1.0,0.5796874312445919
PAPLN,3,0.0006824958410995409,0.002047487523298623,9.927274519009416e-05,0.00029781823557028245,0.9238862703853719,1.0,0.6952062555313903,0.4554960746521248,1.0
CKMT2,3,0.0006925224938526711,0.0020775674815580133,0.006453372195174939,0.01936011658552482,0.0067806065319614296,0.02034181959588429,0.6952062555313903,0.6208349043268963,0.7991544445977206
GHITM,3,0.0007102237512425585,0.0021306712537276754,0.5930791675439766,1.0,0.0003072289752218067,0.0009216869256654201,0.6952062555313903,1.0,0.5796874312445919
RAI1,3,0.0007145251550502163,0.002143575465150649,8.585387371854384e-05,0.0002575616211556315,0.27594521802976507,0.8278356540892953,0.6952062555313903,0.4387859402872132,1.0
MCRIP1,3,0.0007273106334626296,0.0021819319003878886,7.082375200380666e-05,0.00021247125601141998,0.8826957965506551,1.0,0.6952062555313903,0.4277819006259016,1.0
NFIX,3,0.0007324458976715781,0.0021973376930147343,0.006585402809046285,0.019756208427138853,0.003974602019266742,0.011923806057800225,0.6952062555313903,0.6235480480842128,0.7605351289536877
SLC12A9,3,0.0007596187318670538,0.0022788561956011612,0.00674324833554282,0.020229745006628462,0.09840200381110283,0.2952060114333085,0.7060429700197546,0.6278833516831235,1.0
