gene,datasets,hedges_g,se,ci_lo,ci_hi,p_value,tau2,I2,direction,n_up,n_down,direction_ratio,sign_test_p,q_value
ZFYVE28,3,-0.2825795525852356,0.13960785700831535,-0.5562109523215337,-0.008948152848937518,0.04296038737736363,0.0,0.0,down,0,3,1.0,0.25,0.4059503950026651
RNVU1-2,1,0.7654065327402024,0.378157045677765,0.02421872321178309,1.5065943422686217,0.0429656156373555,0.0,0.0,up,1,0,1.0,,0.4059503950026651
TXNDC15,3,0.2829655415887025,0.13980803673630854,0.008941789585537763,0.5569892935918672,0.042974512259425834,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.4059503950026651
RERG,3,0.5301002369282126,0.2619273914743828,0.016722549638422346,1.0434779242180028,0.04298618287022715,0.12940701376552846,0.6535518671562113,up,3,0,1.0,0.25,0.4059503950026651
ANXA1,3,0.28263793804284326,0.13965685647154757,0.008910499358610047,0.5563653767270764,0.042990445372327546,0.0,0.0,up,3,0,1.0,0.25,0.4059503950026651
CCL23,3,0.2826935964885408,0.13968622651045057,0.008908592528057702,0.5564786004490239,0.042993231404990784,0.0,0.0,up,3,0,1.0,0.25,0.4059503950026651
SPATA31C1,1,-0.765217913427495,0.37815143200720813,-1.506394720161623,-0.02404110669336712,0.04301386424537829,0.0,0.0,down,0,1,1.0,,0.4059503950026651
DTX4,2,-0.47224014543456666,0.23337614728446474,-0.9296573941121176,-0.014822896757015813,0.04302007391842033,0.009150354322114094,0.07712055511951847,down,0,2,1.0,0.5,0.4059503950026651
DBNDD1,3,0.6131277373192957,0.3030432161280479,0.01916303370832184,1.2070924409302695,0.043048892152021345,0.19514551857637796,0.7266055312705056,up,3,0,1.0,0.25,0.40599173497570984
IGKV1-5,1,0.366397450320389,0.1811291732817047,0.011384270688247822,0.7214106299525302,0.043088442828703916,0.0,0.0,up,1,0,1.0,,0.40599173497570984
RASA4,3,0.4821747118726022,0.23837855241648143,0.014952749136298626,0.9493966746089058,0.04310131125166383,0.09662487811211913,0.5827941105338172,up,3,0,1.0,0.25,0.40599173497570984
DAAM2,3,0.49660928241399815,0.2455262803013547,0.015377773023342922,0.9778407918046534,0.04311111461637318,0.1062114246963919,0.6088165000090959,up,3,0,1.0,0.25,0.40599173497570984
SOWAHD,2,-0.4485380757439325,0.22178984447602235,-0.8832461709169364,-0.013829980570928713,0.04313956250270312,0.0,0.0,down,0,2,1.0,0.5,0.40599173497570984
LALBA,3,-0.2824351791549664,0.13965731860584377,-0.5561635236224202,-0.008706834687512655,0.04314079731955267,0.0,0.0,down,0,3,1.0,0.25,0.40599173497570984
CLGN,3,0.28332641346877896,0.1401060502747068,0.008718554930353672,0.5579342720072042,0.043152776634886036,0.0,0.0,up,3,0,1.0,0.25,0.40599173497570984
TSPAN12,3,0.282468174550497,0.1397371304712485,0.008583398826849942,0.556352950274144,0.04323575518245648,0.0,0.0,up,3,0,1.0,0.25,0.4065996900322139
RFC2,3,-0.47821958251027574,0.23662811456745694,-0.9420106870624914,-0.014428477958060126,0.04328231868456334,0.09424035754483287,0.5739001065980343,down,0,3,1.0,0.25,0.4068302923185611
CTNNA2,3,-0.2825966160439779,0.13984162068430053,-0.5566861925852069,-0.008507039502748837,0.0432970153517338,0.0,0.0,down,0,3,1.0,0.25,0.4068302923185611
MS4A2,3,0.2821113157923417,0.1396164885530897,0.008462998228285945,0.5557596333563974,0.04331952752241497,0.0,0.0,up,3,0,1.0,0.25,0.40686920103431906
TMPRSS13,3,0.40689521772668574,0.20141512478001547,0.012121573157855448,0.801668862295516,0.04336450848393225,0.05208343936872488,0.41454633431240945,up,3,0,1.0,0.25,0.40692955503253886
PPP1R3C,3,0.2987989579957793,0.14790864841372894,0.008898007104870598,0.588699908886688,0.04336691809001403,0.005227566654017099,0.0,up,3,0,1.0,0.25,0.40692955503253886
DNAJB9,3,0.2823741925860425,0.13979272373688573,0.008380454061746478,0.5563679311103386,0.04338866300164468,0.0,0.0,up,3,0,1.0,0.25,0.40692955503253886
MAP4K1,3,0.2907219486299687,0.14393278858301556,0.008613683007258233,0.5728302142526791,0.043399449541105195,0.002587421790960329,0.0,up,3,0,1.0,0.25,0.40692955503253886
ZNF275,2,0.44827916115828703,0.22201006455426947,0.013139434631918856,0.8834188876846552,0.04346810290471259,0.0,0.0,up,2,0,1.0,0.5,0.40736599105961624
GUCY2GP,1,0.5624469640697207,0.2785751944031599,0.016439583039527306,1.108454345099914,0.0434858589834353,0.0,0.0,up,1,0,1.0,,0.40736599105961624
MORC2-AS1,3,0.2818280811239792,0.13959723871196175,0.008217493248534213,0.5554386689994242,0.04350117708294543,0.0,0.0,up,3,0,1.0,0.25,0.40736599105961624
PRDX3,3,-0.28197113588035105,0.1397272801628267,-0.5558366049994914,-0.008105666761210717,0.04359015484499751,0.0,0.0,down,0,3,1.0,0.25,0.4080266945698055
ANKRD34C-AS1,1,-0.5620826677327634,0.27856850995136734,-1.1080769472374432,-0.01608838822808345,0.043616909317425366,0.0,0.0,down,0,1,1.0,,0.40810464328391194
CCDC87,3,-0.2816555231671836,0.13961613087494068,-0.5553031396820673,-0.00800790665229989,0.043658312864808035,0.0,0.0,down,0,3,1.0,0.25,0.4082872040629425
NAA50,3,-0.38877473941574175,0.19272865192468278,-0.76652289718812,-0.011026581643363509,0.043673291480792464,0.04304322278937771,0.37333597915188166,down,0,3,1.0,0.25,0.4082872040629425
DPCD,3,0.2817974851438334,0.13972993313808757,0.007926816193181752,0.555668154094485,0.04372374443813465,0.0,0.0,up,3,0,1.0,0.25,0.40855801431680333
TBC1D32,3,-0.282010718318079,0.1398458977367073,-0.5561086778820253,-0.007912758754132665,0.043739154375091016,0.0,0.0,down,1,2,0.6666666666666666,1.0,0.40855801431680333
RPS25,3,0.5641978758572658,0.2798182653727455,0.015754075726684635,1.112641675987847,0.04376850012658462,0.15625299825028743,0.6286415270389346,up,3,0,1.0,0.25,0.4086597690992705
SRSF1,3,-0.2815090178573683,0.13964402190115457,-0.5552113007836312,-0.007806734931105341,0.043809958703443175,0.0,0.0,down,0,3,1.0,0.25,0.4088744860535845
CARMIL3,3,0.2813845169240777,0.139636925595494,0.007696142756909441,0.5550728910912459,0.043892560697432303,0.0,0.0,up,3,0,1.0,0.25,0.4093575245158823
MCM7,3,-0.2817047983383735,0.1397999191116438,-0.5557126397971953,-0.007696956879551631,0.04389868247280537,0.0,0.0,down,0,3,1.0,0.25,0.4093575245158823
CIBAR1,3,0.28133193724241884,0.1396447956608137,0.007628137747223984,0.5550357367376137,0.043943925347275536,0.0,0.0,up,3,0,1.0,0.25,0.40949414584044846
BRK1,3,0.3180933590933698,0.15791652367679923,0.008576972686843265,0.6276097454998963,0.043976647042409445,0.012396031082258598,0.0,up,3,0,1.0,0.25,0.40949414584044846
COX5B,3,-0.7211655548494675,0.35803588656971136,-1.4229158925261018,-0.019415217172833232,0.04398570467747698,0.299989997907453,0.8133852814580811,down,0,3,1.0,0.25,0.40949414584044846
MYH7B,3,-0.5380922619791022,0.2671560449564166,-1.0617181100936786,-0.01446641386452574,0.043993821130714594,0.12966145470215806,0.6245672424608754,down,0,3,1.0,0.25,0.40949414584044846
GRK5,3,0.3222942220007291,0.16002408378531824,0.00864701778150534,0.6359414262199529,0.044005782593591336,0.014012758282411497,0.0,up,3,0,1.0,0.25,0.40949414584044846
PPP1R16B,3,0.2812573611611143,0.1396731643628737,0.007497959009881872,0.5550167633123468,0.044042912827309655,0.0,0.0,up,3,0,1.0,0.25,0.40966753061168704
GASAL1,3,-0.2811430490558705,0.1396402842409303,-0.554838006168094,-0.007448091943647095,0.04407911454738356,0.0,0.0,down,0,3,1.0,0.25,0.4098321368097832
VASN,3,0.28121721056611393,0.13974909946135747,0.007308975621853286,0.5551254455103746,0.04418824877769678,0.0,0.0,up,3,0,1.0,0.25,0.41021658822069573
FAHD1,3,-1.107520183283795,0.5504169563073191,-2.1863374176461408,-0.028702948921449645,0.04420437533726862,0.8066770413437997,0.8859909378338128,down,0,3,1.0,0.25,0.41021658822069573
ACSS3,3,0.2809722910621026,0.13965447920667112,0.00724951181702721,0.554695070307178,0.044229388987395035,0.0,0.0,up,3,0,1.0,0.25,0.41021658822069573
PHF21B,3,-0.36097559036149945,0.17943668303430868,-0.7126714891087444,-0.00927969161425446,0.044249915864410405,0.03066106997607069,0.21431388343893115,down,0,3,1.0,0.25,0.41021658822069573
TMEM82,1,-0.7604371878514169,0.37800958277644675,-1.5013359700932525,-0.01953840560958131,0.04425287925611,0.0,0.0,down,0,1,1.0,,0.41021658822069573
PBX1,3,-0.2808221092070332,0.1396037956186403,-0.5544455486195682,-0.007198669794498236,0.04426581193341672,0.0,0.0,down,0,3,1.0,0.25,0.41021658822069573
SNORA36A,1,0.7603854634970825,0.37800805263065745,0.019489680340993853,1.501281246653171,0.044266455312065654,0.0,0.0,up,1,0,1.0,,0.41021658822069573
MBTPS2,3,0.2807733539118068,0.1395951059210841,0.007166946306481958,0.5543797615171316,0.044289455196713456,0.0,0.0,up,3,0,1.0,0.25,0.41021658822069573
HS3ST5,3,-0.44454587797911127,0.2210270959897564,-0.8777589861190338,-0.011332769839188739,0.04429660605698371,0.07451470185610959,0.5042602161244915,down,0,3,1.0,0.25,0.41021658822069573
THAP5,3,-0.4876784426646781,0.2424828703394853,-0.9629448685300692,-0.01241201679928694,0.04430568831100845,0.10172486122057184,0.5781201040846564,down,0,3,1.0,0.25,0.41021658822069573
LOC100507334,1,-0.7599120192745878,0.3779940514235212,-1.5007803600646894,-0.019043678484486293,0.044390890985966124,0.0,0.0,down,0,1,1.0,,0.41083370775854233
CXCL14,3,0.2810147566349838,0.13981421749443904,0.006978890345883337,0.5550506229240844,0.0444401376828194,0.0,0.0,up,3,0,1.0,0.25,0.41102682212938824
UTS2,3,0.2807112739817923,0.1396689600563595,0.006960112271327645,0.554462435692257,0.044448875197538484,0.0,0.0,up,3,0,1.0,0.25,0.41102682212938824
DEPDC4,3,-0.3332928729390487,0.16587717972742164,-0.6584121452047951,-0.008173600673302306,0.0445079759806456,0.01866263317484086,0.041927398867572414,down,0,3,1.0,0.25,0.41139666366598626
MITF,3,0.28082029894649496,0.13977384367715534,0.0068635653392705165,0.5547770325537194,0.04452602170981934,0.0,0.0,up,3,0,1.0,0.25,0.41139666366598626
ABI1,3,-0.2808289917176994,0.13983346193466803,-0.5549025771096487,-0.006755406325750113,0.04461032057933578,0.0,0.0,down,0,3,1.0,0.25,0.4119433619359725
GLUD2,3,-0.42008601300768933,0.2091889187445316,-0.8300962937469712,-0.010075732268407411,0.044625685764700496,0.0605492738141043,0.46340739072465226,down,0,3,1.0,0.25,0.4119433619359725
UPK3A,3,0.28077672678877824,0.1398275407551278,0.006714746908727753,0.5548387066688287,0.04464099284988188,0.0,0.0,up,3,0,1.0,0.25,0.4119433619359725
TMEM238,1,-0.559066535952731,0.27851332736635065,-1.1049526575907782,-0.013180414314683753,0.04471515633573408,0.0,0.0,down,0,1,1.0,,0.41245587978654835
KCNQ3,3,-0.28109590338097956,0.14005116290910996,-0.5555961826828351,-0.006595624079124063,0.044739613471007855,0.0,0.0,down,0,3,1.0,0.25,0.4124938818346612
EFR3B,2,-0.6261461532389594,0.31201501899791273,-1.2376955904748683,-0.014596716003050458,0.04477287025717891,0.08881764456293982,0.4410994686599638,down,0,2,1.0,0.5,0.4124938818346612
HSD17B14,3,0.28084357894562095,0.13996071772167631,0.006520572211135389,0.5551665856801065,0.04479348744652012,0.0,0.0,up,3,0,1.0,0.25,0.4124938818346612
SPDL1,3,-0.2804572618239894,0.13976838284739784,-0.5544032922048892,-0.006511231443089627,0.04479377729770895,0.0,0.0,down,0,3,1.0,0.25,0.4124938818346612
ZNF3,3,-0.5207633309732033,0.25957984767374837,-1.0295398324137501,-0.011986829532656507,0.044837280214929276,0.12550431246313376,0.5949130357815406,down,0,3,1.0,0.25,0.4127228781878798
CCNI,3,0.564643450388926,0.2815752451741935,0.01275596984750671,1.1165309309303453,0.04493075290201953,0.15994154510151626,0.7130949378024728,up,3,0,1.0,0.25,0.41293918599158425
CACTIN-AS1,1,0.757856910661789,0.3779333706057825,0.017107504274455176,1.4986063170491226,0.04493462540581135,0.0,0.0,up,1,0,1.0,,0.41293918599158425
CREM,3,0.6065393845820265,0.30248896104904266,0.013661020925902934,1.19941774823815,0.04494572593977919,0.1938965996442594,0.6870513738055293,up,3,0,1.0,0.25,0.41293918599158425
TMEM181,3,0.2802178613875004,0.13975190156543396,0.00630413431924981,0.554131588455751,0.044951345220702876,0.0,0.0,up,3,0,1.0,0.25,0.41293918599158425
VWA3B,3,-0.5118875856440874,0.2552947602409177,-1.0122653157162862,-0.011509855571888772,0.044954006295467086,0.11943742206073574,0.6041621292635811,down,0,3,1.0,0.25,0.41293918599158425
OR7E18P,1,0.7574916218386056,0.37792260097149943,0.01676332393446678,1.4982199197427444,0.04503188551941524,0.0,0.0,up,1,0,1.0,,0.41322608659356735
RNA18SN5,1,0.7574085478164819,0.3779201524220133,0.016685049069335878,1.498132046563628,0.04505403034429285,0.0,0.0,up,1,0,1.0,,0.41322608659356735
CTSE,3,0.5335098043383596,0.26620860940574614,0.011740929903097164,1.0552786787736221,0.04505889472500302,0.13593883706707313,0.6709716552111529,up,3,0,1.0,0.25,0.41322608659356735
SEMA6B,3,0.2803231231363808,0.1398751591491343,0.006167811204077611,0.554478435068684,0.04505987262940647,0.0,0.07400560975754839,up,3,0,1.0,0.25,0.41322608659356735
SYNPO2,3,0.7066368099922972,0.35263745647976,0.0154673952919675,1.3978062246926268,0.045084841722489166,0.2897727191152755,0.8239389651646833,up,3,0,1.0,0.25,0.4132839361042912
NTRK2,3,0.27956511754568164,0.13963055868206745,0.005889222528829452,0.5532410125625338,0.04526567960316408,0.0,0.0,up,3,0,1.0,0.25,0.41415448571009483
RPL34,3,0.41400670874932316,0.20678822370920852,0.00870179027927448,0.8193116272193719,0.045276054411314215,0.05866757459119725,0.4340162287658184,up,3,0,1.0,0.25,0.41415448571009483
DOLPP1,3,-0.5137003441283641,0.2565836286896136,-1.0166042563600066,-0.010796431896721415,0.0452763826386946,0.12128605629159947,0.6065146244043231,down,0,3,1.0,0.25,0.41415448571009483
TUT4,3,0.2800749073893444,0.1399151951745905,0.0058411248471469945,0.5543086899315417,0.04531188321280566,0.0,0.0,up,3,0,1.0,0.25,0.41415448571009483
RBP5,3,0.27993032669809537,0.13985211844817613,0.005820174539670153,0.5540404788565205,0.045325978529097144,0.0,0.0,up,3,0,1.0,0.25,0.41415448571009483
LIX1L,3,0.5908013457466991,0.29518075049744663,0.012247074771703725,1.1693556167216945,0.045339601091966664,0.18140690005759316,0.6648632922803575,up,3,0,1.0,0.25,0.41415448571009483
MMAB,3,-0.27979253974867974,0.13979315554264674,-0.5537871246122673,-0.00579795488509216,0.045341199300170665,0.0,0.0,down,0,3,1.0,0.25,0.41415448571009483
MRPL14,3,-0.27970799754053227,0.13975218445567839,-0.5536222790736619,-0.005793716007402638,0.045343155812024416,0.0,0.0,down,0,3,1.0,0.25,0.41415448571009483
C4BPB,3,0.2795636054927754,0.13969327015475097,0.0057647959894635,0.5533624149960874,0.04536356710949274,0.0,0.0,up,3,0,1.0,0.25,0.41415448571009483
PRMT5-DT,1,0.7561873368091687,0.37788418723238704,0.015534329833690186,1.4968403437846471,0.04538067637485897,0.0,0.0,up,1,0,1.0,,0.41415448571009483
KCNJ1,3,0.2793655537886429,0.1396174050740193,0.0057154398435650955,0.5530156677337208,0.045399239696840565,0.0,0.0,up,3,0,1.0,0.25,0.41415448571009483
RAB11FIP2,3,0.27947225460411684,0.1396750305950234,0.005709194637871007,0.5532353145703627,0.045405879504233804,0.0,0.0,up,3,0,1.0,0.25,0.41415448571009483
ST13P8,1,0.36232204546657343,0.18109611344521723,0.007373663113947659,0.7172704278191993,0.0454229126197598,0.0,0.0,up,1,0,1.0,,0.41415448571009483
RPL13AP3,3,0.2796658178536105,0.13983892583400595,0.005581523218958828,0.5537501124882622,0.04550955706248083,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.41477372850319466
MUC17,3,0.36217236343050485,0.1811335349840962,0.007150634861676275,0.7171940919993334,0.04555675229555445,0.0319127483003458,0.25394828975437045,up,3,0,1.0,0.25,0.41503306996694544
ZFPM2,3,0.6150272203143359,0.30766327294684986,0.012007205338510185,1.2180472352901615,0.04560542177070093,0.20323646004798665,0.7292219955220777,up,3,0,1.0,0.25,0.41520297791061245
ACSF3,3,-0.27912157621064687,0.13963353673965814,-0.5528033082203768,-0.005439844200916921,0.045612897695241794,0.0,0.0,down,0,3,1.0,0.25,0.41520297791061245
MIR6734,1,-0.7552496815611066,0.3778566099501777,-1.495848637063455,-0.014650726058758279,0.045632894121889485,0.0,0.0,down,0,1,1.0,,0.41521434105073396
EMP3,3,0.2856211180406511,0.1429224920240149,0.005493033673581893,0.5657492024077203,0.04566966604967715,0.0019509249079068345,0.0,up,3,0,1.0,0.25,0.4153782726908418
TMEM192,3,-0.2790562556184312,0.13965125408924997,-0.5527727136333611,-0.005339797603501284,0.045691008745941564,0.0,0.0,down,0,3,1.0,0.25,0.4153953736091919
HENMT1,3,0.27897455473199295,0.13962200433980254,0.005315426225979969,0.5526336832380059,0.04570905881092702,0.0,0.0,up,3,0,1.0,0.25,0.4153953736091919
CTSB,3,0.27950936225254674,0.13990704642530138,0.005291551258956029,0.5537271732461375,0.04573597145350394,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.4154694666861164
CCDC60,3,0.3157275261078802,0.15807289133768976,0.00590465908600829,0.6255503931297521,0.045786738152415074,0.010184177577167,0.0,up,3,0,1.0,0.25,0.41576010244425443
CXCR5,3,0.2874456306184701,0.14393498557317064,0.005333058895055698,0.5695582023418846,0.04581954969448887,0.002565657924273776,0.09984695275446716,up,3,0,1.0,0.25,0.4157621749123433
TMEM208,3,0.2789664414722811,0.13969878771268507,0.005156817555418358,0.5527760653891438,0.045834544356443185,0.0,0.0,up,3,0,1.0,0.25,0.4157621749123433
SDSL,3,-0.2788249570663834,0.13963356095842927,-0.5525067365449048,-0.005143177587862036,0.045843284920573546,0.0,0.0,down,0,3,1.0,0.25,0.4157621749123433
CCL20,3,0.6181859702291317,0.3096662308772461,0.011240157709729304,1.2251317827485342,0.045901533261675675,0.20716835452312746,0.7565651938913542,up,3,0,1.0,0.25,0.41612003976517853
SIPA1,3,0.3435660471575766,0.1721265534751234,0.006198002346334719,0.6809340919688185,0.04593300812539303,0.02385260410793413,0.2004738945722209,up,3,0,1.0,0.25,0.41623499629831395
RTCB,3,-0.31066724010514934,0.15566875249611167,-0.6157779949975282,-0.005556485212770468,0.04596720925790554,0.010737570879146082,0.0,down,0,3,1.0,0.25,0.416246830946941
IL15RA,3,0.468586315284817,0.23480924398239314,0.008360197079326448,0.9288124334903075,0.04597702117540958,0.09204440707238504,0.5682268160376474,up,3,0,1.0,0.25,0.416246830946941
FAM117A,3,0.32950192772841935,0.16512425452292737,0.005858388863481723,0.6531454665933569,0.04599069830347968,0.01789212592275183,0.34527399555749905,up,3,0,1.0,0.25,0.416246830946941
LAG3,3,0.2786589063688646,0.13968745691885692,0.004871490807904999,0.5524463219298241,0.04605660011378809,0.0,0.0,up,3,0,1.0,0.25,0.41667300764708537
LRCH1,3,0.6262151411934026,0.31394842227261405,0.010876233539079072,1.2415540488477261,0.04608178908231775,0.21420728565721184,0.7159970833157279,up,3,0,1.0,0.25,0.41673065855699926
LMOD1,3,0.5485679966365252,0.2750637717771088,0.009443003953392037,1.0876929893196583,0.046115977131992336,0.1496453357116731,0.6975082299692033,up,3,0,1.0,0.25,0.4168079771421814
PSENEN,3,0.27838940692251146,0.13960458639284837,0.004764417592528658,0.5520143962524943,0.04613807405879533,0.0,0.0,up,3,0,1.0,0.25,0.4168079771421814
HMGB3,3,-0.781995830259158,0.39216498008475376,-1.5506391912252753,-0.01335246929304068,0.046146799112865344,0.3732973244584584,0.7939862724324925,down,0,3,1.0,0.25,0.4168079771421814
INS,3,0.28438692577606445,0.14264909621496769,0.004794697194727804,0.5639791543574011,0.04619449151778943,0.0016995241705111625,0.25102773587101057,up,3,0,1.0,0.25,0.4169561234478301
DBT,3,-0.6758397097835365,0.3390125511455709,-1.3403043100288554,-0.01137510953821752,0.04620085460518242,0.2612423505576428,0.7548757883729428,down,0,3,1.0,0.25,0.4169561234478301
CYBB,3,0.27872858511391446,0.13984589750945237,0.004630625995387827,0.5528265442324412,0.04624914619384568,0.0,0.0,up,2,1,0.6666666666666666,1.0,0.41722193106114064
