Supplementary Table 2: Differential expression results (DESeq2) of ulcerative colitis patients vs healthy controls. (i) UC vs CON);;;;;;
row;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
SMC5;188.1423401;-0.247570218;0.048197614;-5.136565861;2.79804E-07;1.46833E-06
SIAH2;817.5587774;0.595005034;0.115854294;5.135804733;2.80939E-07;1.4736E-06
PARP15;68.70571248;-0.447554742;0.087154999;-5.135158582;2.81906E-07;1.47799E-06
DESI1;192.5558951;0.19681976;0.038330357;5.134827254;2.82403E-07;1.47992E-06
FBXO32;89.11543929;-0.309886053;0.0603802;-5.132246231;2.86305E-07;1.49967E-06
ATP5O;309.4599535;0.292444781;0.056985311;5.131932711;2.86782E-07;1.50148E-06
RAB8A;462.4795672;0.169823507;0.033097141;5.131062757;2.88111E-07;1.50774E-06
RNA5.8SP2;292.0582788;0.42129166;0.082117904;5.130326504;2.8924E-07;1.51251E-06
BRCA1;42.35775402;0.404762969;0.078897937;5.130209809;2.89419E-07;1.51251E-06
EIF2AK3;48.66645317;-0.381723059;0.074406819;-5.130216087;2.8941E-07;1.51251E-06
MBTPS1;141.8979131;-0.227454564;0.044339462;-5.129844968;2.89981E-07;1.51474E-06
TRIM24;52.56862129;-0.299154492;0.058323032;-5.12926849;2.9087E-07;1.51869E-06
PAFAH1B3;45.4037143;0.313818784;0.061231661;5.125106522;2.9737E-07;1.55191E-06
LIMK1;79.23580717;0.298415079;0.058245461;5.123404878;3.00067E-07;1.56527E-06
GEMIN5;26.48916896;-0.405352398;0.07913205;-5.122480719;3.01542E-07;1.57225E-06
PSMD13;463.9531081;0.125829284;0.024568528;5.121563728;3.03012E-07;1.57919E-06
RP11.102N12.3;20.42352775;0.589256781;0.115087931;5.12005711;3.05443E-07;1.59113E-06
REPS1;109.1526605;-0.238543874;0.046594088;-5.119616787;3.06157E-07;1.59412E-06
AC079779.4;14.24041338;0.705797788;0.137901885;5.118115589;3.08603E-07;1.60612E-06
SPOCK2;724.3996997;-0.267365013;0.052243558;-5.117664681;3.09342E-07;1.60923E-06
ARMCX5;25.59531756;-0.460429382;0.089974061;-5.1173569;3.09847E-07;1.61112E-06
MAPK13;67.89013273;0.276359527;0.054006621;5.117141606;3.10201E-07;1.61222E-06
VPS51;358.2873555;0.198872592;0.038872843;5.115977483;3.1212E-07;1.62146E-06
AC004453.8;163.2732934;0.347498258;0.067929501;5.11557204;3.12792E-07;1.6242E-06
RAB39B.1;28.21561397;-0.377147335;0.073756199;-5.113432395;3.16357E-07;1.64197E-06
IBTK;147.3034536;-0.301974464;0.059070389;-5.112112331;3.18576E-07;1.65273E-06
DDX27;284.8985165;-0.20890706;0.040880307;-5.110212661;3.21796E-07;1.66868E-06
MGEA5;1764.010708;0.148895025;0.029139884;5.109664293;3.22732E-07;1.67197E-06
CC2D1A;43.7698031;0.345661913;0.067649737;5.109582512;3.22871E-07;1.67197E-06
AGK;27.50829726;-0.44219175;0.086541478;-5.109593251;3.22853E-07;1.67197E-06
CALD1;37.18937519;0.675015778;0.132111855;5.109426255;3.23139E-07;1.67259E-06
CTC.505O3.1;35.34075408;0.380335118;0.074439685;5.109305847;3.23345E-07;1.67289E-06
TYMS;15.8734277;0.738793997;0.144610321;5.108860771;3.24107E-07;1.67608E-06
EFHD2;1329.343339;0.212739649;0.041661065;5.10643811;3.28288E-07;1.69616E-06
SCRN1;46.23694289;-0.35373207;0.069271025;-5.106493977;3.28191E-07;1.69616E-06
RNF125;139.1869654;-0.270186261;0.052917711;-5.105781325;3.2943E-07;1.70128E-06
PDXDC1;91.21808867;-0.245659951;0.048118611;-5.105300186;3.3027E-07;1.70485E-06
C20orf27;156.4183206;0.295345485;0.057867014;5.103866025;3.32784E-07;1.71704E-06
MPHOSPH9;148.3409921;0.251462849;0.049276363;5.103112991;3.34111E-07;1.72311E-06
CCT5;491.5494551;-0.153345869;0.030051718;-5.102732228;3.34785E-07;1.7258E-06
CXXC1;185.098158;0.206003161;0.040375882;5.102134035;3.35845E-07;1.73048E-06
RAF1;737.1494774;0.214193842;0.041984883;5.101689651;3.36634E-07;1.73298E-06
C3orf62;374.8145861;0.244364876;0.047898042;5.101771742;3.36488E-07;1.73298E-06
LEMD3;95.18428027;-0.351503707;0.06894318;-5.098455119;3.42437E-07;1.76205E-06
CREBZF;130.0844863;-0.468533699;0.091901751;-5.098202085;3.42895E-07;1.76361E-06
STXBP3;86.78026524;-0.364121774;0.071437613;-5.097059678;3.4497E-07;1.77348E-06
NAGK;490.9468007;0.20667054;0.040565626;5.094720795;3.49256E-07;1.79471E-06
POLN;11.07579711;0.747129617;0.146686157;5.093388705;3.5172E-07;1.80655E-06
SLC35A3;58.11158531;-0.37522507;0.073699171;-5.091306483;3.55605E-07;1.82568E-06
ETNK1;219.4234915;-0.389586053;0.076529083;-5.090692822;3.56758E-07;1.83078E-06
KIAA1551;1366.230078;-0.310903572;0.061077991;-5.090271789;3.57551E-07;1.83402E-06
RAB28;50.05845725;-0.410092976;0.080580423;-5.089238341;3.59505E-07;1.84321E-06
DDA1;109.7137502;0.198338244;0.038986418;5.087367637;3.63068E-07;1.86064E-06
ELMOD2;57.66609952;-0.409982792;0.08059284;-5.087087059;3.63605E-07;1.86255E-06
NDUFB3;62.68031349;0.557491981;0.10959641;5.086772304;3.64209E-07;1.86481E-06
INTS6;126.14126;0.225332374;0.044300137;5.086493857;3.64744E-07;1.86671E-06
SNX5;204.8240086;-0.231507666;0.04551754;-5.08611994;3.65463E-07;1.86955E-06
SMIM15;55.22503194;-0.462697128;0.090974731;-5.085996132;3.65702E-07;1.86993E-06
RAB4B;139.9622236;0.198071538;0.038962714;5.083617639;3.70313E-07;1.89266E-06
TNNC2;15.70751092;0.610658268;0.12012618;5.083473653;3.70594E-07;1.89324E-06
CPSF6;141.4496241;-0.313788225;0.061752681;-5.081370054;3.74722E-07;1.91347E-06
TP53I3;12.96603733;0.61807034;0.121653659;5.080573368;3.76297E-07;1.92065E-06
CNTNAP3;24.02609408;0.626929246;0.12342678;5.079361594;3.78705E-07;1.93208E-06
PI4KA;63.61738595;-0.274165211;0.053998871;-5.077239693;3.82958E-07;1.9529E-06
RNF19A;139.8036852;-0.299942044;0.059079938;-5.076884887;3.83673E-07;1.95567E-06
CCDC93;151.314904;-0.161002775;0.031716611;-5.076291796;3.84872E-07;1.9609E-06
SCN3A;36.00008567;0.741992138;0.146196811;5.07529634;3.86893E-07;1.97031E-06
XPO5;49.4026638;-0.301836805;0.059474307;-5.07507893;3.87335E-07;1.97168E-06
ADCY4;18.28290995;0.490539583;0.096666907;5.074534767;3.88445E-07;1.97645E-06
CMTR2;89.7522363;-0.349590645;0.068900705;-5.073832642;3.89882E-07;1.98287E-06
FFAR2;1344.079566;0.316798188;0.062441646;5.073507956;3.90548E-07;1.98537E-06
PDP1;79.64230288;-0.397616602;0.078377329;-5.073107361;3.91372E-07;1.98867E-06
RPL12;949.2689217;0.224129628;0.044191353;5.071798249;3.94074E-07;2.00151E-06
RP2.1;149.5678318;-0.406188803;0.080095284;-5.071319821;3.95066E-07;2.00565E-06
RP11.667M19.1;21.94264616;0.509869648;0.100598587;5.06835794;4.01262E-07;2.0362E-06
NFKBID;33.29465604;0.324069001;0.063961258;5.066645171;4.04888E-07;2.05368E-06
GOLPH3;167.7387455;-0.24394867;0.04816904;-5.064428755;4.09627E-07;2.07679E-06
RAP1GDS1;94.40861082;-0.239454191;0.04730545;-5.06187326;4.15157E-07;2.10389E-06
LCP2;790.8239086;-0.147970417;0.029240776;-5.06041353;4.18348E-07;2.11912E-06
RNGTT;56.78696582;-0.321722782;0.063583321;-5.059861285;4.19562E-07;2.12432E-06
DSTN;242.4608414;-0.200590178;0.03964429;-5.059749477;4.19808E-07;2.12462E-06
TCTA;74.44549395;0.226170745;0.044703746;5.059324231;4.20745E-07;2.12842E-06
MAPK9;58.82827099;-0.307256733;0.06073518;-5.058958146;4.21553E-07;2.13156E-06
ADRB2;121.0476576;-0.319949152;0.063259882;-5.057694383;4.24356E-07;2.14478E-06
DDX5;1541.980934;-0.251744084;0.049781712;-5.05695911;4.25995E-07;2.1521E-06
ARL8B;227.112812;-0.246473773;0.04874615;-5.056271586;4.27532E-07;2.15796E-06
SUCLG2;79.09175685;-0.305610678;0.060440959;-5.056350565;4.27355E-07;2.15796E-06
DENND1A;122.4249949;0.278512073;0.055084299;5.056106287;4.27903E-07;2.15887E-06
GATS;36.58849055;0.362036916;0.071607057;5.055883181;4.28404E-07;2.16044E-06
CDC34;1424.519892;0.467482524;0.092485114;5.054678577;4.31116E-07;2.17315E-06
SNORD13;112.6167806;0.489689699;0.09691033;5.053018603;4.34882E-07;2.19116E-06
AMPD2;656.8770697;-0.242016733;0.047901044;-5.052431311;4.36221E-07;2.19694E-06
EHBP1L1;281.6452682;0.220194298;0.043589318;5.051565602;4.38203E-07;2.20527E-06
ST3GAL6;108.2025968;0.282302644;0.055884477;5.051539517;4.38263E-07;2.20527E-06
DR1;329.1138386;-0.203813668;0.040356048;-5.050387165;4.40915E-07;2.21764E-06
PPP4R1L;32.47935379;0.399205187;0.079053804;5.049791017;4.42294E-07;2.22359E-06
RN7SL32P;27.1739906;0.428669194;0.084915586;5.048180347;4.46038E-07;2.24142E-06
RCN3;9.121405139;0.684294916;0.135565351;5.047712505;4.47131E-07;2.24592E-06
SRRM2;2216.419378;0.199352548;0.039495848;5.047430476;4.47792E-07;2.24825E-06
ATXN10;137.4769874;-0.259134878;0.05135339;-5.046110448;4.50895E-07;2.26283E-06
TMEM86B;175.4602964;0.463326593;0.091831324;5.045409047;4.52552E-07;2.27014E-06
KCNH2;28.16722063;0.614012722;0.121701411;5.045239124;4.52955E-07;2.27116E-06
EPRS;167.3164939;-0.216243757;0.042868948;-5.04429824;4.55189E-07;2.28136E-06
HOOK2;44.26013917;0.3085175;0.061164489;5.0440624;4.55751E-07;2.282E-06
UBR3;82.74372671;-0.271570152;0.053838604;-5.044152949;4.55535E-07;2.282E-06
PPIP5K2;178.5298875;-0.321452692;0.063729822;-5.043991719;4.55919E-07;2.282E-06
PTCH1;23.31763166;-0.510742243;0.101262522;-5.043744059;4.5651E-07;2.28395E-06
UBB;6526.117155;0.488021065;0.096770078;5.04309882;4.58053E-07;2.29067E-06
BCL2;177.6778402;-0.314498852;0.062366007;-5.042792854;4.58786E-07;2.29332E-06
HDAC5;139.5522205;0.225535758;0.044727263;5.042467265;4.59567E-07;2.29622E-06
MYL4;290.3606908;0.539301438;0.106960017;5.042084455;4.60488E-07;2.29981E-06
RXRB;209.5214964;0.1492347;0.029600337;5.041655369;4.61522E-07;2.30396E-06
RASSF3;1052.923018;-0.308217234;0.061141075;-5.041083012;4.62905E-07;2.30985E-06
ERBB2IP;546.1123886;-0.189648492;0.037622892;-5.04077386;4.63653E-07;2.31257E-06
INO80E;103.2065096;0.215082168;0.042694045;5.037755653;4.71022E-07;2.3483E-06
EEPD1;81.48953028;-0.28547357;0.056676013;-5.036938124;4.73038E-07;2.35731E-06
C8orf44;57.47476915;0.26242624;0.052105602;5.036430405;4.74293E-07;2.36254E-06
PPP2R5B;131.9136577;0.411374588;0.081713536;5.034350604;4.79471E-07;2.38729E-06
CSF3R;6739.093895;0.29464751;0.058553851;5.032077414;4.85193E-07;2.41472E-06
MYL12B;989.287112;0.216262404;0.042984017;5.03122827;4.87347E-07;2.42438E-06
ZMYND11;135.94164;-0.32816603;0.065240283;-5.030113557;4.90189E-07;2.43745E-06
MFAP1;172.7786582;-0.178222937;0.035439926;-5.028874367;4.93367E-07;2.45218E-06
SSNA1;120.6856319;0.196431078;0.039068581;5.027852949;4.96002E-07;2.4642E-06
NUP160;69.16427727;-0.301935259;0.060073921;-5.026062081;5.00654E-07;2.48622E-06
HES6;16.38156869;0.799832015;0.15914696;5.025744843;5.01482E-07;2.48925E-06
UBE3C;183.2460945;-0.159442466;0.031732049;-5.024650893;5.04349E-07;2.50239E-06
ANKRD20A5P;28.56768217;0.483017667;0.096139516;5.024132501;5.05713E-07;2.50806E-06
SNAP23;538.3622291;-0.22809085;0.045402622;-5.023737448;5.06755E-07;2.51214E-06
RP11.141B14.1;23.66946888;0.432375519;0.086069052;5.023588722;5.07148E-07;2.51299E-06
AGPAT1;289.8883016;0.224760949;0.044753066;5.022247003;5.10704E-07;2.52951E-06
ZDHHC18;823.1246882;0.278900558;0.055541826;5.021450966;5.12826E-07;2.53891E-06
IFI16;1158.15152;0.282114503;0.056188816;5.020830145;5.14486E-07;2.54603E-06
MAGT1.1;171.2480397;-0.22592126;0.045001816;-5.020269818;5.15989E-07;2.55235E-06
PHF10;132.0831486;-0.354249954;0.070570684;-5.019789146;5.17282E-07;2.55764E-06
AHCTF1;147.430116;-0.280418985;0.055870067;-5.019127456;5.19067E-07;2.56535E-06
RNU4.40P;44.29351987;0.404300245;0.080567637;5.018146997;5.21723E-07;2.57735E-06
HMGN1P8;30.81835075;0.470243199;0.093721356;5.017460468;5.2359E-07;2.58545E-06
RPL21P44;20.20653303;0.525454452;0.10474053;5.016725145;5.25597E-07;2.59311E-06
CALU;118.1417033;0.22405945;0.044662434;5.016731736;5.25579E-07;2.59311E-06
CAPN1;384.7680962;0.223696417;0.044608522;5.01465651;5.31283E-07;2.62003E-06
SEL1L3;251.956925;-0.291761337;0.058196051;-5.013421584;5.34706E-07;2.63577E-06
DNAJC3.AS1;83.07293973;0.350221587;0.069866458;5.012728526;5.36636E-07;2.64413E-06
DUSP3;179.6483449;0.231886763;0.046264788;5.012165266;5.38209E-07;2.65074E-06
C5orf24;95.54113389;-0.420805938;0.083960602;-5.011945202;5.38826E-07;2.65263E-06
ZMYM6;67.44326681;-0.35178707;0.070201921;-5.011074725;5.41269E-07;2.6635E-06
TM9SF2;719.0813041;-0.256277887;0.051160542;-5.009287971;5.46318E-07;2.68718E-06
TUBB4B;241.8539779;0.253629073;0.050636679;5.008801488;5.477E-07;2.69282E-06
ALG14;19.97825977;0.55599412;0.111015678;5.008248681;5.49275E-07;2.6994E-06
ANXA4;80.3130689;-0.316988096;0.063298609;-5.007820857;5.50497E-07;2.70424E-06
ARCN1;177.0460613;-0.235796119;0.047092953;-5.007036185;5.52745E-07;2.71411E-06
STK11;267.2421668;0.329765337;0.065862869;5.0068474;5.53288E-07;2.7156E-06
IKBIP;154.7652052;-0.323525139;0.064626237;-5.006095919;5.55451E-07;2.72504E-06
URM1;173.2251007;0.200779906;0.040109434;5.005802516;5.56298E-07;2.72802E-06
MGAT1;712.4949451;0.171441839;0.034251705;5.005351989;5.576E-07;2.73323E-06
ZNF605;44.98688092;-0.379359267;0.075821934;-5.003291873;5.63595E-07;2.76142E-06
IGIP;33.08385879;-0.490735764;0.098135952;-5.000570675;5.71609E-07;2.79948E-06
PTCRA;73.80014003;0.436926055;0.087388282;4.999824319;5.73826E-07;2.80913E-06
LIG4;23.94317892;-0.563780602;0.112788764;-4.998552904;5.77622E-07;2.8265E-06
MARC1;142.0970974;0.415572596;0.083161878;4.997152614;5.8183E-07;2.84587E-06
VIPAS39;102.0113938;0.203933682;0.040817082;4.996282767;5.84459E-07;2.8575E-06
ESCO1;84.13516907;-0.372714712;0.074602924;-4.995979953;5.85377E-07;2.86076E-06
NUDT19;30.61584364;-0.3934763;0.078765143;-4.995563849;5.86641E-07;2.8657E-06
AC019181.3;12.67959821;0.652044918;0.130534369;4.995197232;5.87757E-07;2.86992E-06
SIGLEC10;253.9178949;-0.298018101;0.059670605;-4.994387135;5.90229E-07;2.88075E-06
RPL27;1945.115796;0.430598263;0.086228292;4.99370046;5.92332E-07;2.88978E-06
LMNB1;440.9933897;0.384678806;0.077057867;4.992076993;5.97334E-07;2.91293E-06
TRIM41;108.3325028;0.227237616;0.045521711;4.99185136;5.98033E-07;2.91509E-06
ALDH2;239.9287225;-0.256252525;0.05133814;-4.991464973;5.99231E-07;2.91843E-06
RPS27A;897.2791425;0.333394361;0.066792486;4.991495002;5.99137E-07;2.91843E-06
MIR663A;94.95548686;0.401050117;0.080356533;4.990883764;6.01037E-07;2.92597E-06
RAB9A;46.16428801;-0.362418957;0.072636832;-4.989465351;6.05466E-07;2.94627E-06
TCP11L2;280.3806305;0.290304291;0.058187633;4.989106352;6.06592E-07;2.95049E-06
OGG1;139.97821;0.253587685;0.050832277;4.98871384;6.07826E-07;2.95523E-06
E2F6;25.27141577;0.501685814;0.100577757;4.988039417;6.09951E-07;2.9643E-06
SP3;170.747706;-0.329070852;0.065988709;-4.98677514;6.13955E-07;2.98248E-06
ZKSCAN1;309.127397;-0.150635299;0.030210038;-4.986266483;6.15572E-07;2.98844E-06
GSDMD;72.62580483;0.303791788;0.060926223;4.986223866;6.15708E-07;2.98844E-06
INSIG2;28.89778071;-0.438312256;0.087912972;-4.985751772;6.17213E-07;2.99447E-06
AGGF1;105.6994312;-0.256152689;0.051380764;-4.985381038;6.18398E-07;2.99894E-06
IFNAR2;778.520178;-0.161346916;0.032367384;-4.984861233;6.20063E-07;3.00573E-06
GFOD2;98.3509261;0.313124364;0.062833628;4.983388228;6.24804E-07;3.02743E-06
ANKRD13C;27.15923704;-0.480655906;0.096457796;-4.983069541;6.25834E-07;3.03113E-06
MRPL28;82.20165157;0.258976336;0.051985396;4.981713204;6.30238E-07;3.05116E-06
ZNF180;20.64111367;-0.538957339;0.10820888;-4.980712642;6.33505E-07;3.06567E-06
AC005154.6;254.2201842;0.139981547;0.028105197;4.980628502;6.33781E-07;3.0657E-06
BLOC1S4;103.9455365;-0.239664497;0.048123353;-4.980211949;6.35147E-07;3.071E-06
CDC14A;39.20888982;-0.450301075;0.090422534;-4.979965211;6.35957E-07;3.07361E-06
C21orf58;24.98887238;0.431674245;0.086684749;4.979817642;6.36442E-07;3.07465E-06
DNPH1;64.048816;0.307473733;0.061762588;4.978316846;6.41396E-07;3.09727E-06
FPR1;4222.371467;0.317474061;0.063779082;4.977714471;6.43395E-07;3.1056E-06
RNF19B;134.1489773;-0.293072009;0.058878118;-4.977604938;6.43759E-07;3.10604E-06
NIPA2;145.9455036;-0.178094991;0.035782557;-4.97714546;6.45288E-07;3.1121E-06
C19orf35;54.00778457;0.433975234;0.087234825;4.974793443;6.53173E-07;3.14879E-06
DGAT2;673.330773;0.345639182;0.069485537;4.974260797;6.54971E-07;3.15612E-06
PTGES3;527.2069763;-0.242424013;0.04874015;-4.973805257;6.56513E-07;3.16221E-06
GNB2;995.8137364;0.333491636;0.067054427;4.973446959;6.57728E-07;3.16672E-06
ZNF639;43.88130994;-0.385288238;0.07749209;-4.971968602;6.62764E-07;3.18962E-06
ALOX5;718.7804787;0.294954136;0.059340161;4.970565114;6.6758E-07;3.21144E-06
STS;32.51640559;0.459912136;0.092562348;4.968674015;6.74123E-07;3.24155E-06
IFIT2;625.6591689;-0.452658988;0.091148028;-4.966196162;6.82789E-07;3.28183E-06
RIF1;329.997388;-0.244332822;0.049201367;-4.965976251;6.83563E-07;3.28416E-06
UBE2C;12.24585562;0.631495102;0.127170345;4.965741836;6.84389E-07;3.28675E-06
LRRC4;392.3497308;0.341554323;0.068792117;4.965021269;6.86935E-07;3.29758E-06
CUL1;110.7738464;-0.226820775;0.045706332;-4.962567833;6.95673E-07;3.33811E-06
APIP;17.85376053;0.699399042;0.140951812;4.961972679;6.97808E-07;3.34695E-06
PPID;124.036956;-0.181781307;0.036635898;-4.961835729;6.983E-07;3.3479E-06
SNHG9;131.9027395;0.228164849;0.04598659;4.961551772;6.99322E-07;3.35139E-06
HIST1H4H;31.91142057;0.468868573;0.094526292;4.96019215;7.04235E-07;3.37351E-06
ANGEL2;118.457012;-0.279789065;0.056408893;-4.960016982;7.0487E-07;3.37513E-06
HDAC7;769.4144393;0.193385343;0.038991087;4.959732016;7.05905E-07;3.37724E-06
RDH5;10.45866123;0.613998286;0.12379493;4.959801543;7.05652E-07;3.37724E-06
INTS9;35.49790936;-0.304594806;0.061425899;-4.958735807;7.09534E-07;3.39318E-06
ALPK1;378.063039;0.284815242;0.057440502;4.958439244;7.10618E-07;3.39693E-06
MIS12;56.5650016;-0.355434484;0.071728396;-4.955282766;7.22252E-07;3.4511E-06
SMIM13;22.05662899;-0.485793442;0.098050104;-4.954542834;7.25005E-07;3.4628E-06
PSIP1;497.3076897;-0.23665428;0.047775981;-4.953415386;7.29221E-07;3.48147E-06
ANTXR2;210.6184184;-0.208377093;0.042069492;-4.953163992;7.30164E-07;3.48451E-06
KLHDC10;146.1203715;0.271955467;0.054938878;4.950145984;7.41578E-07;3.5375E-06
FAM53C;332.0304521;0.252802569;0.051076118;4.949525876;7.43945E-07;3.5473E-06
AURKB;24.84365103;0.47846238;0.09668401;4.948722964;7.4702E-07;3.56047E-06
TAF3;210.2269827;-0.2533857;0.051211788;-4.947800331;7.50568E-07;3.57589E-06
SNRNP70;603.4177515;0.156350183;0.031603974;4.947168501;7.53008E-07;3.58601E-06
SETD1B;485.1282548;-0.165807369;0.033519009;-4.946666805;7.5495E-07;3.59375E-06
RPS13;1662.743999;0.237612699;0.048039045;4.946241117;7.56602E-07;3.60011E-06
SEPW1;229.2268041;0.212298217;0.042926337;4.945640189;7.5894E-07;3.60973E-06
TIPRL;173.7516157;0.211629578;0.042808681;4.943613612;7.66876E-07;3.64595E-06
SLC16A10;24.14684667;0.543527244;0.109949768;4.943414214;7.67661E-07;3.64816E-06
NAPA;366.3481332;0.310564279;0.062828248;4.943067649;7.69028E-07;3.65312E-06
BMS1;98.81015291;-0.24835737;0.050258297;-4.941619308;7.74764E-07;3.67768E-06
RP11.258C19.7.1;38.7425482;-0.376221483;0.07613355;-4.941599119;7.74844E-07;3.67768E-06
UNC119B;38.48419058;-0.29413063;0.059542762;-4.939821764;7.8194E-07;3.70981E-06
RPA3.AS1;43.01656054;-0.40880404;0.082762087;-4.939508572;7.83197E-07;3.71423E-06
ATF6B;13.41704203;0.517401571;0.10475024;4.939383159;7.83701E-07;3.71507E-06
TP53INP2;43.64242244;-0.451305979;0.091397905;-4.937815367;7.90026E-07;3.74349E-06
KLHL28;174.9065368;-0.19325718;0.039167758;-4.934088447;8.05259E-07;3.81409E-06
TPST2;211.6515518;0.223111988;0.045219671;4.933958688;8.05795E-07;3.81503E-06
GPD1L;60.05258685;-0.307146833;0.062255483;-4.933651123;8.07065E-07;3.81946E-06
MT.CO3;23194.73683;0.195920092;0.039719297;4.932617268;8.1135E-07;3.83814E-06
AC079210.1;31.65638553;0.414465788;0.084038171;4.931875426;8.14439E-07;3.85115E-06
MTG2;92.49645853;0.2098115;0.042551685;4.930744836;8.19167E-07;3.8719E-06
RCBTB1;27.93950887;-0.465731535;0.094459344;-4.930497236;8.20206E-07;3.8752E-06
ABCB4;32.33930841;0.611935965;0.124189332;4.927443872;8.33123E-07;3.9346E-06
KIAA0195;73.39186644;-0.233673237;0.047454748;-4.924127667;8.47375E-07;4.00024E-06
ZNF14;15.11339414;-0.547987603;0.111318822;-4.922685956;8.53644E-07;4.02817E-06
NUS1;17.75992945;-0.578350546;0.117520383;-4.921278619;8.59806E-07;4.05556E-06
ANKRD34B;21.65310299;0.732427369;0.148882059;4.919513968;8.67594E-07;4.0906E-06
RPS27;370.9118381;0.568540235;0.115600715;4.91813772;8.73714E-07;4.11775E-06
RNF213;1526.265627;0.248647918;0.050559886;4.917889197;8.74824E-07;4.12127E-06
ZNRF2;40.38606192;-0.429972088;0.087435675;-4.917581847;8.76198E-07;4.12604E-06
DRAP1;267.2660461;0.193198445;0.039295541;4.916548809;8.80832E-07;4.14614E-06
MRPS34;139.7623751;0.195009143;0.039664888;4.916417384;8.81424E-07;4.14721E-06
ACSS2;70.97177636;0.262883263;0.053482306;4.915331468;8.86324E-07;4.16854E-06
ELOF1;231.7242992;0.327385618;0.066615603;4.914548568;8.89873E-07;4.18178E-06
DHRS9;122.0382092;0.467575848;0.09513967;4.914625514;8.89523E-07;4.18178E-06
ARL8A;704.8778624;0.228944779;0.046596992;4.913295222;8.95583E-07;4.20687E-06
IMPACT;55.9621223;-0.292041604;0.059467773;-4.910922166;9.06491E-07;4.25635E-06
GCH1;145.1699749;-0.365032528;0.074380134;-4.907661619;9.21687E-07;4.32512E-06
UBE2R2;1418.878714;0.198497427;0.040446805;4.907616971;9.21897E-07;4.32512E-06
AP3D1;456.5582942;-0.164764182;0.033575111;-4.907331002;9.23241E-07;4.32964E-06
TRDMT1;53.21741839;0.298400824;0.060825956;4.905813965;9.30407E-07;4.36145E-06
PHF20L1;809.6555205;0.185273647;0.037767688;4.905612633;9.31362E-07;4.36413E-06
ZBED4;52.20641027;-0.286160871;0.058343638;-4.904748503;9.35471E-07;4.38158E-06
HSP90AB1;945.5609465;-0.185712669;0.037864592;-4.9046526;9.35928E-07;4.38192E-06
AKT2;1550.615495;0.202916675;0.041382415;4.903451741;9.41671E-07;4.40699E-06
RFK;63.31623527;-0.370800413;0.075625059;-4.903142164;9.43157E-07;4.41213E-06
CCDC58;15.68065433;0.595218199;0.121412643;4.902440032;9.46535E-07;4.42429E-06
C9orf66;18.16290517;0.486098174;0.09915275;4.902518309;9.46158E-07;4.42429E-06
PITPNB;224.167098;-0.172141952;0.035125831;-4.900722481;9.54849E-07;4.46132E-06
MAT2B;377.8310453;-0.264984846;0.054073326;-4.900472442;9.56065E-07;4.46517E-06
MSH2;44.26324437;-0.381439877;0.07784277;-4.900132382;9.57721E-07;4.47107E-06
POLR1D;581.7500368;0.346482675;0.070720749;4.899307229;9.61752E-07;4.48804E-06
C12orf23;58.29499571;-0.413473173;0.084402204;-4.89884334;9.64025E-07;4.49677E-06
ATXN7L3;168.190366;0.224058495;0.045737758;4.898764328;9.64412E-07;4.49677E-06
CMKLR1;51.49501549;-0.409270686;0.08355438;-4.898255332;9.66913E-07;4.50658E-06
KLC2;19.86263582;0.496874575;0.101465652;4.896973149;9.73241E-07;4.53422E-06
DDX3X;947.7588762;-0.265000521;0.05411678;-4.89682718;9.73964E-07;4.53573E-06
GTF3C4;61.34572534;-0.287491849;0.058734009;-4.894810562;9.84005E-07;4.58061E-06
CARD6;79.65021005;0.308821348;0.063105443;4.893735512;9.89398E-07;4.60384E-06
UBXN6;3118.951508;0.45639826;0.093267344;4.893441173;9.90879E-07;4.60885E-06
TECPR1;217.5167632;0.185211757;0.037850312;4.893268989;9.91747E-07;4.611E-06
SLC25A45;122.9217432;0.254855642;0.052086745;4.892907786;9.9357E-07;4.61758E-06
KIF3B;115.9585212;-0.192737186;0.039397726;-4.892089081;9.97713E-07;4.63494E-06
ANKRD9;69.0547124;0.630873685;0.128962619;4.891911235;9.98615E-07;4.63724E-06
TGFBI;449.029554;-0.255663285;0.05227957;-4.890309586;1.00678E-06;4.67323E-06
PDIA3;120.8681412;-0.209255612;0.042796711;-4.889525511;1.01079E-06;4.68997E-06
GS1.124K5.11;30.62429478;0.334760082;0.06847255;4.888967676;1.01366E-06;4.70136E-06
HSD17B7;12.52978127;0.543949379;0.11127163;4.888482174;1.01616E-06;4.71104E-06
TTC27;21.09663735;-0.414799378;0.084859899;-4.888049377;1.0184E-06;4.71949E-06
C17orf103;401.2538848;0.344434351;0.070470216;4.887658525;1.02042E-06;4.72694E-06
STRN4;133.8029798;0.234000568;0.047880069;4.887222903;1.02268E-06;4.73548E-06
TMED5;174.1682555;-0.280436477;0.057389153;-4.886576376;1.02605E-06;4.74911E-06
MT2A;634.7460555;0.379175976;0.077597942;4.886417907;1.02687E-06;4.751E-06
MRPL21;74.1981763;0.283133595;0.057959193;4.885050701;1.03402E-06;4.78214E-06
BTBD7;253.7132508;0.185743802;0.038064567;4.879703518;1.06245E-06;4.91164E-06
ST14;47.80171222;-0.338464389;0.069376644;-4.878650381;1.06814E-06;4.93593E-06
RANBP9;83.76649671;-0.300351288;0.061579242;-4.877476171;1.07452E-06;4.96338E-06
