Supplementary Table 3: Differential expression results (DESeq2) of primary sclerosing cholangitis patients with and without UC comorbidity vs healthy controls. (ii) PSC alone + PSC/UC vs CON);;;;;;
row;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
THADA;119.8128942;-0.094026961;0.051371516;-1.830332606;0.067200219;0.151153991
MBD6;505.3513872;0.112629851;0.061566098;1.829413518;0.067337684;0.151403326
CLN8;56.60169383;-0.130929166;0.071568798;-1.829416868;0.067337183;0.151403326
ZNF320;35.51246428;-0.178599867;0.097632719;-1.829303424;0.067354166;0.151410462
GBA;11.57780219;0.294034708;0.160751039;1.829130998;0.067379986;0.151438582
TAF13;62.79731267;0.152014773;0.083144263;1.828325465;0.06750072;0.151679971
ALDH9A1;124.3196181;-0.097030231;0.053086614;-1.827772075;0.067583766;0.151836592
DYNLRB1;257.9558198;-0.082074762;0.04493209;-1.82664018;0.067753888;0.152188743
RP11.108P20.1;72.0952358;-0.148762194;0.081456275;-1.826282799;0.067807675;0.15218937
CLPTM1;69.91830668;0.111270861;0.060921498;1.826462984;0.067780552;0.15218937
REV1;71.10226059;-0.133215684;0.072937153;-1.826444812;0.067783287;0.15218937
CHST12;141.9850858;-0.134465982;0.073627823;-1.826293065;0.067806129;0.15218937
XKR8;357.2817952;0.115875406;0.063472444;1.825601767;0.067910269;0.152389573
MED22;92.25332436;0.099693964;0.054638407;1.824613302;0.068059405;0.152694113
GPALPP1;77.29001454;-0.13770114;0.075480427;-1.824329117;0.068102331;0.152760296
ASH1L;421.8791476;-0.075207764;0.041234777;-1.823891618;0.068168459;0.152878486
TMEM241;8.624763082;-0.303258332;0.166342538;-1.823095498;0.068288928;0.153118474
EVI2A;210.3564287;0.268597173;0.147368131;1.822627254;0.068359865;0.153226373
DGUOK;223.2436945;-0.072142232;0.039582042;-1.822600063;0.068363986;0.153226373
METTL4;44.92858987;-0.171891698;0.094316473;-1.822499207;0.068379274;0.153230451
CARNS1;14.73577835;-0.257342097;0.141213651;-1.822359913;0.068400393;0.153247592
ARID5B;140.7207125;-0.12745321;0.069952608;-1.821993674;0.068455945;0.153341857
ZNF764;42.94326625;-0.132130323;0.072541299;-1.821449646;0.068538534;0.153496635
PRADC1;21.75469634;-0.182089122;0.099995589;-1.820971538;0.068611184;0.153629096
ZNF589;48.26960142;-0.154822834;0.085028447;-1.820835742;0.068631829;0.153645085
BOLA1;27.53816611;-0.176275037;0.096829878;-1.820461208;0.068688799;0.153742369
ADNP2;105.8071771;-0.098086649;0.053883734;-1.820338743;0.068707435;0.153753833
ADAM12;22.53707769;-0.457345053;0.251295042;-1.819952554;0.068766231;0.153855144
EIF4A3;249.5430759;-0.098888746;0.054351166;-1.819441122;0.068844158;0.15399921
MTND4P12;40.27841454;-0.278213299;0.152933379;-1.819179704;0.068884018;0.154058084
TREML1;107.4504709;0.236267848;0.129917536;1.818598591;0.068972693;0.154226086
PAPD5;353.7358635;-0.083939241;0.046170727;-1.818018617;0.069061287;0.154393843
HLX;260.5811359;0.160846077;0.08851618;1.817137574;0.069196051;0.154664729
TARBP2;43.42066616;-0.134101959;0.073807574;-1.816913258;0.069230396;0.154711102
ARHGEF2;531.831063;0.086859052;0.04781687;1.81649387;0.069294647;0.154824274
KIF3C;29.8300137;0.212959402;0.117292878;1.815620919;0.069428542;0.155092976
TUBA4A;1285.508086;0.123254744;0.06790376;1.815138711;0.069502595;0.155227921
SEC16A;277.6067456;-0.078093814;0.043027864;-1.814959115;0.069530193;0.155259078
EFCAB4A;10.33217558;0.299895779;0.16525968;1.814694176;0.069570921;0.155296698
CDK5RAP2;189.9226282;-0.12422409;0.068455398;-1.814671935;0.06957434;0.155296698
ZNF302;84.61620285;-0.157903354;0.087022965;-1.814502112;0.069600458;0.155324521
PSMC4;138.5297997;-0.093632368;0.05160708;-1.814331837;0.069626653;0.155352506
COG3;54.24659478;-0.185841271;0.102436171;-1.814215329;0.069644581;0.155362039
ASB8;188.9968022;0.073394417;0.040463936;1.813822979;0.069704984;0.155461481
RP11.139H15.1;30.37286599;0.175004074;0.09648752;1.813748287;0.069716487;0.155461481
UBXN1;559.5414783;-0.063329633;0.034920367;-1.813544333;0.069747907;0.155501067
BUB3;314.6028799;-0.115605206;0.063750563;-1.813398971;0.069770308;0.155520532
ANAPC1;11.68744846;-0.255395459;0.140898561;-1.812619359;0.06989055;0.155758038
ZNF480;45.38912544;-0.176135878;0.097181371;-1.812444877;0.069917484;0.155765355
HIST1H2AG;11.84367367;-0.28047924;0.154753937;-1.812420709;0.069921215;0.155765355
MCL1;6521.463216;0.100794668;0.055625775;1.812013727;0.069984075;0.155874868
C2orf88;104.9534983;0.20215188;0.111582591;1.811679384;0.070035751;0.155959432
FCRL5;63.0950591;-0.255074144;0.140909007;-1.810204676;0.070264053;0.156406599
PRPF39;62.0689979;-0.213180728;0.117763213;-1.810248913;0.070257195;0.156406599
FBXO46;125.4565899;-0.129935673;0.071817118;-1.809257697;0.070410978;0.156672344
GTF3C4;61.34572534;-0.13803299;0.076289478;-1.809331941;0.07039945;0.156672344
DISC1;87.04066073;0.126701568;0.070057169;1.808545354;0.070521665;0.15688795
AC093323.3;41.45795962;-0.187480424;0.103675755;-1.808334308;0.070554485;0.15693028
GGTA1P;40.71544675;-0.21016096;0.116252682;-1.807794497;0.070638491;0.157086417
NDUFA6.AS1;9.88067751;-0.258620244;0.143140693;-1.806755564;0.0708004;0.157384945
CDKAL1;43.03220895;-0.145395572;0.080473228;-1.806757055;0.070800167;0.157384945
EPAS1;13.07833289;0.307305241;0.170097134;1.806645609;0.070817553;0.157392324
CTD.3222D19.5;67.86798187;-0.190043214;0.105207844;-1.806359745;0.070862165;0.157460713
DKFZP761J1410;158.0101678;0.14418665;0.079847325;1.805779347;0.070952813;0.157631351
ZNF672;48.06499344;0.139980883;0.077533052;1.805434967;0.071006644;0.157658584
NCAPD3;25.45471222;-0.174282626;0.096524889;-1.805571894;0.070985236;0.157658584
TBL3;17.91109108;-0.19941299;0.110449116;-1.805473841;0.071000565;0.157658584
ZNF14;15.11339414;-0.266456606;0.147617614;-1.80504615;0.071067461;0.157762829
UBE3A;262.0454843;-0.110610192;0.061289843;-1.804706714;0.071120589;0.157810527
SUCLG1;212.1952448;0.084801469;0.046990717;1.80464303;0.07113056;0.157810527
TNS1;211.6240615;0.261019217;0.144632487;1.804706691;0.071120592;0.157810527
RP1.292B18.1;11.37448386;-0.289373047;0.160384003;-1.804251305;0.07119192;0.157915865
TAF1D;411.6375209;-0.092228963;0.051132346;-1.803730335;0.071273592;0.157943056
ORMDL2;162.7487563;-0.075429918;0.041816996;-1.803810042;0.071261091;0.157943056
YEATS4;83.17195326;-0.149180836;0.082692743;-1.804037826;0.071225377;0.157943056
DDX39B;12.28671305;-0.261649411;0.145045348;-1.80391453;0.071244707;0.157943056
AC002467.7;17.65585026;0.236824812;0.131294243;1.803771482;0.071267138;0.157943056
ZBTB22;54.02709393;-0.141536528;0.078488182;-1.80328458;0.071343533;0.158067259
FGFBP3;12.02659635;-0.23284868;0.129152249;-1.802900698;0.071403811;0.158170008
DSN1;46.18583118;-0.139194806;0.077214584;-1.802700981;0.071435188;0.158208708
KIAA1009;60.86496601;0.145458808;0.080694882;1.80257787;0.071454535;0.158220756
CASD1;45.71520236;-0.197615906;0.109675262;-1.801827526;0.071572546;0.158451226
GK5;14.70298168;-0.254362333;0.141187207;-1.801596179;0.071608963;0.158501006
DNAJC24;26.70889626;-0.196691508;0.109181842;-1.801503847;0.071623501;0.158502349
RPS18;969.1987138;-0.19526586;0.10840067;-1.801334445;0.071650182;0.158530556
LINC00899;23.42909284;0.190382366;0.105705127;1.801070303;0.0716918;0.158591796
SLC10A3.1;112.8989817;-0.102728393;0.057042308;-1.800915798;0.071716153;0.158614827
GNA15;44.99142274;0.155041676;0.086095388;1.800812807;0.07173239;0.158619902
NFAT5;123.7676827;-0.127870909;0.071012183;-1.800689741;0.071751795;0.158631981
GIGYF1;152.0851581;-0.101227475;0.056226588;-1.800348878;0.071805568;0.15872002
GNB1L;28.39085168;-0.178568092;0.099209796;-1.799903838;0.071875824;0.158844453
ZNF529;41.49832932;-0.198486029;0.11030751;-1.799388166;0.0719573;0.158993631
ACVR1C;15.07316308;-0.285345218;0.158590319;-1.799260009;0.071977561;0.159007516
CXCL5;45.69664646;-0.23242089;0.129202003;-1.798895406;0.072035227;0.159104015
ME2;102.0396714;0.11933954;0.066352282;1.798574769;0.072085972;0.15918519
SNRPF;177.5417044;-0.12570501;0.069923282;-1.797756136;0.072215661;0.159440632
TOMM40;29.03480731;-0.153623732;0.085461785;-1.79757223;0.072244822;0.159474067
CTSF;28.54526117;-0.195489945;0.108769641;-1.797284089;0.072290531;0.159513066
CD99;631.0297048;-0.091384327;0.05084508;-1.797309146;0.072286555;0.159513066
NAALADL1;37.13625408;-0.162745583;0.090566836;-1.796966629;0.072340918;0.159531425
CCR10;12.75373087;-0.300237677;0.167069555;-1.797081924;0.072322615;0.159531425
MCM4;29.78030897;-0.195833856;0.10897694;-1.797021065;0.072332276;0.159531425
HECTD1;247.6078323;-0.076463788;0.04256554;-1.796377723;0.072434464;0.159706764
TCIRG1;118.570922;0.139278952;0.077594798;1.794952195;0.072661317;0.160175896
FAH;42.4906119;0.185066134;0.103138082;1.794353065;0.072756833;0.160355384
NDUFAB1;214.2217333;-0.108888637;0.060692617;-1.794100203;0.072797177;0.160413225
ATP5A1;516.2451895;-0.077618749;0.04326705;-1.793945927;0.0728218;0.16043641
SMYD4;64.02042516;-0.13913913;0.077578183;-1.793534258;0.072887538;0.160550149
RP11.553L6.5;70.85744739;-0.143002999;0.079772341;-1.792638862;0.073030688;0.160834328
EXOSC5;32.66710258;-0.15509839;0.086565426;-1.791689788;0.073182671;0.161106666
DNAJC19;49.62409486;-0.197989287;0.110500338;-1.79175277;0.073172577;0.161106666
PDE6B;15.22276187;-0.232006345;0.129500216;-1.791551794;0.073204791;0.161124184
FGFR1OP;90.92493703;-0.111822786;0.062456279;-1.790417022;0.073386896;0.161493755
GPATCH2;70.45907326;-0.134426104;0.075132302;-1.789191874;0.07358392;0.161833415
HS1BP3;81.1915899;0.112213532;0.062716514;1.789218276;0.07357967;0.161833415
CDK16.1;89.682752;-0.098333252;0.054954739;-1.789349815;0.073558496;0.161833415
PPARA;82.63757318;-0.120377343;0.067284229;-1.789087068;0.073600795;0.161839242
MRTO4;49.28985359;-0.137839706;0.077075823;-1.788365016;0.073717137;0.162032431
NSG1;44.17062482;-0.251165471;0.140443181;-1.788377835;0.07371507;0.162032431
RPA2;215.3460547;-0.091793084;0.051343197;-1.787833408;0.073802889;0.16215476
MED19;111.7665018;-0.103606923;0.057961812;-1.787503183;0.073856198;0.16215476
PNPT1;39.14469143;-0.171056222;0.095686902;-1.787666014;0.073829908;0.16215476
CTD.3184A7.4;112.4802406;-0.123328043;0.068989674;-1.787630474;0.073835646;0.16215476
FBXO30;57.57491165;0.170291726;0.095256887;1.787710373;0.073822747;0.16215476
NT5C3A;226.8131692;0.149210442;0.083474835;1.787490118;0.073858308;0.16215476
C1orf112;10.17929759;-0.247014211;0.138206515;-1.787283408;0.073891694;0.16219676
ZNF746;223.8504282;0.13091706;0.073254838;1.787145577;0.073913963;0.162214343
FBXO44;36.21221163;-0.165627491;0.092705531;-1.786597717;0.074002531;0.162346085
ZNF622;63.95262813;0.100403016;0.056197479;1.786610688;0.074000433;0.162346085
CTC.246B18.10;78.06667849;0.238390719;0.13344815;1.786392087;0.074035796;0.162382911
KLHL7;27.83227579;0.190662013;0.106734672;1.786317509;0.074047863;0.162382911
TAF8;121.9190857;-0.103667657;0.058048582;-1.785877495;0.074119096;0.162507795
APOL1;209.6487584;0.148884453;0.083387969;1.785442854;0.074189513;0.162630845
WDR13.1;153.1885319;0.126445727;0.070833894;1.785102014;0.074244771;0.162720625
RRM2B;97.62810443;0.155234673;0.086968532;1.784952197;0.074269071;0.162742531
WBP1L;350.0663763;0.06270429;0.035131322;1.784854269;0.074284958;0.162745998
MARK2;388.0501945;0.118570879;0.066438151;1.784680603;0.074313139;0.162776392
WDR36;69.21103953;-0.161260268;0.090368869;-1.784467034;0.074347807;0.162820982
DPM3;127.1329783;-0.100628779;0.056415156;-1.783718895;0.074469354;0.163055782
MRPS34;139.7623751;-0.090581552;0.050787553;-1.783538409;0.074498701;0.163088652
NUAK2;237.3651084;0.109074061;0.06118892;1.782578632;0.074654921;0.163382252
CUL4B;293.8921066;0.098270765;0.055129689;1.782538007;0.074661539;0.163382252
CHD4;575.423926;-0.084328535;0.047318108;-1.782162033;0.074722812;0.163484891
TCEAL8;87.91841988;-0.148960578;0.083598191;-1.781863661;0.074771468;0.16355989
ZNF680;32.62865081;-0.1631408;0.091579215;-1.78141733;0.074844299;0.163687734
SFXN2;22.22345727;-0.196284159;0.11024236;-1.780478566;0.074997674;0.163965989
RPL7AP6;7.049222772;-0.247161181;0.138818551;-1.780462188;0.075000352;0.163965989
PRR5L;123.0333104;-0.161054357;0.090469897;-1.780198299;0.075043514;0.163997321
SNAPC1;31.79092164;-0.178411333;0.100217149;-1.78024754;0.075035458;0.163997321
TMEM42;45.15002951;-0.159259994;0.089482345;-1.779792355;0.075109949;0.164110984
ARHGAP26;1209.841228;0.123246343;0.069252002;1.779679121;0.075128489;0.164119974
SCAMP4;21.47390963;-0.197454837;0.110964401;-1.779443104;0.075167145;0.164126809
TRMT1;64.78839759;-0.116009168;0.065191534;-1.779512787;0.07515573;0.164126809
SMC5;188.1423401;-0.109337897;0.061446643;-1.779395786;0.075174897;0.164126809
DDOST;98.26461341;-0.102146162;0.057423543;-1.778820265;0.075269234;0.164238219
ATG16L1;71.79123851;-0.120628069;0.067812977;-1.778834585;0.075266885;0.164238219
CCDC107;57.28363997;-0.140071318;0.078743481;-1.778830664;0.075267528;0.164238219
ADAM1A;27.20384903;-0.18180614;0.10221688;-1.778631289;0.075300231;0.164274348
CCDC88B;321.4228705;0.105330725;0.059235662;1.778164056;0.075376914;0.164410114
STARD9;17.68180889;-0.226707497;0.127576059;-1.777037943;0.075561997;0.16478222
FBF1;10.64325005;-0.249174446;0.140237494;-1.776803328;0.075600604;0.164834816
ABCC1;45.3768124;-0.164039987;0.092344364;-1.776394149;0.075667975;0.164950096
MPHOSPH6;119.0798418;-0.127141011;0.071593295;-1.775878739;0.075752906;0.165071981
FBXO38;121.7956885;0.123722519;0.069667986;1.775887704;0.075751428;0.165071981
RP11.434C1.1;17.41269319;0.405012434;0.228086313;1.775698106;0.07578269;0.165105259
DDX50;115.3048463;-0.149197362;0.084027501;-1.775577755;0.075802539;0.165116885
GNA11;24.62791389;-0.201310753;0.113433433;-1.774703871;0.075946796;0.165367789
EXT1;41.6654793;0.153847651;0.086685212;1.774785424;0.075933324;0.165367789
FARP2;34.79701818;-0.149131183;0.084077399;-1.773736871;0.076106685;0.165652525
ARIH2;286.0858311;-0.066905718;0.037719084;-1.773789581;0.076097962;0.165652525
LRRC59;75.63811266;0.098386858;0.055474346;1.77355597;0.076136626;0.165685998
NOP9;81.0496165;-0.119535687;0.067432451;-1.772673032;0.076282902;0.165877404
CTD.3018O17.3;15.95735509;-0.244131581;0.137708002;-1.772820586;0.076258441;0.165877404
C2orf68;221.6350087;-0.080685821;0.045515643;-1.772705307;0.076277551;0.165877404
MMP24.AS1;304.8675255;0.127255017;0.071778835;1.772876614;0.076249155;0.165877404
ZNRF1;30.46551605;0.172429905;0.097325646;1.77168005;0.076447683;0.166203954
THAP4;44.3294745;-0.138419554;0.078135509;-1.771532;0.076472276;0.166225657
CLEC12A;566.5129943;0.27029911;0.152606727;1.771213592;0.07652519;0.166308899
CCDC112;57.97297565;0.16934583;0.095624562;1.770944898;0.076569865;0.166374208
TPI1;500.232945;0.071305024;0.040274101;1.770493264;0.076645006;0.166505677
TSPAN33;83.46830572;-0.175772566;0.09929486;-1.770208097;0.076692481;0.166577006
ATP13A1;35.09802614;-0.153601855;0.086776408;-1.770087722;0.076712529;0.166588745
PFKP;75.22077419;-0.125225129;0.070754128;-1.769863235;0.076749927;0.166638152
TLE4;743.1717273;0.071742686;0.040538943;1.769722651;0.076773355;0.166657213
ARL13B;26.43213741;-0.176280906;0.099650833;-1.768985773;0.076896249;0.166892145
VPS25;74.26040416;0.105415489;0.05961601;1.768241259;0.077020579;0.167130103
TMC4;17.39589855;0.287091481;0.162371004;1.768120375;0.077040782;0.167142062
RP11.498D10.6;19.16431587;0.184079447;0.104119279;1.767966978;0.077066424;0.167165817
PDCD6IP;279.0642922;0.095967944;0.054293473;1.767577935;0.07713149;0.167275058
KIAA0247;696.1241743;0.112825264;0.063846072;1.767144945;0.077203957;0.167400309
SLC2A5;11.80184941;0.31873515;0.180406006;1.766765731;0.07726747;0.167410399
C1orf228;60.19565815;-0.14433549;0.081689484;-1.766879683;0.07724838;0.167410399
BCCIP;92.3007672;-0.124967206;0.070729161;-1.766841336;0.077254804;0.167410399
ATPAF2;70.42740957;-0.117962099;0.066764282;-1.766844409;0.077254289;0.167410399
PTGDS;24.29182529;-0.272414696;0.154230164;-1.766286758;0.077347752;0.167552433
MIEN1;116.174044;0.090524703;0.051262728;1.765897128;0.077413109;0.167662087
SCRN2;47.79711787;-0.137192388;0.077731545;-1.764951263;0.077571957;0.167974145
GDPD3;64.49093278;0.133125217;0.075477148;1.763781762;0.077768729;0.168368189
RNF168;150.0511262;-0.087002739;0.049338663;-1.763378512;0.077836672;0.168483221
RP11.196G18.24;21.29259668;0.255730082;0.145054773;1.762989783;0.077902213;0.168528898
EPC1;962.7653774;-0.056888053;0.032265057;-1.763147449;0.077875624;0.168528898
GP1BA;19.63123774;-0.281584511;0.159715087;-1.76304266;0.077893295;0.168528898
C2CD3;45.17201668;-0.122545029;0.069531294;-1.762444246;0.077994268;0.168684047
TTLL12;80.0818407;-0.109859681;0.062335657;-1.762389073;0.078003583;0.168684047
TNFAIP2;2346.359205;0.111245988;0.063132341;1.762107769;0.078051091;0.168722641
TNRC6C;141.9020642;-0.098446748;0.055867785;-1.762138031;0.078045979;0.168722641
APBA3;61.68367163;-0.106491776;0.060440101;-1.761939071;0.078079592;0.168752189
ZBTB47;22.289606;0.181820486;0.103204194;1.761754823;0.078110731;0.168787423
LSM6;88.90391646;0.141238138;0.080192445;1.761239937;0.078197801;0.168943484
DNAJC27;33.02068013;-0.151348802;0.085954636;-1.760798588;0.078272499;0.169072759
D2HGDH;77.47150203;-0.147891676;0.084017749;-1.760243248;0.078366572;0.169243829
GOLGA8A;143.9112947;-0.193873345;0.110150876;-1.760070831;0.078395798;0.169274813
TES;416.5902615;-0.065243712;0.037075413;-1.75975682;0.078449047;0.169357649
ECHS1;161.4505581;-0.098023866;0.055712214;-1.759468143;0.078498027;0.169431237
MCF2L;10.4030881;-0.268020847;0.152364391;-1.75907799;0.078564263;0.169445615
SMPD4;51.20369187;-0.323124958;0.183672994;-1.759240433;0.078536679;0.169445615
LY75;111.9126953;0.144442227;0.082111121;1.759106747;0.078559379;0.169445615
CXorf24;13.50259857;-0.273574452;0.155502772;-1.759289877;0.078528285;0.169445615
ERGIC2;129.4018633;0.150806264;0.085737373;1.758932637;0.078588951;0.169466735
RP13.516M14.1;108.9552907;0.125487287;0.071350252;1.758750439;0.078619906;0.169501359
GMIP;412.0808723;0.108076467;0.061458295;1.758533435;0.078656788;0.169516627
SURF4;409.1375084;-0.062587693;0.035589217;-1.758613966;0.078643099;0.169516627
APIP;17.85376053;0.333795375;0.189866476;1.758053245;0.07873845;0.169645801
ATP6V0D1;528.4641119;0.111369166;0.06334972;1.758005651;0.078746548;0.169645801
LINC00662;65.08221728;-0.141485734;0.080485946;-1.757893653;0.078765606;0.169653315
C5orf51;32.9801804;-0.154790839;0.088058918;-1.757809904;0.07877986;0.169653315
ADIPOR2;206.2606111;-0.063954871;0.036388014;-1.7575807;0.07881888;0.169705222
TAPT1.AS1;27.81019839;-0.187621304;0.106769863;-1.757249635;0.078875268;0.169794499
RP11.469M7.1;13.06191897;-0.237860643;0.135374425;-1.757057455;0.078908017;0.169832861
RP11.1191J2.5;11.73229537;-0.251259092;0.143083609;-1.756029871;0.079083308;0.170177945
NARS2;11.6154538;-0.255818368;0.145739571;-1.755311661;0.079206013;0.17040976
SLC38A5.1;247.6554866;0.232454605;0.132500499;1.75436778;0.079367509;0.170724928
CXorf38;45.84514483;-0.142966225;0.081498412;-1.754220991;0.079392648;0.170746721
KLHL18;73.61509892;0.105354355;0.060066401;1.753964819;0.079436536;0.17080882
RAB8A;462.4795672;-0.073721809;0.042040052;-1.753608901;0.079497545;0.170907703
MFAP3;59.95529088;0.124233007;0.070862133;1.753164922;0.079573702;0.171006802
PIM2.1;719.5800313;0.081663683;0.046579227;1.753221083;0.079564065;0.171006802
TMEM214;74.8724666;-0.110747755;0.063178018;-1.752947595;0.079611003;0.171054651
NEK9;225.3144991;-0.077996779;0.044511727;-1.752274813;0.079726565;0.171270606
RP11.256L6.3;13.24299199;0.302979888;0.172931187;1.752025721;0.079769385;0.171330243
C1QBP;58.23898624;-0.177483213;0.101307847;-1.751919704;0.079787616;0.171337053
HAPLN3;83.33581149;-0.164518534;0.093946325;-1.751197124;0.079911961;0.171571689
CFDP1;95.43503621;-0.098124239;0.056039099;-1.750996033;0.079946593;0.171613659
ZNF45;21.61195154;-0.222079723;0.126860206;-1.750586169;0.080017219;0.17170876
ZNF154;16.69991909;-0.275188856;0.157200133;-1.750563764;0.080021082;0.17170876
FPGS;45.89583021;-0.1461189;0.083497614;-1.749976939;0.080122293;0.171893518
NCDN;46.24234471;-0.137252972;0.078436832;-1.749853594;0.08014358;0.17190677
MAPK6;38.20166917;-0.187519251;0.107179461;-1.749581954;0.080190476;0.17194357
SLC35C2;191.3263205;-0.073786051;0.0421736;-1.749579136;0.080190962;0.17194357
RP11.705C15.3;44.02771765;-0.167553651;0.095809926;-1.748813081;0.080323335;0.172194048
AP1G2;146.5894279;-0.095187644;0.054432505;-1.74872798;0.080338051;0.172194048
SETD5;1168.480194;-0.086747397;0.049613406;-1.748466881;0.080383216;0.172203729
MRFAP1L1;424.1011072;-0.10967599;0.062724502;-1.748535059;0.08037142;0.172203729
ZDHHC12;61.48653113;0.115435392;0.066021959;1.748439366;0.080387976;0.172203729
INO80B;80.8472952;-0.106420209;0.060921146;-1.746851739;0.080663059;0.172760471
RN7SL230P;14.68315353;0.235671421;0.134954065;1.746308434;0.080757371;0.17292991
CTC.559E9.6;12.99756766;-0.236253105;0.135314352;-1.745957483;0.08081834;0.173022793
ADTRP;15.53178025;-0.309345856;0.177185833;-1.745883697;0.080831163;0.173022793
RP4.575N6.4;20.97886452;-0.241558662;0.13839094;-1.745480322;0.080901295;0.173075222
USP47;231.6235255;-0.103073748;0.059048674;-1.745572615;0.080885244;0.173075222
EPN2;29.37787042;-0.187345654;0.107326933;-1.74556049;0.080887353;0.173075222
SNORD104;12.21567256;-0.245624717;0.140773388;-1.744823514;0.081015594;0.173266775
C19orf55;60.28586009;-0.129552922;0.074251264;-1.744790791;0.081021292;0.173266775
MSRB3;30.93479781;0.190292782;0.109079878;1.744526896;0.081067256;0.173332488
UFM1;148.7338939;-0.153948131;0.08828939;-1.74367647;0.081215521;0.173580991
MRPS7;121.5308132;0.093834586;0.053824743;1.743335526;0.081275023;0.173580991
ZNF649;19.08348445;-0.19996954;0.114687387;-1.743605329;0.081227933;0.173580991
FAM136A;55.1291488;-0.14795966;0.084865483;-1.743461011;0.081253119;0.173580991
C6orf1;123.1861367;0.088649966;0.050850701;1.743338125;0.081274569;0.173580991
NUDT3;839.6520339;-0.070373319;0.04036637;-1.743365064;0.081269867;0.173580991
BAG4;43.62392937;0.150688211;0.086471051;1.742643447;0.081395916;0.173806557
KIAA1841;44.39652069;0.161386552;0.09262184;1.742424383;0.081434212;0.173855702
CD79A;202.526457;-0.182098553;0.104515765;-1.742307033;0.081454733;0.173866886
WDR55;94.30077937;-0.086907825;0.049897831;-1.741715468;0.081558244;0.174055177
ADPRHL2;147.2276289;-0.087955815;0.050514048;-1.741214932;0.081645911;0.174209589
RP11.4M23.4;29.18557281;0.170324595;0.097830657;1.741014538;0.08168103;0.174251844
PHF13;33.03714545;-0.14100495;0.08100043;-1.74079262;0.081719936;0.174294785
SIPA1;200.7837057;0.098407156;0.056532283;1.740724971;0.081731799;0.174294785
RARA;337.0598846;0.188650983;0.108381457;1.740620475;0.081750126;0.174301197
SYTL1;182.5740317;-0.083459275;0.047978431;-1.739516542;0.081943945;0.174681706
PILRB;81.17449361;-0.18341435;0.105470553;-1.739010035;0.082032998;0.174838782
KRT10;209.5984467;-0.099434561;0.057193155;-1.738574502;0.082109635;0.174969342
ABCA2;56.98491158;0.129839139;0.07469926;1.738158305;0.082182924;0.17509272
SH3BP2;442.647619;0.068610497;0.039502426;1.736867909;0.082410489;0.17554468
KLHL24;213.376086;-0.081976688;0.047211411;-1.736374473;0.082497643;0.175697432
HIBCH;76.28422815;-0.108792979;0.062666969;-1.736049808;0.082555028;0.17578674
HOXB4;16.86958506;-0.219707507;0.126570793;-1.735846815;0.082590924;0.17579737
MT.RNR2;63946.84858;0.133564118;0.076944173;1.735857473;0.082589039;0.17579737
CTC.228N24.3;72.57161084;-0.138367126;0.079726884;-1.735514031;0.082649799;0.175889779
S100PBP;165.5816562;-0.085239036;0.049120201;-1.735315301;0.082684973;0.175931726
KLF2;2048.368369;-0.097006416;0.055909539;-1.735060196;0.082730144;0.175994922
CCNH;47.14967499;-0.160485131;0.092501177;-1.7349523;0.082749254;0.176002667
OCRL;13.26934942;-0.253431254;0.146093861;-1.734715294;0.082791246;0.176059067
NSRP1P1;30.86070996;-0.202385726;0.11669546;-1.734306775;0.082863666;0.176147221
DTD2;27.71251341;-0.204751495;0.118056945;-1.734345186;0.082856854;0.176147221
HEATR3;82.81078382;-0.116414374;0.067149349;-1.733663479;0.08297781;0.176356911
FBXW8;17.16223673;-0.202705197;0.116935238;-1.733482574;0.083009932;0.17635929
GM2A;156.7346121;0.136016257;0.078461752;1.733535813;0.083000478;0.17635929
KYNU;46.78220598;0.173570687;0.100139387;1.733290886;0.08304398;0.176398685
BPNT1;38.43199025;-0.155839;0.08993376;-1.732819801;0.083127702;0.176494153
PRSS23;75.38576982;-0.252946123;0.145971954;-1.732840563;0.083124011;0.176494153
FXYD7;11.73854103;-0.252617295;0.145787611;-1.732776151;0.083135463;0.176494153
MRPL11;108.8579663;-0.121714615;0.070255542;-1.732455707;0.083192457;0.176516334
BCL2L12;59.55906563;-0.119608381;0.069036318;-1.732542888;0.083176948;0.176516334
PSMD1;317.6461105;-0.063495661;0.036649292;-1.732520819;0.083180874;0.176516334
BLNK;49.50207371;-0.181108864;0.104571737;-1.731910252;0.083289543;0.176610576
UBALD1;102.5285189;0.143947652;0.08311215;1.731968808;0.083279116;0.176610576
ARHGDIA;618.1670159;-0.095862283;0.055352298;-1.731857331;0.083298967;0.176610576
NOA1;57.5093886;-0.125414321;0.072415396;-1.731873706;0.083296051;0.176610576
CRYZL1;96.74305322;-0.103543676;0.05979228;-1.731723146;0.083322867;0.176628333
MRPS35;86.46090176;-0.12988273;0.075013198;-1.731465038;0.083368855;0.176692896
TSNAX;156.416454;0.155528581;0.089837163;1.731227662;0.083411168;0.176749647
GATSL3;13.03151231;-0.208322986;0.120346854;-1.731021457;0.083447938;0.176761718
ARSB;34.96948737;0.174638657;0.100886484;1.731041171;0.083444422;0.176761718
PPA1;42.15534859;-0.195580157;0.113001283;-1.730778202;0.083491331;0.176820714
C3orf62;374.8145861;0.106523321;0.061581391;1.72979724;0.083666508;0.177158731
COG2;98.73042958;-0.126677949;0.073244597;-1.72951937;0.083716183;0.177230929
