Supplementary Table 3: Differential expression results (DESeq2) of primary sclerosing cholangitis patients with and without UC comorbidity vs healthy controls. (ii) PSC alone + PSC/UC vs CON);;;;;;
row;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
RP11.561P12.5;90.42504004;0.434186456;0.16113658;2.694524452;0.007048915;0.028692256
APOBEC3F;23.65740384;-0.272533364;0.101149526;-2.694361263;0.007052368;0.028692256
TYMP;1153.417392;0.184529256;0.068489041;2.694288796;0.007053902;0.028692256
FN3KRP;51.88183462;-0.230427908;0.085534471;-2.693977116;0.007060501;0.028708836
CTD.2196E14.4;25.58037478;-0.307404169;0.114138636;-2.693252506;0.007075866;0.028753774
EPHA4;24.00597579;-0.329866729;0.122480536;-2.693217541;0.007076608;0.028753774
FAM213B;42.26761724;-0.210153333;0.078040533;-2.692874122;0.007083901;0.028763211
C19orf35;54.00778457;0.299620176;0.111264252;2.692870085;0.007083987;0.028763211
CEP19;125.5084416;0.218816403;0.081331467;2.690427332;0.007136057;0.028964297
MYL4;290.3606908;0.372241045;0.138403143;2.68954186;0.007155017;0.029030896
CLDN15;82.85374751;-0.152574456;0.056738672;-2.689073462;0.007165065;0.029061299
ZNF555;15.0650098;-0.328282688;0.122138126;-2.687798631;0.007192476;0.02916208
IFI16;1158.15152;0.195171851;0.072637314;2.686936494;0.007211066;0.029227039
DNPH1;64.048816;-0.215269657;0.080150471;-2.685819;0.007235227;0.029314523
RP11.51F16.5;251.690023;0.196653306;0.073244874;2.684874649;0.007255701;0.029387011
CRELD1;26.37081379;-0.257140358;0.095782201;-2.684636151;0.00726088;0.029397521
CAPN12;44.22307744;-0.262717947;0.097864495;-2.684507245;0.007263681;0.029398398
BROX;286.7835631;0.193135535;0.071956191;2.684071135;0.007273163;0.029426307
MRPL4;78.99581508;-0.188872582;0.070382062;-2.683532951;0.00728488;0.029463233
COQ10A;30.30794301;-0.259685861;0.096788249;-2.68303088;0.007295825;0.029497017
LINC00672;26.71042838;0.262971468;0.098021111;2.682804419;0.007300767;0.029506511
PMM2;25.33403453;-0.30365037;0.113198729;-2.682453882;0.007308423;0.029526962
PILRA;513.7919816;0.183365376;0.068362905;2.682234989;0.007313207;0.029535802
TUBD1;35.71238242;-0.227921073;0.08500038;-2.681412406;0.00733121;0.029598006
QTRTD1;53.83125506;-0.177648173;0.066273777;-2.680519824;0.007350791;0.029666531
GNPNAT1;22.9271132;-0.303651938;0.113344901;-2.679008371;0.007384055;0.029758552
SLC4A1;107.6375362;0.435036507;0.162383151;2.679074171;0.007382604;0.029758552
SYCP2;31.60223621;0.356727342;0.13315631;2.679011931;0.007383976;0.029758552
GNPDA1;201.8231722;-0.13572838;0.050660697;-2.679165259;0.007380596;0.029758552
CIRBP;982.5742107;-0.094134235;0.035140102;-2.678826469;0.007388067;0.029764178
RP3.477O4.14;29.13766408;-0.244999255;0.091489873;-2.677883853;0.00740889;0.029826945
CCL28;11.02929031;-0.388805424;0.145186055;-2.677980507;0.007406753;0.029826945
TCTN2;12.92259237;-0.393797911;0.147103405;-2.677014255;0.007428147;0.029893892
USP24;135.1141402;-0.151417156;0.056573194;-2.67648239;0.007439948;0.029930793
GMEB1;135.5918216;-0.120104619;0.044892665;-2.675372923;0.007464617;0.030019421
POU2AF1;94.23081367;-0.269504568;0.100751288;-2.674949098;0.00747406;0.030030123
SYNJ2BP;17.37475423;-0.321489257;0.120192796;-2.674779756;0.007477836;0.030030123
ADAMTS5;18.01693395;0.526253306;0.196725806;2.675059856;0.007471591;0.030030123
LAMTOR4;874.9776549;0.128883429;0.048183666;2.674836525;0.00747657;0.030030123
TM2D2;62.25197736;-0.196279703;0.073395178;-2.674286072;0.007488854;0.030063758
CCNL2;391.1103145;-0.115316164;0.043127157;-2.673864285;0.007498279;0.030090977
TAF1;217.6265584;-0.169702685;0.063486594;-2.673047536;0.00751656;0.030153703
TMEM86B;175.4602964;0.316901963;0.118575604;2.672573052;0.007527198;0.030185737
WHAMM;141.775667;-0.132592456;0.049620456;-2.672132955;0.007537078;0.030214706
DCAKD;56.59243949;-0.187480904;0.070167108;-2.671920062;0.007541861;0.030223232
ZNF384;45.81193456;-0.196848397;0.073721469;-2.6701638;0.007581425;0.030350491
DNAJC5;403.5902392;0.139747806;0.052336961;2.670155158;0.00758162;0.030350491
CNTLN;58.40812951;0.27733014;0.103861989;2.670179369;0.007581074;0.030350491
HNRNPUL2;466.5280005;-0.10487547;0.039297117;-2.668782822;0.007612666;0.030442635
ZNF414;33.90992609;-0.201414325;0.075468801;-2.668842246;0.007611319;0.030442635
TAX1BP1;932.199907;0.178325292;0.066818383;2.668805849;0.007612144;0.030442635
MLEC;217.7822514;-0.121768273;0.045632556;-2.66845172;0.007620173;0.030461949
Y_RNA.96;78.60371166;-0.226749343;0.084985454;-2.668095927;0.007628247;0.030482748
INPP4B;131.9274771;-0.262186199;0.09827119;-2.667986414;0.007630734;0.030482748
PCNXL2;127.4843227;-0.202352685;0.075851917;-2.667733317;0.007636485;0.030495011
AP5B1;20.71726467;0.346730061;0.129985484;2.667452166;0.007642877;0.030498872
TMEM167A;205.3220953;0.208987591;0.078350648;2.667337117;0.007645494;0.030498872
ARPC1B;3172.721322;0.116016167;0.043491369;2.667567616;0.007640251;0.030498872
SLITRK4.1;24.00010244;0.37107886;0.139145416;2.666842137;0.007656763;0.030533119
GNLY;1069.441553;-0.335057682;0.125677971;-2.666001669;0.007675931;0.030598833
WDR24;14.87389428;-0.327128808;0.122722858;-2.665589877;0.007685339;0.030625603
CMPK2;75.35284578;0.471344745;0.176860198;2.665069648;0.007697238;0.030662282
ACER3;145.8797192;0.159533546;0.059867511;2.664776639;0.007703947;0.030678267
GPR68;32.02605786;-0.306857278;0.115161219;-2.66458865;0.007708255;0.030684679
UBIAD1;74.52635044;-0.189264461;0.071042974;-2.66408416;0.007719825;0.030719988
H3F3A;135.0317041;0.219744821;0.082497382;2.66365812;0.007729608;0.030737415
VGLL4;75.92574472;-0.161715059;0.060710073;-2.66372697;0.007728026;0.030737415
PEF1;116.5691201;-0.14330627;0.053818858;-2.66275199;0.007750451;0.030809534
PPP2R1B;55.96011417;-0.177656074;0.066728943;-2.662354085;0.00775962;0.030835208
CLINT1;215.3723512;-0.145801959;0.05476884;-2.662133415;0.00776471;0.030844658
TMEM154;944.0014224;0.144122442;0.054150186;2.661531811;0.007778599;0.030889048
PDPR;101.6839919;-0.267289472;0.100456682;-2.660743584;0.007796831;0.030950644
KRT18P61;19.37469035;0.346759995;0.130346849;2.660286735;0.007807415;0.030956984
MGAT4A;271.0939559;-0.230389436;0.086604999;-2.66023255;0.007808672;0.030956984
FCHO2;76.84853159;0.276037076;0.103758031;2.660392392;0.007804966;0.030956984
CDK6;170.5495786;-0.181238335;0.068129464;-2.660204922;0.007809312;0.030956984
FBXO41;29.61415824;-0.239297488;0.089959994;-2.660043386;0.007813059;0.030961048
NLRX1;53.03981927;0.24590111;0.092464794;2.659402557;0.007827937;0.031009206
DCXR;114.9581495;-0.164512254;0.061863715;-2.659268905;0.007831043;0.031010713
ZDHHC18;823.1246882;0.19101189;0.071844106;2.658699513;0.007844289;0.031022023
RCSD1;777.3859971;-0.101080025;0.038016441;-2.658850291;0.00784078;0.031022023
MVK;25.67478104;-0.246102035;0.092556075;-2.65895065;0.007838444;0.031022023
PPM1M;324.8695539;0.127594186;0.047993717;2.658560198;0.007847533;0.031022023
PLD1;21.18588391;0.294836227;0.110896101;2.658670804;0.007844957;0.031022023
CNST;65.10354809;-0.208152935;0.07830193;-2.658337211;0.007852728;0.031031776
BICD2;295.1491115;0.123653094;0.046521593;2.65797207;0.007861241;0.031054631
RPL18A;50.47850075;-0.276879422;0.104200732;-2.657173488;0.007879888;0.031117489
MED6;104.2652965;-0.145984448;0.054961288;-2.656132245;0.007904261;0.031202907
CDKN2C;22.74846918;0.332804688;0.12535472;2.65490353;0.007933109;0.031305926
LRWD1;38.71087039;0.249567928;0.094011637;2.654649322;0.007939089;0.031318661
HEBP1;183.4365353;0.285536769;0.107568035;2.654476017;0.007943169;0.031323892
EIF2S3;368.9208092;-0.127221464;0.047937248;-2.653916724;0.007956346;0.031364985
PPP4R2;297.435211;0.25120773;0.094666063;2.653619695;0.007963352;0.031381731
RP11.391M1.4;20.70675275;-0.300319308;0.113186057;-2.653324229;0.007970327;0.031398342
RNU6.469P;41.1976415;0.351893757;0.13263815;2.653035777;0.007977142;0.031414309
PTPN23;81.75854075;-0.174087588;0.065627472;-2.652663326;0.007985948;0.031438108
HLA.E;8530.252192;0.118794734;0.044789611;2.652283244;0.007994944;0.031462636
AC090587.2;19.81742674;-0.371446694;0.140065539;-2.651949193;0.008002858;0.03148289
CHST11;517.0856987;0.149412149;0.056343649;2.651801073;0.00800637;0.031485817
MAFG;211.0449613;0.162395819;0.061256205;2.651091759;0.008023204;0.031541117
SDF4;478.0106934;-0.097711649;0.036866096;-2.650447437;0.008038523;0.031579517
TFR2;24.48608745;0.384860649;0.145203386;2.650493626;0.008037424;0.031579517
CERK;184.0992534;-0.129071999;0.04870831;-2.649896891;0.008051634;0.031620103
STX7;493.0313179;0.130701493;0.049354419;2.648222715;0.00809162;0.031766169
ZNF189;37.79657474;-0.249034281;0.094051325;-2.647855104;0.008100424;0.031789762
PLCXD1;58.91300391;-0.210016461;0.079336769;-2.64715168;0.008117294;0.031844982
CDK10;125.4198028;-0.183801759;0.069441154;-2.646870733;0.00812404;0.031860463
RPS25;163.7890479;-0.247216935;0.093414762;-2.646443969;0.008134298;0.031889699
RAB1A;242.3032951;0.180663328;0.068290068;2.645528591;0.008156339;0.031965096
HEG1;92.64388041;-0.255888019;0.096742263;-2.64504893;0.008167911;0.031999421
USP3;525.7565261;0.097421858;0.0368363;2.644724328;0.008175749;0.032008087
LAS1L;55.94559806;-0.201962128;0.076361952;-2.644800503;0.008173909;0.032008087
ACSF3;98.10616339;-0.171966043;0.065040895;-2.643967974;0.008194041;0.032068663
RXRB;209.5214964;-0.09980479;0.037751446;-2.643734238;0.008199701;0.032079779
NADK;382.1457562;0.199478829;0.075462623;2.643412354;0.008207501;0.032099258
SYNJ2;94.51673801;-0.210325357;0.079570401;-2.643261234;0.008211166;0.032102554
LILRB4;91.99231668;0.214373481;0.081120865;2.642642935;0.008226174;0.032150181
VPS33A;130.3939833;-0.123502742;0.04674505;-2.642049594;0.008240599;0.032184447
MEF2A;206.9128354;0.196564491;0.074397918;2.642069791;0.008240107;0.032184447
PECR;23.73936744;0.339070777;0.128343788;2.641894723;0.008244368;0.032188117
FTH1;5365.554166;0.185893455;0.070367572;2.6417489;0.008247918;0.03219093
NOP10;445.4702838;0.177906052;0.067351283;2.64146494;0.008254835;0.032206879
APBB1IP;1672.801782;0.165243884;0.062573825;2.640782854;0.008271472;0.032260724
CSF3R;6739.093895;0.200134154;0.075792721;2.640545839;0.008277259;0.032272235
MPHOSPH9;148.3409921;-0.164683294;0.062371155;-2.640375881;0.008281412;0.032277364
CCR5;47.49827481;-0.300987023;0.114041395;-2.639278674;0.008308265;0.032370937
DDX18;329.3173124;-0.147764939;0.055991256;-2.639071711;0.008313339;0.032379617
EML3;153.5349101;-0.147532465;0.055907598;-2.638862541;0.00831847;0.032388513
HTATIP2;140.5254439;0.160836086;0.060956088;2.638556577;0.008325981;0.032395582
C9orf16;78.02624643;-0.169513384;0.064243545;-2.638605718;0.008324774;0.032395582
EIF4A1;27.33076289;-0.312101395;0.118292172;-2.638394309;0.008329966;0.032400009
PTPLB;93.0546214;-0.188048372;0.071279858;-2.638169838;0.008335482;0.032410384
TRAPPC12;119.163116;-0.118962745;0.045104027;-2.637519357;0.008351486;0.032461515
HMBS;164.4915093;0.333520804;0.126474713;2.637055236;0.008362921;0.032494862
WBP4;111.8951281;0.150847052;0.057227433;2.635922042;0.008390901;0.032592447
TMEM259;585.5850473;-0.094736737;0.035954112;-2.63493472;0.008415347;0.032665097
SNHG17;66.04974344;-0.224089442;0.085042412;-2.635031604;0.008412945;0.032665097
IRF7;138.5806786;0.251611623;0.095501631;2.63463168;0.008422863;0.03268312
ERP29;626.7117235;-0.112055008;0.042534849;-2.634428284;0.008427911;0.032691558
CCDC101;45.60883542;-0.216945129;0.082369473;-2.633804984;0.008443397;0.032740465
SLC25A1;68.49165799;-0.189253827;0.07186432;-2.633488028;0.008451282;0.032759874
MGAT2;60.00919381;-0.228444676;0.086766863;-2.632856229;0.008467018;0.032809695
SSNA1;120.6856319;0.13331393;0.050645651;2.632287821;0.008481198;0.032853452
NUP85;125.5254656;-0.139656492;0.053064586;-2.631821008;0.008492859;0.032876237
CNKSR2;20.29317189;-0.371836801;0.141278991;-2.631932744;0.008490067;0.032876237
MDS2;13.96049047;-0.38614365;0.146730604;-2.631650375;0.008497125;0.032881563
NR6A1;51.06280347;0.251053707;0.095438714;2.630522727;0.008525367;0.032979633
MAK;57.4114496;0.301105479;0.114472963;2.630363285;0.008529367;0.032983891
CASP6;60.39024268;-0.188751463;0.071770297;-2.629938451;0.008540033;0.033013916
USPL1;25.91917187;-0.277596073;0.105598719;-2.628782576;0.008569113;0.033115081
RPL21P28;50.60876323;0.309470118;0.117762162;2.627924902;0.008590748;0.033168645
EFTUD1;27.40735615;-0.251934694;0.095869704;-2.62788642;0.00859172;0.033168645
FBXO32;89.11543929;-0.202872497;0.07719728;-2.627974687;0.008589491;0.033168645
PREX1;1406.146358;0.18405846;0.070048667;2.627579776;0.008599468;0.033187294
ZZZ3;116.2384198;-0.209885163;0.0798865;-2.627292029;0.008606743;0.033192855
SFT2D1;138.6748784;0.162334849;0.061787471;2.627310134;0.008606286;0.033192855
NVL;56.89525123;-0.185930323;0.070796732;-2.626255734;0.008632993;0.033282806
WDR76;24.79561577;-0.269167283;0.102501449;-2.625985145;0.008639859;0.033297992
HIST1H2AC;566.3695227;0.192626546;0.073363999;2.625627675;0.008648937;0.03332169
HDHD3;29.41540966;-0.239848816;0.091354172;-2.625482892;0.008652616;0.03332458
EHBP1L1;281.6452682;0.147522538;0.056205693;2.624690328;0.008672781;0.033379643
TLE1;31.37709293;-0.29688962;0.113110468;-2.624775814;0.008670604;0.033379643
RIOK1;92.92118109;-0.156558241;0.059652122;-2.624520902;0.008677097;0.033384961
DMTN;2469.926887;0.36276313;0.138253509;2.623898174;0.008692977;0.033434753
TIMM50;50.37473728;-0.202886898;0.077349037;-2.623004841;0.008715803;0.033501354
WDR45.1;305.7977665;0.246701509;0.094053545;2.622990021;0.008716183;0.033501354
TMEM206;19.50808751;-0.330937592;0.126181734;-2.622706007;0.008723451;0.033517968
MAD2L1BP;63.13775758;0.200961275;0.076631322;2.622443029;0.008730186;0.033532522
PCYT1A;575.405292;0.09791512;0.037346543;2.621798783;0.008746706;0.033584634
RNF181;393.3734761;0.10811158;0.041244592;2.621230432;0.008761302;0.033617988
SGSM3;52.68753256;-0.189729978;0.072380843;-2.621273409;0.008760198;0.033617988
MRPL10;108.571588;-0.155000846;0.059141094;-2.620865364;0.008770689;0.033642661
RP11.1113L8.6;17.70564193;0.417998238;0.159520079;2.620348735;0.008783989;0.03368232
DOK4;18.02593459;0.393267979;0.150109743;2.619869772;0.008796335;0.03370694
LARP1B;96.14839107;0.222793715;0.085038061;2.619929389;0.008794798;0.03370694
TULP4;92.15760278;-0.201166272;0.076809679;-2.619022424;0.008818215;0.033779405
ATP8A2;14.94707986;-0.493471708;0.188481992;-2.618137163;0.008841126;0.033855769
ACAP2;544.5735979;0.12626565;0.048253082;2.616737523;0.008877458;0.033983457
RBM34;10.15222663;-0.3705619;0.141684685;-2.615398411;0.008912343;0.0340829
NCKAP1L;426.3445473;0.11148834;0.042626724;2.615456455;0.008910828;0.0340829
OXLD1;81.2795767;-0.158126217;0.060462789;-2.61526502;0.008915825;0.0340829
AGK;27.50829726;-0.298871418;0.114283925;-2.615165857;0.008918414;0.0340829
POLE3;379.6891611;-0.110864592;0.042391991;-2.615224923;0.008916871;0.0340829
BCL11A;180.2245368;-0.190141617;0.072722394;-2.614622642;0.008932608;0.034125684
BAZ2B;1484.986163;0.159719154;0.061095362;2.614259884;0.008942099;0.034150473
ZNF248;24.66386704;-0.276041484;0.105624836;-2.613414558;0.008964249;0.034223579
UHRF1BP1L;102.574746;0.173299784;0.06632022;2.613076125;0.008973131;0.034234512
POLB;136.2252462;0.174564996;0.06680268;2.613143588;0.00897136;0.034234512
ZFP41;19.90493668;-0.272217985;0.104187687;-2.612765413;0.008981293;0.034254162
CSF2RA;173.8048794;0.208257067;0.07971712;2.612450974;0.008989558;0.034274198
DDX20;59.82228267;-0.17900032;0.068554587;-2.611062637;0.009026136;0.034397095
SF3B3;97.06777851;-0.155639549;0.059609215;-2.610998115;0.009027839;0.034397095
PTMS;97.78386541;0.301647558;0.11555656;2.61038887;0.009043935;0.034435358
R3HDM1;120.8863196;-0.138843692;0.053188825;-2.610392191;0.009043847;0.034435358
KIAA1919;70.58336302;-0.274776712;0.105286528;-2.609799356;0.009059534;0.034483212
LMF1;25.18263298;-0.2755583;0.105642009;-2.608415943;0.009096235;0.034611326
ZNF581;104.9477083;-0.145821083;0.055909344;-2.608170183;0.009102769;0.034624606
FAM117A;703.7948049;0.243980979;0.093573621;2.607369223;0.009124092;0.034682523
ACPL2;34.4820876;0.343774776;0.131845545;2.607405324;0.00912313;0.034682523
SIRPB1;554.0705786;0.229469958;0.08805532;2.605974954;0.009161316;0.034812389
MRPS36;38.67115026;0.246961374;0.094795283;2.605207412;0.009181866;0.034878827
SOWAHD;66.75639323;0.197386584;0.075774585;2.604918033;0.009189624;0.034896647
HIST1H3D;18.18302146;0.401477282;0.154196477;2.603673498;0.009223057;0.03501192
SERPINB8;34.60874349;0.230519233;0.088558361;2.603020535;0.009240642;0.035056566
IKZF1;1412.750297;-0.080341159;0.030864738;-2.603007954;0.009240981;0.035056566
ICOSLG;34.94546188;-0.270716435;0.104025017;-2.602416639;0.009256932;0.035105371
SAMD9;428.7801492;0.219591243;0.084412221;2.6014153;0.009283999;0.035196286
NOTCH2;354.1449279;0.145761952;0.056034509;2.601288976;0.009287418;0.035197521
SLC25A20;83.51763461;0.184979312;0.071121856;2.600878581;0.009298536;0.035227919
NPHP3;117.5804811;-0.181857945;0.069927763;-2.600654413;0.009304613;0.035233058
MCPH1;23.77398397;-0.266071621;0.102311624;-2.600600122;0.009306086;0.035233058
RASGRP2;838.6723335;-0.112821406;0.043387514;-2.600319679;0.009313695;0.035250137
BRPF3;55.23276508;0.199435948;0.076709155;2.599897586;0.009325159;0.035281786
BAZ1B;215.0845705;-0.159162369;0.061232805;-2.599299008;0.009341437;0.035331623
RPS6KC1;24.90699607;0.247495847;0.095243445;2.598560428;0.009361557;0.03538911
SNHG16;248.6571517;-0.132960678;0.051167991;-2.598512751;0.009362857;0.03538911
OPTN;1008.870442;0.232923563;0.089655005;2.597998445;0.009376892;0.035423531
NUP98;157.4312704;0.168484622;0.064861425;2.597609016;0.009387532;0.035423531
PSPN;17.18001628;-0.276422169;0.106412316;-2.597652039;0.009386356;0.035423531
NAGK;490.9468007;0.135788727;0.052270844;2.597790992;0.009382558;0.035423531
HLCS;14.22939585;-0.339058881;0.130522897;-2.597696558;0.009385139;0.035423531
BEND7;12.69699601;0.457177326;0.176061581;2.596689879;0.009412686;0.035483146
DNAJC21;146.7101059;-0.162971591;0.062756061;-2.596905974;0.009406767;0.035483146
MCCC2;60.66717;-0.197992328;0.076247651;-2.596700697;0.00941239;0.035483146
PIGL;13.04493962;-0.377481301;0.145391374;-2.596311526;0.009423059;0.035498721
SMIM7;221.3787782;-0.121161365;0.046665569;-2.596376052;0.009421289;0.035498721
C1orf204;11.91021495;-0.405483289;0.156200357;-2.595917804;0.009433863;0.03552766
SCRN3;17.33647015;0.355237276;0.136871525;2.595406723;0.009447904;0.035568765
ZNF574;27.00374568;-0.225148327;0.086769839;-2.594776345;0.009465249;0.035622275
CAMSAP1;60.25022079;-0.168895751;0.065102491;-2.594305514;0.009478222;0.035647515
VAMP7;80.66541057;0.203160481;0.078306869;2.594414574;0.009475216;0.035647515
ISG20L2;162.1527513;-0.11775476;0.045396624;-2.593910066;0.00948913;0.035669311
ZDHHC17;122.8089238;0.173082658;0.066727624;2.593868135;0.009490288;0.035669311
KAZN;58.99006036;0.396997806;0.153170949;2.591860986;0.009545834;0.035866231
ERCC4;57.47335052;-0.187133306;0.072203599;-2.59174484;0.009549057;0.035866496
RABGAP1;193.213028;-0.10128853;0.039108215;-2.589955306;0.009598839;0.036041583
C17orf99;20.82608743;0.528924824;0.204300173;2.588959249;0.009626649;0.036134075
PLOD1;73.38453886;0.202793721;0.07836038;2.587962443;0.009654551;0.03621491
NT5M;64.57839128;0.378399714;0.146212028;2.588020421;0.009652926;0.03621491
AACS;44.41135745;-0.201466243;0.077851484;-2.587827918;0.009658322;0.036217115
TCAIM;38.30786729;0.23476964;0.09075044;2.58698074;0.0096821;0.036294318
OARD1;117.6073145;-0.149332289;0.057727265;-2.586858916;0.009685524;0.036295193
RP11.140L24.3;9.693834139;0.529671766;0.204767253;2.586701526;0.009689949;0.036299818
ZBTB3;47.56891386;-0.185333308;0.07165261;-2.586553485;0.009694112;0.036303462
TM9SF2;719.0813041;0.172193092;0.066577398;2.586359575;0.009699568;0.036311942
ERLIN1;122.345003;0.258059589;0.099811908;2.585458936;0.009724946;0.036371041
LLGL1;76.51842215;-0.260827526;0.100880867;-2.585500441;0.009723775;0.036371041
ZNF775;60.62903199;-0.18056356;0.069836194;-2.585529766;0.009722948;0.036371041
PELI3;23.19848754;-0.279964232;0.108297738;-2.585134631;0.009734098;0.036393307
TTF2;67.44578772;-0.172295025;0.06665439;-2.584901366;0.009740686;0.036398856
C15orf57;90.97608081;-0.13838123;0.053535383;-2.584855528;0.009741981;0.036398856
NOP16;35.21139134;-0.215378084;0.08333192;-2.584580838;0.009749745;0.036415904
RUNDC3A;164.9511322;0.38717665;0.149832737;2.584059123;0.009764505;0.036459067
NDEL1;432.3073841;0.176303195;0.068250084;2.58319382;0.009789031;0.036538651
OPLAH;19.14113992;0.457321877;0.177092917;2.582383776;0.009812041;0.036612524
XPO6;1024.313877;0.210756448;0.081623978;2.58204089;0.009821795;0.036636904
MYL9;161.9609215;0.420759543;0.162998643;2.581368379;0.009840951;0.036696329
MDM4;1125.284387;-0.099183346;0.03842451;-2.581252107;0.009844266;0.036696664
RP11.490K7.4;53.0627506;-0.253749892;0.09834169;-2.580288105;0.009871792;0.036761653
EXOSC1;76.20243752;-0.157740882;0.061129373;-2.580443326;0.009867355;0.036761653
TTC19;183.9333623;-0.175511832;0.06802027;-2.580287217;0.009871817;0.036761653
ZNF280B;15.49973742;-0.338400048;0.131153201;-2.580189012;0.009874625;0.036761653
C11orf24;48.64691369;-0.198925319;0.077143665;-2.578634532;0.009919167;0.036915394
FAM49A;430.0128862;0.123308776;0.047825306;2.578316531;0.009928301;0.036937304
LRFN4;11.81541336;-0.374267837;0.145202487;-2.577558039;0.009950117;0.036994166
MLH1;67.49952821;-0.190611605;0.073953671;-2.577446135;0.009953339;0.036994166
MIR548O;11.20952114;0.391989958;0.152071722;2.577665021;0.009947037;0.036994166
AAR2;83.25192502;-0.171040767;0.0663699;-2.577083394;0.009963791;0.037008831
IKBKAP;62.10471797;-0.210213414;0.081568994;-2.577124041;0.009962619;0.037008831
TAGAP;1055.012789;-0.153915541;0.059741973;-2.57633844;0.009985286;0.037076565
PRRG4;213.1484198;0.237246283;0.092114478;2.575559115;0.010007816;0.0371481
ODC1;386.6992265;0.236857893;0.091972111;2.575322994;0.010014652;0.037161348
ILKAP;140.7701518;-0.142635412;0.055388194;-2.575195211;0.010018353;0.03716296
C1orf123;94.02393069;-0.153922645;0.059778082;-2.57490104;0.010026877;0.037182458
DGCR14;58.41139097;-0.165535414;0.064294053;-2.574661361;0.010033827;0.037196107
PIAS1;285.3457795;0.112833826;0.043844745;2.573485746;0.010067979;0.037310554
EIF3H;639.6209125;-0.141540777;0.055012171;-2.572899325;0.010085054;0.03736166
RSL1D1;183.167055;-0.162732879;0.063253387;-2.572714055;0.010090454;0.037363886
HEBP2;343.0601836;0.139766138;0.054328657;2.57260432;0.010093653;0.037363886
ABCF2;67.25634845;-0.166580554;0.06475332;-2.572540743;0.010095507;0.037363886
SHPRH;141.8949244;-0.175379713;0.068194074;-2.57177351;0.010117906;0.037434607
VNN3;292.1790821;0.230079756;0.089482485;2.571226711;0.010133896;0.037481579
RRN3;65.77823296;-0.269169784;0.104719106;-2.570398027;0.010158173;0.037559159
TFCP2;254.4677283;-0.146433471;0.056978666;-2.569970141;0.010170728;0.037593364
FAM89B;289.1135703;0.122958057;0.04785006;2.569653142;0.010180039;0.037615557
DNMT3A;123.6472999;-0.125077748;0.048677667;-2.569509908;0.010184248;0.037618893
ARFIP1;137.0907696;0.207076696;0.080606063;2.568996523;0.010199348;0.037662442
EMC10;228.1146574;-0.113434199;0.044160832;-2.568660829;0.010209233;0.03768671
SNAPC2;80.98340822;-0.163765413;0.063775013;-2.567861695;0.010232797;0.037761445
SORBS3;16.30145721;-0.334488337;0.130277425;-2.567508041;0.010243241;0.037787729
AMT;34.91395784;-0.227790886;0.088730347;-2.567226355;0.010251567;0.037806183
CPT1A;354.7685423;0.165253338;0.064402911;2.565929659;0.010289969;0.03792322
HSPBAP1;115.206559;0.154551379;0.060229792;2.56602877;0.01028703;0.03792322
TCTA;74.44549395;0.149258004;0.058197221;2.564692961;0.010326714;0.038046317
TCF20;158.4202745;-0.124178461;0.048423389;-2.564431444;0.010334499;0.038062673
EXOSC9;57.87039861;-0.218771339;0.085339206;-2.563550198;0.010360772;0.038147087
CD4;167.7769814;-0.181684842;0.070885906;-2.563060186;0.010375406;0.038188611
MPHOSPH8;696.7503532;-0.100460319;0.039205113;-2.562428999;0.010394284;0.03824572
GTF3C2;117.2833197;-0.144197256;0.056281244;-2.562083671;0.010404625;0.038271393
ABCC10;27.88675288;-0.223524862;0.087257935;-2.561656574;0.010417427;0.038306099
TIMM17B.1;73.61869589;0.156920625;0.061273117;2.561002828;0.010437051;0.038365856
PHB2;655.5983362;-0.10637063;0.041558026;-2.559568846;0.01048021;0.038487199
ELMSAN1;202.794568;-0.11379139;0.044457223;-2.559570383;0.010480163;0.038487199
ATP6AP2;469.3845089;0.151514806;0.059191988;2.559718162;0.010475708;0.038487199
RP11.707M3.3;38.1689204;-0.232903579;0.091007387;-2.559172231;0.010492175;0.038518706
POP4;104.612959;0.151241765;0.059135001;2.557567666;0.010540705;0.038665392
HSPA9;136.134591;-0.159802873;0.062483671;-2.557514173;0.010542326;0.038665392
IPCEF1;203.6558238;-0.111241198;0.043495202;-2.557550984;0.01054121;0.038665392
SETD6;42.90416078;-0.22548684;0.088191393;-2.556789636;0.010564308;0.038733527
TAL1;287.3039603;0.312470968;0.122225519;2.5565117;0.010572752;0.038747489
FAM162A;110.2739325;-0.182973;0.071573357;-2.556440097;0.010574928;0.038747489
RP11.284N8.3;179.3568424;-0.237041631;0.092765437;-2.555279634;0.010610252;0.038864404
TBXAS1;547.8738045;0.142606793;0.055815439;2.554970396;0.010619683;0.038873917
GALT;94.14873016;-0.192727985;0.075432451;-2.554974427;0.01061956;0.038873917
TSPAN5;587.5896649;0.32078486;0.125564743;2.554736728;0.010626814;0.038887508
INTS7;25.31348375;-0.266932426;0.104505242;-2.554249155;0.010641708;0.038916975
GYPA;33.30333314;0.490672239;0.192098441;2.554274972;0.010640919;0.038916975
ATF6;299.2086944;0.122115871;0.047811124;2.554130925;0.010645322;0.038917683
SOX6;58.79706838;0.483620884;0.189497591;2.552121542;0.010706916;0.039087665
ADCY4;18.28290995;0.305729648;0.119797491;2.552053859;0.010708996;0.039087665
SF3B14;101.9840922;0.249275179;0.097675349;2.552078706;0.010708233;0.039087665
